,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3
,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE
,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,dioxyde de soufre,monoxyde d azote,oxydes d azote,ozone
,PM10,PM25,NO2,SO2,NO,NOX,O3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-01-15 07:00:00Z,52.7,49.3,47.1,,73.5,159.9,0.6
2025-01-15 08:00:00Z,39.4,38.0,49.5,,63.4,146.8,0.5
2025-01-15 09:00:00Z,32.0,29.7,46.7,,47.4,119.4,1.5
2025-01-15 10:00:00Z,28.7,25.2,41.8,,33.2,92.8,3.6
2025-01-15 11:00:00Z,31.6,26.1,43.8,,47.5,116.7,3.7
2025-01-15 12:00:00Z,30.9,25.7,44.3,,46.5,115.7,4.1
2025-01-15 13:00:00Z,36.0,30.9,48.6,,57.4,136.7,3.0
2025-01-15 14:00:00Z,32.9,28.7,49.1,,48.7,123.6,4.5
2025-01-15 15:00:00Z,27.3,23.7,48.2,,34.0,100.4,3.8
2025-01-15 16:00:00Z,28.3,23.7,52.3,,37.5,109.8,1.9
2025-01-15 17:00:00Z,29.2,23.7,53.8,,42.7,119.4,1.1
2025-01-15 18:00:00Z,26.1,22.6,53.7,,50.6,131.3,0.8
2025-01-15 19:00:00Z,20.9,18.9,51.9,,32.9,102.3,1.0
2025-01-15 20:00:00Z,16.0,15.3,43.5,,8.8,57.0,3.0
2025-01-15 21:00:00Z,16.8,16.1,40.1,,8.3,52.9,2.6
2025-01-15 22:00:00Z,19.9,19.1,44.8,,11.0,61.5,1.5
2025-01-15 23:00:00Z,18.8,18.2,47.5,,11.0,64.4,1.2
2025-01-16 00:00:00Z,19.5,18.6,42.8,,15.0,65.8,0.8
2025-01-16 01:00:00Z,17.5,16.9,39.7,,6.5,49.8,2.4
2025-01-16 02:00:00Z,13.9,13.5,41.4,,5.4,49.7,1.8
2025-01-16 03:00:00Z,13.2,12.4,39.5,,3.2,44.4,3.9
2025-01-16 04:00:00Z,13.9,12.7,31.5,,1.8,34.3,8.3
2025-01-16 05:00:00Z,13.6,12.5,33.8,,3.2,38.7,5.6
2025-01-16 06:00:00Z,13.9,12.7,38.8,,8.3,51.5,2.2
2025-01-16 07:00:00Z,14.0,12.8,42.4,,12.4,61.4,1.9
2025-01-16 08:00:00Z,15.6,14.0,41.8,,10.0,57.2,4.3
2025-01-16 09:00:00Z,16.7,15.2,36.8,,4.0,42.9,14.3
2025-01-16 10:00:00Z,17.9,15.0,38.3,,7.4,49.6,19.0
2025-01-16 11:00:00Z,15.9,12.8,25.0,,3.4,30.2,35.5
2025-01-16 12:00:00Z,14.4,12.2,17.2,,1.6,19.7,42.8
2025-01-16 13:00:00Z,13.9,12.0,13.5,,1.0,15.0,45.7
2025-01-16 14:00:00Z,16.8,15.4,13.3,,1.1,15.1,42.4
2025-01-16 15:00:00Z,18.2,16.3,12.9,,0.9,14.4,42.2
2025-01-16 16:00:00Z,19.2,17.1,18.1,,0.8,19.3,35.9
2025-01-16 17:00:00Z,17.9,15.6,19.6,,0.6,20.6,36.4
2025-01-16 18:00:00Z,16.4,14.8,18.4,,0.4,19.1,38.5
2025-01-16 19:00:00Z,13.6,12.1,17.2,,0.3,17.8,40.6
2025-01-16 20:00:00Z,17.2,14.5,24.0,,0.8,25.1,32.1
2025-01-16 21:00:00Z,17.2,15.2,16.9,,0.4,17.6,39.6
2025-01-16 22:00:00Z,16.8,15.2,16.2,,0.3,16.8,39.0
2025-01-16 23:00:00Z,18.4,16.3,15.8,,0.5,16.7,38.1
2025-01-17 00:00:00Z,20.8,18.3,23.9,,1.2,25.7,25.6
2025-01-17 01:00:00Z,25.6,23.5,23.9,,0.6,24.8,22.8
2025-01-17 02:00:00Z,23.9,22.0,21.0,,0.6,21.8,22.3
2025-01-17 03:00:00Z,22.0,20.2,19.1,,0.5,19.9,19.5
2025-01-17 04:00:00Z,25.0,22.5,29.3,,4.7,36.4,8.0
2025-01-17 05:00:00Z,24.8,23.0,26.7,,1.6,29.1,9.0
2025-01-17 06:00:00Z,26.8,24.3,33.0,,11.1,50.2,3.1
2025-01-17 07:00:00Z,35.4,32.3,39.7,,32.6,89.6,0.6
2025-01-17 08:00:00Z,33.0,28.5,42.6,,54.8,126.6,0.5
2025-01-17 09:00:00Z,32.7,30.2,40.9,,43.2,107.2,1.2
2025-01-17 10:00:00Z,31.1,28.7,39.6,,46.1,110.3,2.1
2025-01-17 11:00:00Z,42.4,34.8,39.7,,51.5,118.8,2.7
2025-01-17 12:00:00Z,38.9,31.2,33.9,,21.2,66.5,6.3
2025-01-17 13:00:00Z,36.0,30.2,35.4,,18.2,63.3,7.2
2025-01-17 14:00:00Z,35.0,30.8,33.1,,12.0,51.5,9.5
2025-01-17 15:00:00Z,35.5,30.7,33.1,,10.5,49.2,8.9
2025-01-17 16:00:00Z,42.3,37.4,32.1,,8.4,45.0,6.6
2025-01-17 17:00:00Z,31.1,28.4,31.1,,3.8,36.8,7.5
2025-01-17 18:00:00Z,30.2,28.4,33.7,,3.1,38.5,3.8
2025-01-17 19:00:00Z,30.8,29.6,32.8,,2.9,37.3,4.6
2025-01-17 20:00:00Z,27.8,27.1,30.5,,2.0,33.8,5.7
2025-01-17 21:00:00Z,26.7,26.2,25.4,,1.2,27.3,10.3
2025-01-17 22:00:00Z,24.8,24.5,23.6,,0.8,24.8,12.7
2025-01-17 23:00:00Z,25.9,25.4,20.0,,0.7,21.1,18.2
2025-01-18 00:00:00Z,27.3,26.7,16.5,,0.6,17.4,21.6
2025-01-18 01:00:00Z,23.7,23.2,12.7,,0.2,13.0,26.3
2025-01-18 02:00:00Z,20.5,20.3,11.7,,0.1,11.9,27.7
2025-01-18 03:00:00Z,19.3,19.1,10.8,,0.2,11.2,26.1
2025-01-18 04:00:00Z,23.1,22.7,11.0,,1.0,12.6,25.1
2025-01-18 05:00:00Z,24.6,23.8,12.7,,0.3,13.3,23.7
2025-01-18 06:00:00Z,22.9,22.4,14.2,,0.4,14.8,22.6
2025-01-18 07:00:00Z,23.0,22.4,14.4,,0.2,14.8,22.4
2025-01-18 08:00:00Z,21.3,20.6,16.5,,0.4,17.0,20.9
2025-01-18 09:00:00Z,22.8,21.9,15.6,,0.6,16.5,24.7
2025-01-18 10:00:00Z,24.0,23.1,11.9,,0.7,12.9,29.2
2025-01-18 11:00:00Z,23.4,22.2,15.2,,1.1,16.8,28.4
2025-01-18 12:00:00Z,25.1,23.8,14.4,,1.3,16.4,29.3
2025-01-18 13:00:00Z,26.7,25.2,14.1,,1.5,16.5,29.2
2025-01-18 14:00:00Z,24.9,23.2,13.7,,1.3,15.7,31.8
2025-01-18 15:00:00Z,24.1,23.2,13.3,,1.3,15.3,33.3
2025-01-18 16:00:00Z,25.4,23.8,14.6,,0.9,16.1,31.5
2025-01-18 17:00:00Z,24.9,23.9,14.8,,0.6,15.8,32.0
2025-01-18 18:00:00Z,26.3,25.2,18.0,,1.1,19.6,30.3
2025-01-18 19:00:00Z,26.3,25.0,13.9,,0.5,14.7,34.0
2025-01-18 20:00:00Z,26.1,25.2,14.2,,0.8,15.5,33.9
2025-01-18 21:00:00Z,29.8,28.5,16.2,,0.7,17.3,31.2
2025-01-18 22:00:00Z,32.3,30.7,25.7,,3.3,30.8,17.6
2025-01-18 23:00:00Z,40.9,35.1,41.8,,24.0,78.7,0.9
2025-01-19 00:00:00Z,46.4,44.6,38.2,,13.9,59.5,2.2
2025-01-19 01:00:00Z,54.4,52.3,36.6,,10.9,53.4,1.5
2025-01-19 02:00:00Z,39.7,37.5,38.2,,19.2,67.7,0.6
2025-01-19 03:00:00Z,35.5,34.3,41.2,,12.6,60.5,0.7
2025-01-19 04:00:00Z,32.7,31.6,34.4,,3.5,39.7,5.5
2025-01-19 05:00:00Z,29.7,28.8,29.3,,6.0,38.5,10.2
2025-01-19 06:00:00Z,42.2,40.7,42.0,,34.4,94.8,0.7
2025-01-19 07:00:00Z,42.1,40.0,40.1,,24.3,77.3,0.4
2025-01-19 08:00:00Z,40.7,38.7,37.6,,15.4,61.3,3.4
2025-01-19 09:00:00Z,33.2,31.7,21.1,,3.2,26.0,19.6
2025-01-19 10:00:00Z,32.0,30.8,14.8,,2.3,18.3,26.9
2025-01-19 11:00:00Z,30.3,28.5,14.3,,3.0,18.8,29.9
2025-01-19 12:00:00Z,29.8,27.3,16.8,,4.2,23.2,33.5
2025-01-19 13:00:00Z,29.4,27.1,19.3,,3.2,24.2,35.9
2025-01-19 14:00:00Z,28.4,26.3,23.9,,3.4,29.3,35.6
2025-01-19 15:00:00Z,29.5,28.1,19.6,,1.8,22.3,38.9
2025-01-19 16:00:00Z,32.0,30.2,19.8,,1.2,21.6,37.1
2025-01-19 17:00:00Z,34.5,32.7,24.5,,1.0,25.9,32.2
2025-01-19 18:00:00Z,34.3,32.6,30.5,,2.0,33.6,26.3
2025-01-19 19:00:00Z,32.5,30.9,26.3,,0.9,27.6,28.5
2025-01-19 20:00:00Z,34.0,32.3,28.6,,0.5,29.4,24.5
2025-01-19 21:00:00Z,38.5,37.1,32.8,,0.7,33.9,18.8
2025-01-19 22:00:00Z,42.0,40.2,35.7,,1.1,37.2,14.8
2025-01-19 23:00:00Z,44.2,42.4,32.8,,1.2,34.7,15.8
2025-01-20 00:00:00Z,45.7,44.5,23.6,,0.8,24.8,21.7
2025-01-20 01:00:00Z,46.7,45.4,22.6,,0.6,23.7,20.2
2025-01-20 02:00:00Z,46.8,45.3,22.1,,0.5,22.7,18.5
2025-01-20 03:00:00Z,45.3,44.2,18.9,,0.5,19.8,19.5
2025-01-20 04:00:00Z,38.9,38.3,25.0,,0.8,26.2,13.1
2025-01-20 05:00:00Z,32.3,31.7,27.8,,1.5,30.1,10.7
2025-01-20 06:00:00Z,29.1,28.1,26.6,,1.3,28.7,9.2
2025-01-20 07:00:00Z,28.8,27.3,29.4,,2.6,33.3,7.2
2025-01-20 08:00:00Z,26.2,24.3,33.0,,4.6,40.1,4.0
2025-01-20 09:00:00Z,24.5,21.5,28.3,,5.4,36.6,9.4
2025-01-20 10:00:00Z,25.5,22.5,31.8,,14.0,53.3,7.5
2025-01-20 11:00:00Z,29.0,25.1,31.8,,15.9,56.1,7.9
2025-01-20 12:00:00Z,35.9,28.2,31.4,,16.9,57.1,7.1
2025-01-20 13:00:00Z,35.8,28.4,31.1,,16.8,56.9,8.7
2025-01-20 14:00:00Z,37.2,30.3,27.6,,13.2,47.8,10.0
2025-01-20 15:00:00Z,33.3,27.2,29.7,,12.9,49.5,9.5
2025-01-20 16:00:00Z,26.7,22.2,24.1,,5.7,32.8,13.5
2025-01-20 17:00:00Z,27.6,23.7,24.9,,2.7,29.1,9.0
2025-01-20 18:00:00Z,27.3,24.8,26.5,,2.1,29.7,6.5
2025-01-20 19:00:00Z,27.4,25.2,28.2,,2.5,32.1,4.2
2025-01-20 20:00:00Z,28.8,26.4,32.0,,7.1,42.7,0.8
2025-01-20 21:00:00Z,32.8,30.9,27.4,,3.3,32.6,2.9
2025-01-20 22:00:00Z,32.1,31.0,20.6,,1.4,22.7,6.7
2025-01-20 23:00:00Z,33.6,32.5,21.7,,0.9,23.3,5.6
2025-01-21 00:00:00Z,34.8,33.5,24.7,,1.4,26.9,4.0
2025-01-21 01:00:00Z,35.1,33.9,29.7,,5.3,37.9,1.2
2025-01-21 02:00:00Z,33.2,32.5,36.5,,11.6,54.1,0.5
2025-01-21 03:00:00Z,33.5,32.6,32.6,,7.5,44.2,0.6
2025-01-21 04:00:00Z,34.6,34.1,27.3,,4.6,34.4,0.8
2025-01-21 05:00:00Z,24.8,24.6,25.1,,5.4,33.5,0.8
2025-01-21 06:00:00Z,20.9,20.5,24.8,,5.7,33.5,1.1
2025-01-21 07:00:00Z,20.0,19.2,24.8,,14.6,47.1,0.4
2025-01-21 08:00:00Z,21.6,20.6,25.5,,24.9,63.7,0.4
2025-01-21 09:00:00Z,22.9,21.6,24.4,,29.4,69.4,1.7
2025-01-21 10:00:00Z,30.6,26.9,25.1,,47.6,98.0,2.2
2025-01-21 11:00:00Z,45.3,34.4,27.0,,50.1,103.7,3.2
2025-01-21 12:00:00Z,45.7,35.1,25.0,,39.9,86.3,5.7
2025-01-21 13:00:00Z,44.8,34.7,25.3,,37.7,83.1,9.9
2025-01-21 14:00:00Z,42.8,34.1,27.9,,31.5,76.2,11.1
2025-01-21 15:00:00Z,48.2,37.6,32.1,,31.5,80.5,7.9
2025-01-21 16:00:00Z,43.6,35.2,32.1,,22.3,66.3,6.8
2025-01-21 17:00:00Z,42.8,36.2,35.4,,37.1,92.3,1.7
2025-01-21 18:00:00Z,47.7,38.4,36.0,,67.1,138.7,0.9
2025-01-21 19:00:00Z,44.7,37.9,39.2,,75.2,154.4,0.9
2025-01-21 20:00:00Z,50.8,43.3,40.7,,68.7,146.0,1.1
2025-01-21 21:00:00Z,49.4,46.5,40.9,,31.4,89.0,1.2
2025-01-21 22:00:00Z,55.4,50.5,39.5,,28.0,82.4,1.3
2025-01-21 23:00:00Z,55.9,53.3,37.5,,21.8,70.8,1.5
2025-01-22 00:00:00Z,52.4,49.2,36.0,,21.8,69.5,1.3
2025-01-22 01:00:00Z,45.3,41.5,32.0,,10.4,47.9,5.0
2025-01-22 02:00:00Z,33.0,31.0,24.5,,2.0,27.5,14.7
2025-01-22 03:00:00Z,27.2,25.9,23.9,,1.8,26.6,15.7
2025-01-22 04:00:00Z,27.7,26.4,31.6,,5.2,39.6,8.3
2025-01-22 05:00:00Z,29.2,27.8,37.3,,9.9,52.5,3.3
2025-01-22 06:00:00Z,26.3,24.9,39.8,,16.8,65.5,2.1
2025-01-22 07:00:00Z,22.6,20.8,42.4,,17.3,69.0,1.7
2025-01-22 08:00:00Z,18.3,16.6,41.2,,11.4,58.6,4.7
2025-01-22 09:00:00Z,21.0,17.4,42.5,,15.7,66.6,4.3
2025-01-22 10:00:00Z,23.9,17.3,43.1,,15.8,67.3,5.8
2025-01-22 11:00:00Z,18.8,13.5,38.5,,10.8,54.9,11.8
2025-01-22 12:00:00Z,16.6,12.3,32.2,,8.9,45.9,18.0
2025-01-22 13:00:00Z,16.2,12.2,28.6,,6.0,37.9,23.7
2025-01-22 14:00:00Z,14.6,11.7,27.0,,4.1,33.3,22.6
2025-01-22 15:00:00Z,15.5,11.4,31.6,,4.8,38.8,20.5
2025-01-22 16:00:00Z,17.0,12.9,38.4,,3.9,44.4,14.4
2025-01-22 17:00:00Z,21.2,17.6,51.7,,22.4,86.1,2.0
2025-01-22 18:00:00Z,22.2,20.4,54.4,,48.6,128.8,1.0
2025-01-22 19:00:00Z,31.4,28.0,54.3,,61.8,149.0,1.2
2025-01-22 20:00:00Z,21.4,20.5,53.8,,37.6,111.4,1.7
2025-01-22 21:00:00Z,7.8,7.2,40.5,,4.2,47.1,6.0
2025-01-22 22:00:00Z,6.0,5.6,25.1,,1.5,27.6,15.0
2025-01-22 23:00:00Z,4.7,4.3,19.5,,0.6,20.5,30.9
2025-01-23 00:00:00Z,6.5,6.1,16.4,,0.5,17.1,37.3
2025-01-23 01:00:00Z,8.3,8.0,16.0,,0.4,16.5,38.4
2025-01-23 02:00:00Z,9.2,8.7,16.4,,0.3,16.8,38.6
2025-01-23 03:00:00Z,11.5,10.9,16.5,,0.7,17.5,31.5
2025-01-23 04:00:00Z,16.1,15.3,15.1,,0.8,16.4,38.3
2025-01-23 05:00:00Z,14.8,13.7,10.6,,0.6,11.5,53.6
2025-01-23 06:00:00Z,14.0,12.9,17.7,,1.5,20.2,47.5
2025-01-23 07:00:00Z,16.0,13.9,47.1,,5.4,55.3,18.9
2025-01-23 08:00:00Z,17.7,14.5,54.5,,9.9,69.7,8.9
2025-01-23 09:00:00Z,20.3,14.2,52.2,,19.1,81.6,11.7
2025-01-23 10:00:00Z,16.7,12.2,35.3,,11.4,52.8,31.8
2025-01-23 11:00:00Z,14.2,9.8,18.4,,3.7,24.1,50.8
2025-01-23 12:00:00Z,16.3,12.1,14.2,,3.3,19.2,51.9
2025-01-23 13:00:00Z,15.6,12.4,13.8,,1.6,16.2,51.2
2025-01-23 14:00:00Z,15.1,10.7,16.5,,2.4,20.2,51.0
2025-01-23 15:00:00Z,13.4,8.9,16.7,,1.9,19.5,51.9
2025-01-23 16:00:00Z,11.5,7.2,16.4,,1.3,18.3,53.8
2025-01-23 17:00:00Z,8.4,6.3,14.2,,0.7,15.3,52.8
2025-01-23 18:00:00Z,8.1,6.7,16.2,,0.6,17.2,48.2
2025-01-23 19:00:00Z,8.1,7.0,12.6,,0.7,13.7,53.1
2025-01-23 20:00:00Z,7.3,5.8,11.3,,0.6,12.2,55.7
2025-01-23 21:00:00Z,8.4,5.6,9.6,,0.5,10.3,57.6
2025-01-23 22:00:00Z,6.9,4.7,8.8,,0.5,9.6,60.6
2025-01-23 23:00:00Z,7.2,4.5,9.0,,0.3,9.5,61.4
2025-01-24 00:00:00Z,7.1,4.4,7.4,,0.4,7.9,63.8
2025-01-24 01:00:00Z,7.1,4.4,8.1,,0.2,8.5,62.7
2025-01-24 02:00:00Z,6.5,4.0,11.1,,0.4,11.7,60.2
2025-01-24 03:00:00Z,5.7,3.6,7.2,,0.1,7.6,65.7
2025-01-24 04:00:00Z,5.2,3.5,7.7,,0.2,8.0,66.5
2025-01-24 05:00:00Z,5.0,3.2,9.6,,0.3,10.1,65.6
2025-01-24 06:00:00Z,5.9,3.4,14.4,,0.5,15.0,59.1
2025-01-24 07:00:00Z,5.9,3.6,19.3,,0.6,20.2,51.5
2025-01-24 08:00:00Z,7.4,4.0,19.7,,0.9,21.1,49.3
2025-01-24 09:00:00Z,8.0,4.0,16.3,,0.9,17.7,51.3
2025-01-24 10:00:00Z,8.1,3.9,16.4,,1.2,18.2,50.7
2025-01-24 11:00:00Z,7.3,4.4,14.7,,2.0,17.7,53.4
2025-01-24 12:00:00Z,6.6,4.0,14.4,,1.9,17.4,53.9
2025-01-24 13:00:00Z,4.8,3.2,13.4,,1.5,15.8,54.7
2025-01-24 14:00:00Z,4.6,2.9,11.0,,1.0,12.6,60.2
2025-01-24 15:00:00Z,4.4,2.6,11.6,,0.9,13.0,60.2
2025-01-24 16:00:00Z,5.1,2.9,12.5,,0.8,13.6,57.0
2025-01-24 17:00:00Z,4.7,3.1,13.2,,0.6,14.3,55.5
2025-01-24 18:00:00Z,5.3,3.6,12.7,,0.5,13.6,56.0
2025-01-24 19:00:00Z,5.7,3.8,12.5,,0.5,13.2,55.0
2025-01-24 20:00:00Z,5.4,3.8,11.4,,0.5,12.2,57.6
2025-01-24 21:00:00Z,6.5,4.4,11.8,,0.4,12.4,56.3
2025-01-24 22:00:00Z,6.8,4.4,11.9,,0.4,12.5,54.9
2025-01-24 23:00:00Z,5.7,4.0,9.1,,0.2,9.5,54.7
2025-01-25 00:00:00Z,5.9,3.9,8.2,,0.2,8.5,54.5
2025-01-25 01:00:00Z,6.2,3.7,7.5,,0.2,7.7,54.4
2025-01-25 02:00:00Z,6.9,3.5,5.9,,0.2,6.2,57.6
2025-01-25 03:00:00Z,6.3,3.5,5.5,,0.1,5.7,57.6
2025-01-25 04:00:00Z,5.6,3.6,6.9,,0.1,7.2,56.0
2025-01-25 05:00:00Z,5.8,3.8,7.5,,0.2,7.8,55.0
2025-01-25 06:00:00Z,6.5,4.2,8.4,,0.2,8.8,54.5
2025-01-25 07:00:00Z,7.9,4.6,9.4,,0.4,10.1,54.7
2025-01-25 08:00:00Z,6.2,3.9,10.2,,1.1,11.9,62.1
2025-01-25 09:00:00Z,1.2,0.8,16.6,,2.5,20.2,69.4
2025-01-25 10:00:00Z,1.7,1.0,16.6,,1.9,19.5,71.0
2025-01-25 11:00:00Z,4.0,1.3,20.2,,2.1,23.5,68.8
2025-01-25 12:00:00Z,9.4,2.5,26.9,,2.7,31.1,60.1
2025-01-25 13:00:00Z,6.7,2.1,17.8,,2.0,20.9,70.7
2025-01-25 14:00:00Z,4.4,2.2,18.7,,1.3,20.6,68.3
2025-01-25 15:00:00Z,7.0,5.0,33.0,,1.8,35.8,51.9
2025-01-25 16:00:00Z,9.3,7.7,39.2,,1.2,41.0,44.4
2025-01-25 17:00:00Z,9.9,8.1,42.0,,0.6,42.8,38.1
2025-01-25 18:00:00Z,10.4,9.3,38.4,,0.6,39.3,39.0
2025-01-25 19:00:00Z,11.6,10.7,38.4,,1.0,39.8,37.6
2025-01-25 20:00:00Z,13.2,12.4,36.0,,1.1,37.7,35.8
2025-01-25 21:00:00Z,14.8,14.3,41.5,,2.7,45.7,26.8
2025-01-25 22:00:00Z,12.3,11.7,31.5,,2.5,35.3,33.7
2025-01-25 23:00:00Z,4.9,4.5,12.8,,0.7,13.9,58.8
2025-01-26 00:00:00Z,3.5,3.1,9.3,,0.5,10.1,69.6
2025-01-26 01:00:00Z,2.1,1.8,7.9,,0.4,8.4,77.7
2025-01-26 02:00:00Z,1.7,1.4,6.8,,0.2,7.2,77.4
2025-01-26 03:00:00Z,2.1,1.7,10.4,,0.2,10.8,75.3
2025-01-26 04:00:00Z,2.3,1.5,9.3,,0.3,9.7,74.4
2025-01-26 05:00:00Z,2.7,2.0,12.6,,0.4,13.1,65.5
2025-01-26 06:00:00Z,3.4,2.8,9.2,,0.3,9.7,68.7
2025-01-26 07:00:00Z,2.0,1.7,7.8,,0.1,8.0,73.5
2025-01-26 08:00:00Z,3.6,3.4,7.3,,0.2,7.6,74.4
2025-01-26 09:00:00Z,3.1,2.8,7.5,,0.3,8.0,71.7
2025-01-26 10:00:00Z,3.1,2.6,8.6,,0.7,9.7,68.3
2025-01-26 11:00:00Z,3.6,2.8,11.7,,0.9,13.1,64.6
2025-01-26 12:00:00Z,14.6,13.2,15.6,,1.1,17.4,59.1
2025-01-26 13:00:00Z,7.2,5.8,13.6,,1.0,15.1,61.2
2025-01-26 14:00:00Z,6.1,4.7,13.0,,1.1,14.7,61.3
2025-01-26 15:00:00Z,4.8,3.6,14.6,,1.2,16.4,60.0
2025-01-26 16:00:00Z,3.8,2.9,12.6,,0.7,13.7,62.3
2025-01-26 17:00:00Z,3.5,2.7,9.9,,0.3,10.5,66.3
2025-01-26 18:00:00Z,3.8,3.0,11.3,,0.4,11.9,65.4
2025-01-26 19:00:00Z,4.6,3.4,10.2,,0.4,10.9,64.8
2025-01-26 20:00:00Z,4.5,3.2,10.4,,0.4,11.0,66.6
2025-01-26 21:00:00Z,5.1,3.7,11.4,,0.3,11.9,65.5
2025-01-26 22:00:00Z,4.8,3.6,7.0,,0.2,7.3,71.0
2025-01-26 23:00:00Z,3.8,2.5,5.3,,0.1,5.5,70.4
2025-01-27 00:00:00Z,3.4,2.2,5.3,,0.1,5.6,68.0
2025-01-27 01:00:00Z,2.8,1.6,2.9,,0.1,3.1,71.4
2025-01-27 02:00:00Z,1.7,1.1,2.8,,0.1,2.9,69.7
2025-01-27 03:00:00Z,2.2,1.2,4.0,,0.1,4.2,69.9
2025-01-27 04:00:00Z,2.2,1.2,6.5,,0.2,6.9,73.7
2025-01-27 05:00:00Z,5.0,2.5,11.7,,0.2,12.1,76.0
2025-01-27 06:00:00Z,7.2,3.2,17.0,,0.4,17.6,71.0
2025-01-27 07:00:00Z,8.2,4.0,15.4,,0.5,16.1,71.7
2025-01-27 08:00:00Z,9.0,4.7,17.5,,0.9,18.8,68.3
2025-01-27 09:00:00Z,8.1,4.3,17.6,,1.4,19.8,67.7
2025-01-27 10:00:00Z,6.0,2.9,16.4,,1.7,19.0,73.4
2025-01-27 11:00:00Z,6.4,2.9,12.5,,1.4,14.6,77.1
2025-01-27 12:00:00Z,3.8,1.8,16.5,,2.3,20.0,76.4
2025-01-27 13:00:00Z,4.5,2.2,11.9,,2.3,15.6,78.7
2025-01-27 14:00:00Z,4.7,2.2,8.6,,1.2,10.5,82.1
2025-01-27 15:00:00Z,9.7,4.5,10.2,,0.9,11.6,78.9
2025-01-27 16:00:00Z,5.3,2.9,12.6,,0.8,13.9,79.0
2025-01-27 17:00:00Z,3.7,2.0,14.2,,0.6,15.2,76.7
2025-01-27 18:00:00Z,3.4,1.9,14.4,,0.5,15.2,75.3
2025-01-27 19:00:00Z,3.6,2.3,12.2,,0.3,12.8,74.8
2025-01-27 20:00:00Z,5.1,3.0,9.9,,0.3,10.3,76.2
2025-01-27 21:00:00Z,6.5,3.7,8.8,,0.2,9.2,77.6
2025-01-27 22:00:00Z,7.9,4.2,7.4,,0.1,7.6,78.6
2025-01-27 23:00:00Z,7.4,4.0,5.5,,0.1,5.6,80.1
2025-01-28 00:00:00Z,7.7,4.2,5.0,,0.1,5.2,79.4
2025-01-28 01:00:00Z,8.4,4.1,5.6,,0.1,5.8,79.4
2025-01-28 02:00:00Z,7.5,4.1,5.5,,0.1,5.8,79.2
2025-01-28 03:00:00Z,10.0,5.2,6.5,,0.2,6.7,78.4
2025-01-28 04:00:00Z,10.4,5.5,5.9,,0.1,6.0,78.2
2025-01-28 05:00:00Z,8.9,5.2,7.0,,0.2,7.3,77.0
2025-01-28 06:00:00Z,9.6,5.1,10.0,,0.3,10.3,76.2
2025-01-28 07:00:00Z,9.2,4.5,11.2,,0.3,11.7,73.1
2025-01-28 08:00:00Z,9.6,5.2,12.7,,0.5,13.4,71.0
2025-01-28 09:00:00Z,10.4,5.3,14.3,,0.6,15.1,69.3
2025-01-28 10:00:00Z,8.9,4.7,12.1,,1.0,13.6,70.1
2025-01-28 11:00:00Z,6.5,3.5,14.0,,1.2,15.8,66.8
2025-01-28 12:00:00Z,4.0,2.4,12.0,,1.2,13.9,68.2
2025-01-28 13:00:00Z,3.5,2.3,12.9,,1.5,15.1,65.9
2025-01-28 14:00:00Z,9.3,4.9,12.9,,1.6,15.4,66.4
2025-01-28 15:00:00Z,11.9,6.4,11.9,,1.4,14.1,67.3
2025-01-28 16:00:00Z,12.9,7.6,15.2,,1.7,17.9,64.9
2025-01-28 17:00:00Z,13.2,7.4,16.5,,0.7,17.6,64.7
2025-01-28 18:00:00Z,10.4,5.3,16.5,,1.0,18.1,64.4
2025-01-28 19:00:00Z,5.7,3.1,14.2,,0.7,15.3,67.2
2025-01-28 20:00:00Z,5.9,3.3,10.0,,0.6,10.9,70.3
2025-01-28 21:00:00Z,4.8,3.2,6.5,,0.6,7.4,73.5
2025-01-28 22:00:00Z,3.6,2.5,4.3,,0.3,4.8,73.3
2025-01-28 23:00:00Z,3.4,2.2,4.6,,0.2,5.0,68.3
2025-01-29 00:00:00Z,4.9,2.7,3.4,,0.1,3.7,72.6
2025-01-29 01:00:00Z,5.4,2.8,3.9,,0.1,4.1,67.8
2025-01-29 02:00:00Z,4.2,2.5,3.6,,0.1,3.7,68.3
2025-01-29 03:00:00Z,3.2,2.0,3.7,,0.0,3.7,70.7
2025-01-29 04:00:00Z,5.8,3.5,6.4,,0.1,6.7,69.6
2025-01-29 05:00:00Z,11.3,6.2,13.2,,0.4,14.0,63.5
2025-01-29 06:00:00Z,12.7,7.1,23.0,,0.7,24.2,52.9
2025-01-29 07:00:00Z,15.8,8.3,31.6,,1.4,33.7,43.1
2025-01-29 08:00:00Z,19.2,9.8,32.3,,1.8,35.1,41.5
2025-01-29 09:00:00Z,22.9,11.4,29.5,,3.2,34.4,40.4
2025-01-29 10:00:00Z,20.7,10.5,19.8,,2.9,24.2,51.0
2025-01-29 11:00:00Z,21.0,9.6,25.7,,2.6,29.6,47.3
