,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3
,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE
,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,dioxyde de soufre,monoxyde d azote,oxydes d azote,ozone
,PM10,PM25,NO2,SO2,NO,NOX,O3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-08-06 06:00:00Z,16.2,7.9,41.5,,11.6,59.4,7.5
2025-08-06 07:00:00Z,18.8,9.2,39.7,,11.9,58.2,16.2
2025-08-06 08:00:00Z,27.2,10.5,31.8,,8.7,45.1,31.6
2025-08-06 09:00:00Z,22.2,9.2,15.5,,3.7,21.2,56.7
2025-08-06 10:00:00Z,15.7,6.8,7.2,,1.6,9.7,70.1
2025-08-06 11:00:00Z,14.5,6.1,5.1,,1.4,7.1,78.4
2025-08-06 12:00:00Z,11.7,5.2,5.0,,1.0,6.5,82.2
2025-08-06 13:00:00Z,12.5,5.0,5.8,,1.0,7.2,84.6
2025-08-06 14:00:00Z,12.1,5.2,6.4,,1.1,8.1,88.9
2025-08-06 15:00:00Z,11.0,4.6,5.6,,1.1,7.2,93.0
2025-08-06 16:00:00Z,10.5,4.1,5.4,,0.7,6.5,93.0
2025-08-06 17:00:00Z,8.9,3.9,5.0,,0.7,6.0,91.3
2025-08-06 18:00:00Z,9.0,3.8,5.3,,0.5,6.0,88.3
2025-08-06 19:00:00Z,9.7,4.2,6.6,,0.4,7.1,84.8
2025-08-06 20:00:00Z,10.1,4.7,13.2,,0.3,13.6,69.5
2025-08-06 21:00:00Z,13.6,6.0,28.4,,0.6,29.4,47.3
2025-08-06 22:00:00Z,13.2,6.0,22.9,,0.3,23.3,55.4
2025-08-06 23:00:00Z,13.2,5.3,12.9,,0.2,13.4,64.6
2025-08-07 00:00:00Z,13.1,5.1,11.4,,0.4,12.0,61.7
2025-08-07 01:00:00Z,11.8,5.3,17.4,,0.5,18.0,41.4
2025-08-07 02:00:00Z,12.6,5.3,23.2,,0.5,24.1,34.9
2025-08-07 03:00:00Z,15.0,5.3,27.6,,0.8,28.7,32.2
2025-08-07 04:00:00Z,13.7,5.3,38.7,,1.3,40.7,28.9
2025-08-07 05:00:00Z,13.9,5.3,40.8,,2.9,45.2,23.7
2025-08-07 06:00:00Z,16.0,6.3,52.9,,14.6,75.3,12.2
2025-08-07 07:00:00Z,,,63.6,,40.3,125.4,13.0
2025-08-07 08:00:00Z,,,42.7,,15.1,65.8,43.2
2025-08-07 09:00:00Z,21.9,6.0,22.0,,6.0,31.1,63.2
2025-08-07 10:00:00Z,19.6,5.3,13.6,,3.1,18.3,81.7
2025-08-07 11:00:00Z,15.2,4.8,8.6,,1.6,11.1,96.4
2025-08-07 12:00:00Z,14.6,5.2,8.2,,1.3,10.2,105.4
2025-08-07 13:00:00Z,16.2,7.6,7.2,,1.0,8.8,111.9
2025-08-07 14:00:00Z,16.3,5.7,7.4,,1.2,9.2,114.4
2025-08-07 15:00:00Z,15.9,5.7,7.0,,0.9,8.4,114.7
2025-08-07 16:00:00Z,16.6,5.8,6.5,,0.8,7.8,114.5
2025-08-07 17:00:00Z,15.6,5.8,8.3,,1.0,9.8,111.3
2025-08-07 18:00:00Z,16.1,5.9,9.7,,1.0,11.2,109.2
2025-08-07 19:00:00Z,18.1,6.3,16.4,,0.8,17.8,98.5
2025-08-07 20:00:00Z,17.6,7.1,43.5,,1.1,45.1,57.6
2025-08-07 21:00:00Z,,,58.4,,1.5,60.8,24.5
2025-08-07 22:00:00Z,,,79.7,,14.0,101.1,6.5
2025-08-07 23:00:00Z,17.9,9.9,80.4,,6.9,91.0,13.5
2025-08-08 00:00:00Z,15.8,8.8,40.8,,1.0,42.3,49.4
2025-08-08 01:00:00Z,15.6,9.0,27.1,,0.4,27.7,50.1
2025-08-08 02:00:00Z,17.7,9.6,26.2,,0.6,27.1,46.2
2025-08-08 03:00:00Z,22.5,9.4,19.9,,0.5,20.7,56.7
2025-08-08 04:00:00Z,18.1,9.0,24.9,,0.7,26.1,39.9
2025-08-08 05:00:00Z,19.7,9.4,42.7,,2.1,45.8,16.9
2025-08-08 06:00:00Z,34.4,11.3,51.5,,10.9,68.1,15.7
2025-08-08 07:00:00Z,31.8,10.6,30.3,,4.6,37.3,49.0
2025-08-08 08:00:00Z,27.2,10.4,20.4,,4.3,27.0,61.1
2025-08-08 09:00:00Z,20.3,8.3,15.5,,3.2,20.4,70.5
2025-08-08 10:00:00Z,16.1,6.3,11.2,,2.5,15.0,78.4
2025-08-08 11:00:00Z,15.7,6.1,10.3,,2.3,13.9,92.9
2025-08-08 12:00:00Z,14.3,6.3,7.0,,1.0,8.5,109.0
2025-08-08 13:00:00Z,12.5,6.4,7.8,,0.9,9.2,112.5
2025-08-08 14:00:00Z,13.5,7.0,8.0,,1.3,10.1,101.3
2025-08-08 15:00:00Z,12.4,6.3,6.2,,1.3,8.2,85.5
2025-08-08 16:00:00Z,11.0,5.5,6.2,,1.1,7.8,82.9
2025-08-08 17:00:00Z,10.8,5.8,8.4,,1.3,10.4,74.9
2025-08-08 18:00:00Z,12.6,6.7,10.8,,1.4,13.0,67.8
2025-08-08 19:00:00Z,14.3,8.7,11.5,,0.9,12.8,64.3
2025-08-08 20:00:00Z,17.1,11.6,15.9,,0.5,16.8,65.7
2025-08-08 21:00:00Z,24.2,13.3,15.4,,0.8,16.6,62.0
2025-08-08 22:00:00Z,23.5,13.1,10.6,,0.5,11.4,59.0
2025-08-08 23:00:00Z,24.0,12.8,12.2,,0.4,12.9,53.8
2025-08-09 00:00:00Z,20.5,11.9,14.0,,0.4,14.7,51.8
2025-08-09 01:00:00Z,20.7,11.4,12.4,,0.5,13.3,52.4
2025-08-09 02:00:00Z,19.6,11.4,12.0,,0.5,12.8,52.4
2025-08-09 03:00:00Z,17.6,10.7,11.8,,0.6,12.8,51.2
2025-08-09 04:00:00Z,16.1,10.2,12.3,,0.7,13.4,47.0
2025-08-09 05:00:00Z,16.3,9.7,12.2,,0.6,13.2,48.1
2025-08-09 06:00:00Z,15.3,9.2,14.5,,0.9,16.0,47.0
2025-08-09 07:00:00Z,16.8,9.3,15.5,,2.3,19.0,47.9
2025-08-09 08:00:00Z,17.3,9.5,13.1,,2.4,16.8,57.1
2025-08-09 09:00:00Z,19.6,10.1,12.3,,3.0,16.7,62.6
2025-08-09 10:00:00Z,16.2,8.9,8.9,,1.9,11.8,74.5
2025-08-09 11:00:00Z,14.8,8.3,6.5,,1.2,8.3,85.8
2025-08-09 12:00:00Z,15.6,9.4,7.2,,1.5,9.5,91.1
2025-08-09 13:00:00Z,15.0,9.2,6.2,,1.3,8.2,90.8
2025-08-09 14:00:00Z,14.6,9.3,4.7,,0.8,5.8,93.8
2025-08-09 15:00:00Z,15.5,11.0,4.8,,0.9,6.2,103.2
2025-08-09 16:00:00Z,18.4,13.0,5.3,,0.6,6.2,106.8
2025-08-09 17:00:00Z,21.4,15.6,6.6,,0.9,7.9,99.1
2025-08-09 18:00:00Z,21.7,16.3,7.3,,1.1,9.0,96.3
2025-08-09 19:00:00Z,20.6,14.4,7.6,,0.9,8.9,91.1
2025-08-09 20:00:00Z,15.6,7.7,8.3,,0.5,9.0,87.9
2025-08-09 21:00:00Z,18.4,6.9,6.4,,0.6,7.3,77.8
2025-08-09 22:00:00Z,13.9,5.8,6.6,,0.5,7.2,73.1
2025-08-09 23:00:00Z,11.9,5.0,8.2,,0.5,9.0,67.3
2025-08-10 00:00:00Z,10.9,4.9,7.7,,0.4,8.4,65.9
2025-08-10 01:00:00Z,8.5,4.2,6.4,,0.3,7.0,67.0
2025-08-10 02:00:00Z,6.7,4.1,5.3,,0.3,5.7,68.7
2025-08-10 03:00:00Z,7.4,4.5,7.9,,0.6,8.9,62.8
2025-08-10 04:00:00Z,7.0,4.4,9.1,,0.6,9.9,50.2
2025-08-10 05:00:00Z,7.3,4.5,12.9,,0.5,13.7,38.4
2025-08-10 06:00:00Z,8.8,5.0,13.1,,0.9,14.5,46.2
2025-08-10 07:00:00Z,10.5,5.7,9.6,,1.3,11.7,61.7
2025-08-10 08:00:00Z,9.4,5.2,7.3,,1.2,9.1,67.9
2025-08-10 09:00:00Z,9.6,5.5,7.3,,1.5,9.6,69.9
2025-08-10 10:00:00Z,10.1,5.3,6.7,,1.3,8.8,77.6
2025-08-10 11:00:00Z,9.9,5.3,3.9,,0.7,5.1,90.2
2025-08-10 12:00:00Z,9.9,5.3,4.8,,0.9,6.2,98.2
2025-08-10 13:00:00Z,10.0,5.3,4.7,,1.0,6.2,105.6
2025-08-10 14:00:00Z,9.3,5.1,4.3,,0.8,5.5,107.9
2025-08-10 15:00:00Z,8.4,5.0,4.8,,0.8,6.0,108.1
2025-08-10 16:00:00Z,9.6,4.9,4.5,,0.5,5.2,108.0
2025-08-10 17:00:00Z,9.9,4.6,4.8,,0.5,5.6,103.3
2025-08-10 18:00:00Z,8.5,4.4,4.9,,0.5,5.5,100.9
2025-08-10 19:00:00Z,9.5,4.9,6.2,,0.4,6.9,96.7
2025-08-10 20:00:00Z,9.5,5.4,11.7,,0.4,12.2,85.6
2025-08-10 21:00:00Z,11.3,6.7,16.7,,0.4,17.3,74.3
2025-08-10 22:00:00Z,12.6,7.4,19.4,,0.5,20.0,63.6
2025-08-10 23:00:00Z,13.8,8.7,16.7,,0.3,17.2,63.9
2025-08-11 00:00:00Z,15.4,10.6,12.3,,0.4,12.9,64.3
2025-08-11 01:00:00Z,16.6,12.1,8.5,,0.3,9.0,65.1
2025-08-11 02:00:00Z,17.0,13.3,6.9,,0.4,7.5,67.5
2025-08-11 03:00:00Z,19.1,14.6,6.0,,0.3,6.5,67.4
2025-08-11 04:00:00Z,19.1,15.4,8.0,,0.6,9.0,65.8
2025-08-11 05:00:00Z,20.3,15.9,12.1,,0.5,12.8,58.5
2025-08-11 06:00:00Z,24.1,16.6,18.9,,1.2,20.7,54.5
2025-08-11 07:00:00Z,26.7,17.3,19.2,,2.2,22.5,58.2
2025-08-11 08:00:00Z,28.9,17.5,17.3,,2.7,21.6,63.0
2025-08-11 09:00:00Z,31.7,17.6,18.4,,3.9,24.5,67.9
2025-08-11 10:00:00Z,27.3,16.6,16.5,,3.2,21.3,81.3
2025-08-11 11:00:00Z,24.1,14.3,10.0,,1.5,12.5,103.2
2025-08-11 12:00:00Z,23.2,13.3,7.2,,0.9,8.5,113.4
2025-08-11 13:00:00Z,18.9,11.6,8.7,,1.3,10.7,116.6
2025-08-11 14:00:00Z,17.9,10.0,7.8,,0.8,8.8,120.4
2025-08-11 15:00:00Z,16.0,9.0,5.3,,0.5,6.0,123.5
2025-08-11 16:00:00Z,15.2,9.1,5.8,,0.7,7.0,124.4
2025-08-11 17:00:00Z,16.6,9.7,5.9,,0.6,6.8,123.2
2025-08-11 18:00:00Z,20.7,10.6,8.5,,0.5,9.3,116.8
2025-08-11 19:00:00Z,21.7,11.7,11.5,,0.3,12.0,107.2
2025-08-11 20:00:00Z,22.8,12.8,22.5,,0.3,23.0,84.7
2025-08-11 21:00:00Z,22.6,13.1,30.2,,0.4,30.8,73.6
2025-08-11 22:00:00Z,23.9,13.8,31.8,,0.2,32.1,67.5
2025-08-11 23:00:00Z,24.3,13.5,20.6,,0.4,21.2,80.6
2025-08-12 00:00:00Z,24.4,12.9,13.6,,0.1,13.9,91.0
2025-08-12 01:00:00Z,24.2,12.6,11.1,,0.3,11.6,90.5
2025-08-12 02:00:00Z,24.8,12.9,8.1,,0.2,8.3,91.6
2025-08-12 03:00:00Z,26.3,13.5,10.5,,0.3,11.0,86.2
2025-08-12 04:00:00Z,24.8,13.6,13.2,,0.5,14.0,76.3
2025-08-12 05:00:00Z,25.9,14.0,18.6,,0.5,19.4,67.0
2025-08-12 06:00:00Z,27.7,14.5,28.9,,1.1,30.6,57.0
2025-08-12 07:00:00Z,35.6,15.7,21.0,,1.7,23.7,65.7
2025-08-12 08:00:00Z,33.4,16.2,18.6,,2.6,22.7,73.5
2025-08-12 09:00:00Z,41.8,17.6,21.1,,3.7,26.7,85.7
2025-08-12 10:00:00Z,39.9,18.2,18.2,,2.5,21.9,110.2
2025-08-12 11:00:00Z,37.7,17.0,14.3,,1.5,16.6,120.3
2025-08-12 12:00:00Z,26.1,11.6,7.4,,1.0,9.0,113.0
2025-08-12 13:00:00Z,28.6,12.2,7.1,,1.1,8.9,119.5
2025-08-12 14:00:00Z,27.6,12.7,7.2,,1.1,8.9,118.2
2025-08-12 15:00:00Z,21.9,10.4,6.5,,1.2,8.2,104.3
2025-08-12 16:00:00Z,20.8,9.0,5.5,,0.6,6.5,98.0
2025-08-12 17:00:00Z,22.8,9.6,6.9,,0.7,8.0,97.5
2025-08-12 18:00:00Z,26.3,10.3,7.7,,0.7,8.9,97.7
2025-08-12 19:00:00Z,27.5,11.2,13.5,,0.7,14.6,91.2
2025-08-12 20:00:00Z,26.8,12.0,21.0,,0.8,22.3,75.2
2025-08-12 21:00:00Z,28.5,12.8,23.4,,0.5,24.1,63.3
2025-08-12 22:00:00Z,29.9,13.8,28.9,,0.7,30.1,50.7
2025-08-12 23:00:00Z,29.0,14.9,40.0,,1.7,42.6,30.9
2025-08-13 00:00:00Z,36.1,17.8,36.1,,0.7,37.2,53.4
2025-08-13 01:00:00Z,38.6,19.1,29.2,,0.6,30.2,64.6
2025-08-13 02:00:00Z,35.1,18.4,24.6,,0.7,25.6,64.3
2025-08-13 03:00:00Z,34.6,18.4,18.8,,0.7,19.9,65.0
2025-08-13 04:00:00Z,33.9,18.4,18.8,,0.5,19.7,64.5
2025-08-13 05:00:00Z,32.6,18.2,19.2,,0.7,20.3,68.0
2025-08-13 06:00:00Z,39.5,19.0,29.1,,1.0,30.6,58.5
2025-08-13 07:00:00Z,44.3,19.8,37.8,,3.0,42.4,56.5
2025-08-13 08:00:00Z,53.5,20.4,30.9,,2.9,35.4,77.3
2025-08-13 09:00:00Z,47.7,18.4,22.1,,2.5,25.8,84.4
2025-08-13 10:00:00Z,47.6,17.9,18.3,,1.3,20.3,92.4
2025-08-13 11:00:00Z,52.8,18.5,19.5,,1.7,22.1,96.5
2025-08-13 12:00:00Z,41.6,15.9,12.2,,1.1,14.0,109.1
2025-08-13 13:00:00Z,42.6,15.6,14.6,,1.4,16.6,129.8
2025-08-13 14:00:00Z,41.4,14.2,19.1,,1.5,21.4,127.9
2025-08-13 15:00:00Z,45.4,15.9,27.1,,1.5,29.4,105.2
2025-08-13 16:00:00Z,42.9,16.8,32.0,,1.7,34.6,103.1
2025-08-13 17:00:00Z,42.3,17.2,47.8,,2.0,50.8,83.3
2025-08-13 18:00:00Z,39.6,16.7,35.9,,1.0,37.5,97.6
2025-08-13 19:00:00Z,40.2,16.1,12.5,,0.5,13.3,88.1
2025-08-13 20:00:00Z,31.2,15.8,18.1,,0.7,19.1,51.2
2025-08-13 21:00:00Z,29.4,15.1,26.1,,0.8,27.4,35.5
2025-08-13 22:00:00Z,21.9,12.6,22.3,,0.6,23.1,55.7
2025-08-13 23:00:00Z,22.3,11.7,28.8,,1.1,,36.2
2025-08-14 00:00:00Z,21.7,12.3,25.3,,0.5,,35.8
2025-08-14 01:00:00Z,21.0,12.3,19.8,,0.5,,40.5
2025-08-14 02:00:00Z,21.3,12.5,28.7,,0.3,,27.7
2025-08-14 03:00:00Z,21.5,13.1,26.0,,0.7,,23.7
2025-08-14 04:00:00Z,22.9,13.3,24.0,,0.8,,26.7
2025-08-14 05:00:00Z,25.7,14.1,32.2,,1.5,34.5,18.4
2025-08-14 06:00:00Z,27.8,15.2,40.2,,6.1,49.5,11.9
2025-08-14 07:00:00Z,30.5,15.8,30.7,,6.6,40.8,27.0
2025-08-14 08:00:00Z,34.5,16.9,30.0,,7.2,41.0,35.3
2025-08-14 09:00:00Z,36.4,17.5,29.2,,7.3,40.5,49.1
2025-08-14 10:00:00Z,34.4,17.2,17.3,,3.4,22.5,78.0
2025-08-14 11:00:00Z,33.0,16.7,21.1,,3.8,27.0,87.7
2025-08-14 12:00:00Z,34.9,17.1,18.4,,2.6,22.4,111.0
2025-08-14 13:00:00Z,35.7,19.3,16.4,,1.9,19.4,133.6
2025-08-14 14:00:00Z,38.3,22.0,16.2,,1.6,18.6,144.8
2025-08-14 15:00:00Z,35.3,21.1,15.1,,1.2,17.0,145.9
2025-08-14 16:00:00Z,34.6,20.2,13.2,,1.0,14.7,145.2
2025-08-14 17:00:00Z,35.1,20.0,14.5,,1.2,16.5,129.9
2025-08-14 18:00:00Z,34.6,19.9,12.7,,0.9,14.1,107.8
2025-08-14 19:00:00Z,34.5,20.5,12.7,,0.7,13.8,94.1
2025-08-14 20:00:00Z,37.1,21.5,11.1,,0.7,12.2,86.0
2025-08-14 21:00:00Z,32.1,16.1,11.2,,0.9,12.7,70.7
2025-08-14 22:00:00Z,16.4,6.8,8.4,,0.7,9.5,62.0
2025-08-14 23:00:00Z,13.9,6.3,11.6,,1.0,13.0,52.1
2025-08-15 00:00:00Z,8.9,4.1,8.2,,0.9,9.6,48.1
2025-08-15 01:00:00Z,5.0,2.4,9.1,,0.6,10.1,43.2
2025-08-15 02:00:00Z,4.4,2.3,7.9,,0.5,8.8,43.9
2025-08-15 03:00:00Z,3.7,2.4,7.4,,0.4,7.9,45.6
2025-08-15 04:00:00Z,4.2,2.7,6.3,,0.7,7.3,45.5
2025-08-15 05:00:00Z,4.3,2.8,7.0,,0.7,8.2,43.7
2025-08-15 06:00:00Z,5.9,3.4,9.8,,0.9,11.1,41.2
2025-08-15 07:00:00Z,8.5,4.0,13.0,,1.9,15.9,40.6
2025-08-15 08:00:00Z,10.7,5.5,11.8,,2.9,16.3,46.2
2025-08-15 09:00:00Z,14.2,6.7,11.3,,2.7,15.5,52.4
2025-08-15 10:00:00Z,14.5,7.2,12.5,,3.0,17.1,60.8
2025-08-15 11:00:00Z,14.5,7.4,12.1,,2.7,16.2,72.9
2025-08-15 12:00:00Z,13.6,7.3,7.8,,1.2,9.6,91.6
2025-08-15 13:00:00Z,11.5,6.1,7.3,,1.2,9.3,93.4
2025-08-15 14:00:00Z,9.6,4.7,7.3,,1.4,9.4,97.3
2025-08-15 15:00:00Z,8.5,4.2,8.4,,1.3,10.3,100.0
2025-08-15 16:00:00Z,6.5,3.2,7.2,,1.1,8.9,97.5
2025-08-15 17:00:00Z,6.5,3.5,7.4,,1.0,9.0,95.5
2025-08-15 18:00:00Z,11.5,7.0,8.9,,0.7,10.1,97.9
2025-08-15 19:00:00Z,14.9,10.2,11.7,,0.9,13.3,96.9
2025-08-15 20:00:00Z,18.2,12.7,18.3,,0.9,19.7,90.7
2025-08-15 21:00:00Z,16.8,11.5,24.4,,0.3,24.9,79.0
2025-08-15 22:00:00Z,13.8,8.3,28.8,,0.6,29.7,66.9
2025-08-15 23:00:00Z,12.5,6.7,24.1,,0.5,24.8,67.5
2025-08-16 00:00:00Z,13.0,5.0,12.3,,0.5,13.0,71.1
2025-08-16 01:00:00Z,11.8,4.4,7.6,,0.4,8.3,68.8
2025-08-16 02:00:00Z,10.3,4.2,7.8,,0.5,8.7,64.0
2025-08-16 03:00:00Z,10.1,4.2,10.2,,0.7,11.3,56.8
2025-08-16 04:00:00Z,11.1,5.0,11.7,,0.6,12.6,54.6
2025-08-16 05:00:00Z,12.3,6.3,13.9,,1.2,15.6,49.2
2025-08-16 06:00:00Z,16.7,10.0,15.2,,1.7,17.7,44.9
2025-08-16 07:00:00Z,26.2,19.0,13.2,,1.9,16.2,42.3
2025-08-16 08:00:00Z,33.0,26.6,12.7,,2.5,16.4,46.7
2025-08-16 09:00:00Z,34.3,27.9,12.0,,2.9,16.4,53.3
2025-08-16 10:00:00Z,33.7,27.4,11.1,,3.2,16.0,56.2
2025-08-16 11:00:00Z,30.0,23.1,11.2,,2.6,15.1,68.4
2025-08-16 12:00:00Z,25.9,19.2,9.2,,1.8,12.0,84.8
2025-08-16 13:00:00Z,24.7,18.0,9.6,,1.7,12.2,94.1
2025-08-16 14:00:00Z,21.1,15.7,9.6,,1.4,11.7,108.1
2025-08-16 15:00:00Z,15.7,10.8,7.8,,1.4,10.0,106.4
2025-08-16 16:00:00Z,12.1,8.3,6.4,,1.0,7.9,96.7
2025-08-16 17:00:00Z,15.6,10.4,7.3,,1.1,9.0,100.7
2025-08-16 18:00:00Z,18.0,11.2,8.6,,0.8,9.7,100.4
2025-08-16 19:00:00Z,21.3,13.1,8.9,,0.5,9.7,95.8
2025-08-16 20:00:00Z,22.2,12.5,9.0,,0.4,9.5,98.1
2025-08-16 21:00:00Z,20.4,12.3,10.7,,0.6,11.5,92.2
2025-08-16 22:00:00Z,18.7,11.6,8.6,,0.5,9.4,89.2
2025-08-16 23:00:00Z,16.3,10.1,7.0,,0.3,7.6,86.7
2025-08-17 00:00:00Z,14.2,9.3,6.3,,0.3,6.9,85.5
2025-08-17 01:00:00Z,17.8,10.7,5.7,,0.5,6.5,81.9
2025-08-17 02:00:00Z,17.6,11.3,5.9,,0.5,6.6,78.3
2025-08-17 03:00:00Z,18.4,11.7,7.2,,0.6,8.2,73.8
2025-08-17 04:00:00Z,17.9,11.4,5.2,,0.3,5.8,75.0
2025-08-17 05:00:00Z,16.5,11.1,8.1,,0.4,8.8,61.4
2025-08-17 06:00:00Z,15.8,10.4,11.0,,0.6,12.0,53.1
2025-08-17 07:00:00Z,16.1,10.2,10.0,,1.1,11.6,55.6
2025-08-17 08:00:00Z,17.8,10.3,5.8,,0.9,7.3,65.0
2025-08-17 09:00:00Z,18.5,11.1,3.8,,0.7,4.9,77.8
2025-08-17 10:00:00Z,18.4,12.0,3.6,,0.6,4.5,82.8
2025-08-17 11:00:00Z,17.8,11.7,3.3,,0.6,4.3,87.9
2025-08-17 12:00:00Z,14.3,9.1,3.4,,0.5,4.2,89.2
2025-08-17 13:00:00Z,11.8,7.0,4.4,,0.8,5.7,91.4
2025-08-17 14:00:00Z,11.1,6.4,5.3,,1.0,6.7,96.6
2025-08-17 15:00:00Z,11.5,6.4,4.4,,0.6,5.3,97.9
2025-08-17 16:00:00Z,10.3,5.0,4.2,,0.6,5.2,89.8
2025-08-17 17:00:00Z,8.0,4.1,4.3,,0.6,5.2,89.8
2025-08-17 18:00:00Z,9.7,4.4,6.5,,0.6,7.5,89.4
2025-08-17 19:00:00Z,11.0,4.4,8.7,,0.6,9.6,85.0
2025-08-17 20:00:00Z,10.7,5.0,15.9,,0.3,16.5,72.4
2025-08-17 21:00:00Z,11.0,5.4,12.9,,0.3,13.5,66.6
2025-08-17 22:00:00Z,12.3,6.0,10.2,,0.2,10.5,69.6
2025-08-17 23:00:00Z,11.8,6.4,9.5,,0.5,10.3,67.6
2025-08-18 00:00:00Z,13.2,7.1,7.7,,0.5,8.4,68.9
2025-08-18 01:00:00Z,13.5,7.4,5.6,,0.6,6.5,66.9
2025-08-18 02:00:00Z,11.9,6.9,5.7,,0.5,6.4,61.7
2025-08-18 03:00:00Z,10.6,6.4,5.1,,0.3,5.6,58.7
2025-08-18 04:00:00Z,10.4,6.2,5.9,,0.4,6.6,54.7
2025-08-18 05:00:00Z,11.4,6.7,7.8,,0.6,8.8,48.8
2025-08-18 06:00:00Z,12.9,7.7,11.0,,1.1,12.7,45.0
2025-08-18 07:00:00Z,14.5,8.5,11.8,,2.0,14.9,44.7
2025-08-18 08:00:00Z,19.2,9.9,10.1,,2.4,13.9,50.9
2025-08-18 09:00:00Z,24.0,10.7,11.4,,3.5,16.8,57.3
2025-08-18 10:00:00Z,22.3,10.0,10.1,,2.6,14.0,68.9
2025-08-18 11:00:00Z,19.9,8.7,7.8,,1.3,9.9,86.9
2025-08-18 12:00:00Z,17.6,7.8,7.3,,1.1,9.1,99.8
2025-08-18 13:00:00Z,16.3,8.3,6.8,,0.8,8.1,109.0
2025-08-18 14:00:00Z,16.3,8.1,5.7,,0.4,6.4,113.6
2025-08-18 15:00:00Z,15.0,7.9,6.7,,0.8,7.9,117.7
2025-08-18 16:00:00Z,12.9,7.5,5.8,,0.7,6.9,118.4
2025-08-18 17:00:00Z,14.8,7.4,6.8,,0.6,7.7,116.4
2025-08-18 18:00:00Z,16.0,7.1,8.1,,0.5,9.0,108.5
2025-08-18 19:00:00Z,17.8,6.9,8.2,,0.3,8.6,95.6
2025-08-18 20:00:00Z,19.9,7.0,9.9,,0.3,10.4,80.5
2025-08-18 21:00:00Z,17.9,7.3,13.8,,0.5,14.5,70.3
2025-08-18 22:00:00Z,15.2,7.7,13.0,,0.3,13.4,68.1
2025-08-18 23:00:00Z,14.8,8.1,12.4,,0.2,12.8,63.2
2025-08-19 00:00:00Z,14.7,8.3,14.4,,0.5,15.1,57.1
2025-08-19 01:00:00Z,13.9,8.3,22.3,,0.3,22.8,48.9
2025-08-19 02:00:00Z,15.9,8.5,20.9,,0.5,21.7,52.9
2025-08-19 03:00:00Z,15.7,7.8,17.2,,0.6,18.1,55.3
2025-08-19 04:00:00Z,16.6,7.3,16.2,,0.5,16.9,54.7
2025-08-19 05:00:00Z,17.6,7.9,22.8,,0.5,23.5,46.8
2025-08-19 06:00:00Z,17.2,7.9,27.4,,1.0,28.9,41.9
2025-08-19 07:00:00Z,19.1,8.3,32.5,,2.3,35.9,37.4
2025-08-19 08:00:00Z,22.6,8.9,33.6,,5.2,41.6,39.3
2025-08-19 09:00:00Z,36.3,10.5,31.2,,6.2,40.7,46.3
2025-08-19 10:00:00Z,38.3,10.8,24.5,,6.1,33.9,61.8
2025-08-19 11:00:00Z,36.4,9.7,22.2,,4.4,29.0,79.9
2025-08-19 12:00:00Z,27.7,8.2,16.1,,2.3,19.7,100.2
2025-08-19 13:00:00Z,26.3,8.4,11.2,,1.2,13.0,117.0
2025-08-19 14:00:00Z,33.9,10.7,9.2,,0.7,10.2,94.0
2025-08-19 15:00:00Z,30.5,13.0,9.0,,0.7,10.1,84.8
2025-08-19 16:00:00Z,24.2,12.8,9.0,,0.7,10.1,84.1
2025-08-19 17:00:00Z,25.4,14.3,9.7,,0.6,10.7,85.2
2025-08-19 18:00:00Z,27.3,16.3,10.4,,0.7,11.4,88.6
2025-08-19 19:00:00Z,33.6,19.9,12.9,,0.3,13.4,87.0
