,ELYS:PM10,ELYS:PM25,ELYS:NO2,ELYS:NO,ELYS:NOX
,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées
,ELYS,ELYS,ELYS,ELYS,ELYS
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-01-19 00:00:00Z,,29.3,47.1,61.1,140.9
2025-01-19 01:00:00Z,,29.0,44.9,49.1,120.2
2025-01-19 02:00:00Z,,28.3,36.0,8.4,48.9
2025-01-19 03:00:00Z,,26.9,27.9,4.3,34.5
2025-01-19 04:00:00Z,,27.6,24.9,7.9,37.1
2025-01-19 05:00:00Z,,26.4,26.7,19.2,56.3
2025-01-19 06:00:00Z,,24.2,29.1,4.7,36.4
2025-01-19 07:00:00Z,,25.0,34.6,5.7,43.5
2025-01-19 08:00:00Z,,28.9,29.3,10.3,45.1
2025-01-19 09:00:00Z,,26.0,22.7,6.4,32.4
2025-01-19 10:00:00Z,,28.6,23.0,11.3,40.4
2025-01-19 11:00:00Z,,17.1,22.8,13.0,42.7
2025-01-19 12:00:00Z,,27.8,21.3,9.6,36.0
2025-01-19 13:00:00Z,,24.4,24.7,15.5,48.6
2025-01-19 14:00:00Z,,23.9,23.3,7.7,35.0
2025-01-19 15:00:00Z,,29.0,30.5,11.7,48.5
2025-01-19 16:00:00Z,,25.5,34.5,9.7,49.2
2025-01-19 17:00:00Z,,24.2,39.1,15.7,63.1
2025-01-19 18:00:00Z,,31.5,40.7,19.2,70.2
2025-01-19 19:00:00Z,,30.7,36.1,12.7,55.6
2025-01-19 20:00:00Z,,29.0,39.3,15.3,62.8
2025-01-19 21:00:00Z,,32.6,41.1,12.3,60.1
2025-01-19 22:00:00Z,,30.7,43.3,5.5,51.7
2025-01-19 23:00:00Z,,37.3,48.6,7.9,60.7
2025-01-20 00:00:00Z,,44.6,47.9,8.6,61.0
2025-01-20 01:00:00Z,,44.8,44.1,6.2,53.6
2025-01-20 02:00:00Z,,43.6,37.1,5.9,46.2
2025-01-20 03:00:00Z,,42.3,33.5,2.6,37.5
2025-01-20 04:00:00Z,,43.1,32.9,4.5,39.8
2025-01-20 05:00:00Z,,43.3,33.7,5.8,42.7
2025-01-20 06:00:00Z,,35.9,39.3,8.4,52.1
2025-01-20 07:00:00Z,,33.9,41.5,10.5,57.6
2025-01-20 08:00:00Z,,28.4,42.3,16.7,67.8
2025-01-20 09:00:00Z,,25.5,40.6,31.1,88.3
2025-01-20 10:00:00Z,,21.6,40.5,41.2,103.7
2025-01-20 11:00:00Z,,26.6,39.3,36.4,95.1
2025-01-20 12:00:00Z,,58.0,38.0,34.1,90.4
2025-01-20 13:00:00Z,,28.0,38.1,36.1,93.4
2025-01-20 14:00:00Z,,23.8,38.9,33.8,90.7
2025-01-20 15:00:00Z,,32.0,42.8,47.9,116.4
2025-01-20 16:00:00Z,,27.6,41.6,35.0,95.3
2025-01-20 17:00:00Z,,22.0,43.2,28.0,86.3
2025-01-20 18:00:00Z,,29.6,43.6,33.7,95.2
2025-01-20 19:00:00Z,,21.3,42.4,26.7,83.4
2025-01-20 20:00:00Z,,29.5,41.1,36.2,96.6
2025-01-20 21:00:00Z,,26.0,39.8,30.3,86.3
2025-01-20 22:00:00Z,,25.1,37.0,22.6,71.6
2025-01-20 23:00:00Z,,27.7,36.6,17.9,63.9
2025-01-21 00:00:00Z,,30.5,38.0,24.3,75.2
2025-01-21 01:00:00Z,,34.3,38.2,27.9,81.0
2025-01-21 02:00:00Z,,27.4,38.9,21.6,72.1
2025-01-21 03:00:00Z,,24.8,40.1,21.8,73.7
2025-01-21 04:00:00Z,,28.7,37.2,18.0,64.9
2025-01-21 05:00:00Z,,21.4,34.9,18.3,63.2
2025-01-21 06:00:00Z,,24.0,33.0,21.9,66.4
2025-01-21 07:00:00Z,,18.7,35.2,52.1,115.0
2025-01-21 08:00:00Z,,18.5,34.8,55.4,119.5
2025-01-21 09:00:00Z,,25.6,37.3,80.6,160.8
2025-01-21 10:00:00Z,,28.8,36.4,82.2,162.5
2025-01-21 11:00:00Z,,33.6,40.3,95.6,186.9
2025-01-21 12:00:00Z,,31.9,40.1,84.3,169.4
2025-01-21 13:00:00Z,,31.2,45.1,83.9,173.8
2025-01-21 14:00:00Z,,35.5,49.6,76.7,167.2
2025-01-21 15:00:00Z,,33.1,52.6,78.1,172.5
2025-01-21 16:00:00Z,,34.6,51.8,63.4,149.0
2025-01-21 17:00:00Z,,41.1,48.8,69.8,155.9
2025-01-21 18:00:00Z,,38.8,49.4,113.3,223.0
2025-01-21 19:00:00Z,,49.5,50.1,128.4,247.0
2025-01-21 20:00:00Z,,36.9,48.2,72.7,159.5
2025-01-21 21:00:00Z,,37.7,50.0,83.0,177.3
2025-01-21 22:00:00Z,,34.2,49.9,65.6,150.4
2025-01-21 23:00:00Z,,33.3,47.3,34.5,100.1
2025-01-22 00:00:00Z,,32.1,47.2,28.7,91.3
2025-01-22 01:00:00Z,,36.6,47.9,23.5,83.9
2025-01-22 02:00:00Z,,29.8,45.6,13.0,65.5
2025-01-22 03:00:00Z,,19.1,31.0,11.0,47.8
2025-01-22 04:00:00Z,,20.9,32.4,8.8,46.0
2025-01-22 05:00:00Z,,20.4,38.5,8.7,51.8
2025-01-22 06:00:00Z,,24.5,41.6,13.5,62.2
2025-01-22 07:00:00Z,,18.4,50.3,34.3,102.8
2025-01-22 08:00:00Z,,13.9,53.3,43.1,119.4
2025-01-22 09:00:00Z,,21.6,53.9,57.7,142.5
2025-01-22 10:00:00Z,,14.4,50.7,48.3,124.8
2025-01-22 11:00:00Z,,19.2,49.8,49.1,125.0
2025-01-22 12:00:00Z,,11.0,43.2,29.9,89.1
2025-01-22 13:00:00Z,,15.5,39.0,26.4,78.2
2025-01-22 14:00:00Z,,17.0,41.0,29.8,87.0
2025-01-22 15:00:00Z,,14.3,38.9,19.6,68.7
2025-01-22 16:00:00Z,,15.3,45.3,27.7,87.7
2025-01-22 17:00:00Z,,16.2,49.8,47.8,123.1
2025-01-22 18:00:00Z,,19.6,57.0,73.2,169.5
2025-01-22 19:00:00Z,,13.8,59.1,88.2,194.0
2025-01-22 20:00:00Z,,23.1,57.2,49.2,133.0
2025-01-22 21:00:00Z,,12.3,41.6,19.7,71.7
2025-01-22 22:00:00Z,,8.6,26.6,10.0,42.0
2025-01-22 23:00:00Z,,6.3,25.7,6.9,36.4
2025-01-23 00:00:00Z,,13.0,25.4,6.5,35.3
2025-01-23 01:00:00Z,,8.4,24.2,8.2,36.8
2025-01-23 02:00:00Z,,7.9,23.1,4.4,29.9
2025-01-23 03:00:00Z,,13.7,23.7,5.0,31.4
2025-01-23 04:00:00Z,,17.0,20.1,4.3,26.6
2025-01-23 05:00:00Z,,10.8,19.2,4.6,26.3
2025-01-23 06:00:00Z,,11.4,27.3,9.1,41.2
2025-01-23 07:00:00Z,,14.1,47.9,27.6,90.1
2025-01-23 08:00:00Z,,11.3,53.5,32.3,102.9
2025-01-23 09:00:00Z,,10.6,53.5,37.7,111.4
2025-01-23 10:00:00Z,,10.4,33.5,23.3,69.1
2025-01-23 11:00:00Z,,12.9,27.5,17.9,55.0
2025-01-23 12:00:00Z,,10.8,19.4,10.7,35.8
2025-01-23 13:00:00Z,,10.0,22.7,15.1,45.6
2025-01-23 14:00:00Z,,14.1,22.8,13.0,42.7
2025-01-23 15:00:00Z,,11.2,18.9,7.6,30.5
2025-01-23 16:00:00Z,,9.2,20.4,10.3,36.1
2025-01-23 17:00:00Z,,6.1,21.1,11.1,38.2
2025-01-23 18:00:00Z,,6.3,20.2,7.2,31.1
2025-01-23 19:00:00Z,,8.1,20.6,9.9,35.7
2025-01-23 20:00:00Z,,,19.9,9.6,34.6
2025-01-23 21:00:00Z,,,20.7,7.2,31.7
2025-01-23 22:00:00Z,,,21.1,8.3,33.8
2025-01-23 23:00:00Z,,,13.5,5.7,22.2
2025-01-24 00:00:00Z,,,11.3,5.4,19.6
2025-01-24 01:00:00Z,,,9.9,3.7,15.3
2025-01-24 02:00:00Z,,,8.0,2.2,11.3
2025-01-24 03:00:00Z,,,7.1,2.4,10.7
2025-01-24 04:00:00Z,,,7.1,1.3,9.2
2025-01-24 05:00:00Z,,,7.4,1.5,9.7
2025-01-24 06:00:00Z,,,11.9,4.5,18.8
2025-01-24 07:00:00Z,,,16.2,6.6,26.3
2025-01-24 08:00:00Z,,,21.6,15.8,45.8
2025-01-24 09:00:00Z,,,21.1,12.3,40.0
2025-01-24 10:00:00Z,,,18.8,8.6,31.9
2025-01-24 11:00:00Z,,,19.1,10.3,34.9
2025-01-24 12:00:00Z,,,16.7,8.9,30.4
2025-01-24 13:00:00Z,,,16.7,7.5,28.3
2025-01-24 14:00:00Z,,,16.6,8.6,29.9
2025-01-24 15:00:00Z,,,16.0,6.0,25.2
2025-01-24 16:00:00Z,,,18.7,8.2,31.1
2025-01-24 17:00:00Z,,6.4,18.2,6.6,28.2
2025-01-24 18:00:00Z,,4.7,21.0,8.8,34.6
2025-01-24 19:00:00Z,,6.3,19.0,5.9,28.1
2025-01-24 20:00:00Z,,5.7,19.2,6.4,29.0
2025-01-24 21:00:00Z,,5.4,14.1,9.9,29.2
2025-01-24 22:00:00Z,,8.2,17.3,5.1,25.1
2025-01-24 23:00:00Z,,8.9,13.1,4.4,19.8
2025-01-25 00:00:00Z,,8.2,12.2,3.6,17.7
2025-01-25 01:00:00Z,,7.1,14.0,11.0,30.8
2025-01-25 02:00:00Z,,5.7,9.9,4.9,17.7
2025-01-25 03:00:00Z,,6.7,9.5,5.0,17.0
2025-01-25 04:00:00Z,,6.8,8.3,2.6,12.3
2025-01-25 05:00:00Z,,7.5,9.9,4.9,17.4
2025-01-25 06:00:00Z,,4.1,9.7,2.9,14.1
2025-01-25 07:00:00Z,,8.6,10.6,3.4,15.9
2025-01-25 08:00:00Z,,6.9,19.8,5.0,27.5
2025-01-25 09:00:00Z,,4.4,25.9,9.4,40.4
2025-01-25 10:00:00Z,,4.5,32.2,10.8,48.8
2025-01-25 11:00:00Z,,4.7,28.5,10.3,44.2
2025-01-25 12:00:00Z,,3.1,24.7,9.7,39.5
2025-01-25 13:00:00Z,,4.3,26.0,12.0,44.5
2025-01-25 14:00:00Z,,5.9,21.9,7.1,32.8
2025-01-25 15:00:00Z,,5.2,28.7,6.5,38.6
2025-01-25 16:00:00Z,,5.5,41.2,2.3,44.7
2025-01-25 17:00:00Z,,6.0,50.3,3.6,55.8
2025-01-25 18:00:00Z,,4.9,36.3,3.0,40.9
2025-01-25 19:00:00Z,,12.5,31.1,2.4,34.9
2025-01-25 20:00:00Z,,13.2,35.0,1.5,37.3
2025-01-25 21:00:00Z,,8.8,30.4,6.0,39.6
2025-01-25 22:00:00Z,,7.1,23.3,5.4,31.7
2025-01-25 23:00:00Z,,7.1,19.5,4.7,26.7
2025-01-26 00:00:00Z,,8.6,19.4,7.4,30.7
2025-01-26 01:00:00Z,,6.7,21.9,8.7,35.2
2025-01-26 02:00:00Z,,6.1,21.8,7.9,34.0
2025-01-26 03:00:00Z,,6.6,21.6,5.1,29.5
2025-01-26 04:00:00Z,,2.9,17.9,8.9,31.4
2025-01-26 05:00:00Z,,5.0,17.6,8.6,30.7
2025-01-26 06:00:00Z,,3.7,11.8,2.8,16.1
2025-01-26 07:00:00Z,,1.2,11.4,9.4,25.8
2025-01-26 08:00:00Z,,3.7,10.4,1.4,12.6
2025-01-26 09:00:00Z,,2.1,11.2,2.4,14.8
2025-01-26 10:00:00Z,,0.4,11.9,3.0,16.5
2025-01-26 11:00:00Z,,2.7,19.8,6.2,29.4
2025-01-26 12:00:00Z,,4.2,24.2,7.5,35.7
2025-01-26 13:00:00Z,,4.9,26.1,6.8,36.5
2025-01-26 14:00:00Z,,6.7,20.7,7.2,31.7
2025-01-26 15:00:00Z,,3.3,21.2,8.0,33.4
2025-01-26 16:00:00Z,,2.4,20.1,7.6,31.8
2025-01-26 17:00:00Z,,6.8,19.4,4.7,26.6
2025-01-26 18:00:00Z,,4.3,16.9,5.4,25.2
2025-01-26 19:00:00Z,,5.4,18.0,5.8,27.0
2025-01-26 20:00:00Z,,5.4,12.9,4.4,19.6
2025-01-26 21:00:00Z,,5.1,11.5,5.5,19.9
2025-01-26 22:00:00Z,,5.0,10.6,4.3,17.2
2025-01-26 23:00:00Z,,6.8,8.1,1.7,10.6
2025-01-27 00:00:00Z,,3.0,8.0,1.6,10.5
2025-01-27 01:00:00Z,,-0.2,5.4,1.0,7.0
2025-01-27 02:00:00Z,,2.7,4.3,1.3,6.2
2025-01-27 03:00:00Z,,3.1,4.7,0.7,5.8
2025-01-27 04:00:00Z,,3.9,5.4,1.2,7.3
2025-01-27 05:00:00Z,,5.4,7.8,1.9,10.8
2025-01-27 06:00:00Z,,5.1,13.5,3.3,18.7
2025-01-27 07:00:00Z,,3.9,20.8,11.5,38.3
2025-01-27 08:00:00Z,,9.3,26.7,12.1,45.3
2025-01-27 09:00:00Z,,7.5,24.5,11.5,42.2
2025-01-27 10:00:00Z,,5.1,24.5,13.6,45.2
2025-01-27 11:00:00Z,,5.1,19.6,8.9,33.2
2025-01-27 12:00:00Z,,4.1,17.1,8.5,30.2
2025-01-27 13:00:00Z,,6.1,14.0,7.3,25.3
2025-01-27 14:00:00Z,,5.0,13.3,8.3,26.3
2025-01-27 15:00:00Z,,7.2,15.8,7.4,27.1
2025-01-27 16:00:00Z,,7.3,15.1,7.4,26.5
2025-01-27 17:00:00Z,,6.3,20.1,8.9,33.5
2025-01-27 18:00:00Z,,5.4,18.1,7.4,29.4
2025-01-27 19:00:00Z,,7.9,16.7,4.7,24.0
2025-01-27 20:00:00Z,,6.6,17.7,4.6,24.8
2025-01-27 21:00:00Z,,5.7,13.8,8.0,25.5
2025-01-27 22:00:00Z,,7.0,9.9,2.9,14.4
2025-01-27 23:00:00Z,,5.9,7.9,2.0,11.0
2025-01-28 00:00:00Z,,4.7,7.0,1.9,9.9
2025-01-28 01:00:00Z,,5.2,6.4,2.4,10.1
2025-01-28 02:00:00Z,,5.9,5.5,1.4,7.6
2025-01-28 03:00:00Z,,5.9,5.0,0.8,6.2
2025-01-28 04:00:00Z,,7.1,6.3,0.8,7.4
2025-01-28 05:00:00Z,,7.3,8.1,1.0,9.8
2025-01-28 06:00:00Z,,7.1,10.5,2.6,14.5
2025-01-28 07:00:00Z,,9.2,16.7,6.6,26.9
2025-01-28 08:00:00Z,,10.4,21.3,9.1,35.3
2025-01-28 09:00:00Z,,7.7,22.1,8.8,35.6
2025-01-28 10:00:00Z,,6.9,16.6,9.8,31.7
2025-01-28 11:00:00Z,,10.1,17.8,10.9,34.5
2025-01-28 12:00:00Z,,7.5,18.0,12.1,36.6
2025-01-28 13:00:00Z,,6.4,18.7,9.0,32.5
2025-01-28 14:00:00Z,,7.6,17.7,9.5,32.3
2025-01-28 15:00:00Z,,9.6,17.9,10.1,33.4
2025-01-28 16:00:00Z,,7.7,24.4,12.0,42.7
2025-01-28 17:00:00Z,,9.0,27.5,11.6,45.3
2025-01-28 18:00:00Z,,11.9,33.7,11.7,51.6
2025-01-28 19:00:00Z,,9.4,29.6,12.0,48.0
2025-01-28 20:00:00Z,,4.8,23.9,7.4,35.2
2025-01-28 21:00:00Z,,3.8,15.2,4.8,22.6
2025-01-28 22:00:00Z,,10.3,11.2,5.3,19.3
2025-01-28 23:00:00Z,,6.3,10.0,3.3,15.0
2025-01-29 00:00:00Z,,5.6,9.5,3.3,14.7
2025-01-29 01:00:00Z,,5.9,10.0,2.7,14.2
2025-01-29 02:00:00Z,,5.4,7.9,2.1,11.1
2025-01-29 03:00:00Z,,4.6,7.5,2.7,11.7
2025-01-29 04:00:00Z,,3.6,8.4,2.3,12.0
2025-01-29 05:00:00Z,,5.8,10.0,1.8,12.8
2025-01-29 06:00:00Z,,10.3,15.2,4.9,22.7
2025-01-29 07:00:00Z,,9.5,30.0,17.5,56.8
2025-01-29 08:00:00Z,,7.3,30.0,12.8,49.7
2025-01-29 09:00:00Z,,14.3,33.7,22.0,67.5
2025-01-29 10:00:00Z,,16.2,28.0,18.6,56.5
2025-01-29 11:00:00Z,,11.0,32.7,20.5,64.0
2025-01-29 12:00:00Z,,7.9,25.4,13.6,46.3
2025-01-29 13:00:00Z,,8.7,33.0,17.7,60.2
2025-01-29 14:00:00Z,,17.3,33.9,15.8,57.7
2025-01-29 15:00:00Z,,4.3,33.0,13.9,54.3
2025-01-29 16:00:00Z,,7.6,32.4,14.7,55.0
2025-01-29 17:00:00Z,,7.8,37.7,17.3,64.2
2025-01-29 18:00:00Z,,6.0,35.1,14.0,56.5
2025-01-29 19:00:00Z,,5.5,32.9,8.9,46.3
2025-01-29 20:00:00Z,,7.6,28.4,10.3,44.3
2025-01-29 21:00:00Z,,6.7,26.6,5.3,34.8
2025-01-29 22:00:00Z,,11.1,22.3,9.2,36.5
2025-01-29 23:00:00Z,,7.7,19.3,5.2,27.2
2025-01-30 00:00:00Z,,7.0,15.3,4.3,21.9
2025-01-30 01:00:00Z,,4.8,16.4,3.6,21.9
2025-01-30 02:00:00Z,,5.5,22.1,4.5,28.9
2025-01-30 03:00:00Z,,4.9,17.5,2.9,21.8
2025-01-30 04:00:00Z,,4.7,22.5,5.0,30.2
2025-01-30 05:00:00Z,,5.8,33.6,6.7,43.9
2025-01-30 06:00:00Z,,9.8,33.8,8.7,47.1
2025-01-30 07:00:00Z,,6.7,37.9,20.3,69.0
2025-01-30 08:00:00Z,,11.0,50.1,27.2,91.7
2025-01-30 09:00:00Z,,10.9,48.8,28.7,92.8
2025-01-30 10:00:00Z,,12.1,31.8,16.4,56.9
2025-01-30 11:00:00Z,,15.0,30.5,15.0,53.6
2025-01-30 12:00:00Z,,9.4,24.9,8.5,38.0
2025-01-30 13:00:00Z,,7.6,23.8,7.9,35.8
2025-01-30 14:00:00Z,,9.6,21.4,5.8,30.5
2025-01-30 15:00:00Z,,8.2,22.5,9.9,37.7
2025-01-30 16:00:00Z,,5.4,26.4,8.9,40.0
2025-01-30 17:00:00Z,,7.6,31.7,9.0,45.5
2025-01-30 18:00:00Z,,10.7,33.3,9.9,48.5
2025-01-30 19:00:00Z,,11.7,32.4,8.0,44.8
2025-01-30 20:00:00Z,,14.1,33.3,8.5,46.5
2025-01-30 21:00:00Z,,13.3,30.2,6.5,40.2
2025-01-30 22:00:00Z,,13.8,35.0,11.2,52.3
2025-01-30 23:00:00Z,,9.2,36.5,12.6,55.9
2025-01-31 00:00:00Z,,10.0,40.2,14.0,61.7
2025-01-31 01:00:00Z,,8.4,38.8,12.1,57.4
2025-01-31 02:00:00Z,,11.0,39.6,15.8,63.8
2025-01-31 03:00:00Z,,14.5,45.1,14.5,67.4
2025-01-31 04:00:00Z,,13.0,48.7,24.4,86.2
2025-01-31 05:00:00Z,,14.6,45.1,22.7,79.9
2025-01-31 06:00:00Z,,13.3,48.7,12.9,68.4
2025-01-31 07:00:00Z,,12.1,53.7,33.4,104.9
2025-01-31 08:00:00Z,,16.3,57.2,38.5,116.2
2025-01-31 09:00:00Z,,7.3,61.2,40.6,123.6
2025-01-31 10:00:00Z,,10.8,52.6,28.4,96.2
2025-01-31 11:00:00Z,,10.7,38.5,22.5,73.0
2025-01-31 12:00:00Z,,7.0,28.0,13.7,49.0
2025-01-31 13:00:00Z,,6.6,23.5,15.3,47.0
2025-01-31 14:00:00Z,,7.2,27.4,10.8,43.9
2025-01-31 15:00:00Z,,10.1,25.7,10.6,41.8
2025-01-31 16:00:00Z,,6.7,31.6,14.1,53.1
2025-01-31 17:00:00Z,,8.5,35.9,11.8,54.1
2025-01-31 18:00:00Z,,9.1,26.6,9.3,40.8
2025-01-31 19:00:00Z,,6.0,29.4,9.5,44.1
2025-01-31 20:00:00Z,,5.1,31.5,8.2,44.0
2025-01-31 21:00:00Z,,7.2,37.2,12.6,56.6
2025-01-31 22:00:00Z,,10.7,35.0,6.8,45.4
2025-01-31 23:00:00Z,,9.6,30.9,3.6,36.4
2025-02-01 00:00:00Z,,7.0,24.8,1.7,27.4
2025-02-01 01:00:00Z,,9.3,34.2,8.0,46.5
2025-02-01 02:00:00Z,,8.0,27.7,6.5,37.6
2025-02-01 03:00:00Z,,6.0,41.3,10.9,57.9
2025-02-01 04:00:00Z,,11.3,44.4,15.3,68.0
2025-02-01 05:00:00Z,,13.1,34.2,6.5,44.1
2025-02-01 06:00:00Z,,12.8,43.1,4.1,49.3
2025-02-01 07:00:00Z,,16.5,54.5,23.5,90.5
2025-02-01 08:00:00Z,,14.6,51.0,18.1,78.7
2025-02-01 09:00:00Z,,18.7,42.6,13.7,63.6
2025-02-01 10:00:00Z,,14.4,39.0,18.7,67.7
2025-02-01 11:00:00Z,,16.5,37.7,17.2,64.2
2025-02-01 12:00:00Z,,13.7,30.7,12.3,49.6
2025-02-01 13:00:00Z,,14.7,17.6,5.0,25.4
2025-02-01 14:00:00Z,,13.7,17.0,5.0,24.7
2025-02-01 15:00:00Z,,9.8,20.5,4.3,27.2
2025-02-01 16:00:00Z,,13.5,28.6,3.9,34.6
2025-02-01 17:00:00Z,,11.0,32.1,2.0,35.2
2025-02-01 18:00:00Z,,12.7,37.8,1.3,39.8
2025-02-01 19:00:00Z,,16.1,41.2,1.9,44.2
2025-02-01 20:00:00Z,,17.8,36.5,1.3,38.5
2025-02-01 21:00:00Z,,13.4,33.3,1.2,35.2
2025-02-01 22:00:00Z,,19.4,35.1,6.1,44.4
2025-02-01 23:00:00Z,,15.9,41.0,11.1,57.9
2025-02-02 00:00:00Z,,16.1,37.9,9.9,53.0
2025-02-02 01:00:00Z,,7.9,38.3,6.7,48.6
2025-02-02 02:00:00Z,,14.1,36.3,4.9,43.9
2025-02-02 03:00:00Z,,16.1,54.2,12.7,73.6
2025-02-02 04:00:00Z,,15.9,51.0,28.4,94.6
2025-02-02 05:00:00Z,,11.3,40.3,4.2,46.8
2025-02-02 06:00:00Z,,14.5,28.6,1.9,31.5
2025-02-02 07:00:00Z,,14.3,33.2,3.0,37.9
2025-02-02 08:00:00Z,,15.1,39.1,6.7,49.3
2025-02-02 09:00:00Z,,18.7,24.9,6.8,35.3
2025-02-02 10:00:00Z,,14.0,23.1,8.0,35.3
2025-02-02 11:00:00Z,,16.5,27.8,14.1,49.4
2025-02-02 12:00:00Z,,15.4,26.1,11.4,43.5
2025-02-02 13:00:00Z,,16.3,25.7,10.1,41.2
2025-02-02 14:00:00Z,,17.0,22.2,6.7,32.3
2025-02-02 15:00:00Z,,18.7,21.8,6.2,31.3
2025-02-02 16:00:00Z,,20.1,27.7,8.6,40.9
2025-02-02 17:00:00Z,,17.5,33.1,18.0,60.7
2025-02-02 18:00:00Z,,14.1,40.3,15.6,64.3
2025-02-02 19:00:00Z,,24.9,44.3,5.6,52.9
2025-02-02 20:00:00Z,,19.7,42.1,6.1,51.5
2025-02-02 21:00:00Z,,33.6,55.0,8.4,67.8
2025-02-02 22:00:00Z,,29.9,57.8,21.7,91.2
2025-02-02 23:00:00Z,,28.2,39.2,5.9,48.1
2025-02-03 00:00:00Z,,26.0,46.2,18.9,75.1
2025-02-03 01:00:00Z,,23.4,42.7,16.2,67.5
2025-02-03 02:00:00Z,,23.5,34.9,5.1,42.7
2025-02-03 03:00:00Z,,21.4,34.7,3.0,39.2
2025-02-03 04:00:00Z,,21.5,33.9,10.9,50.6
2025-02-03 05:00:00Z,,22.4,38.2,14.9,61.0
2025-02-03 06:00:00Z,,27.9,45.7,34.5,98.5
2025-02-03 07:00:00Z,,25.7,47.4,46.5,118.8
2025-02-03 08:00:00Z,,26.8,54.1,97.5,203.7
2025-02-03 09:00:00Z,,31.7,55.3,97.4,204.7
2025-02-03 10:00:00Z,,31.9,48.2,85.4,179.2
2025-02-03 11:00:00Z,,31.8,46.6,62.9,143.0
2025-02-03 12:00:00Z,,31.0,49.0,62.7,145.0
2025-02-03 13:00:00Z,,35.6,48.9,46.8,120.8
2025-02-03 14:00:00Z,,26.3,41.7,29.1,86.4
2025-02-03 15:00:00Z,,27.7,41.5,35.9,96.6
2025-02-03 16:00:00Z,,35.1,45.4,38.5,104.4
2025-02-03 17:00:00Z,,27.7,45.4,35.4,99.6
2025-02-03 18:00:00Z,,23.8,44.1,28.7,88.1
2025-02-03 19:00:00Z,,25.7,42.1,23.3,77.7
2025-02-03 20:00:00Z,,20.6,36.1,11.1,53.3
2025-02-03 21:00:00Z,,21.7,38.7,12.9,58.5
2025-02-03 22:00:00Z,,27.4,40.9,24.5,78.3
2025-02-03 23:00:00Z,,21.7,40.2,20.7,71.8
2025-02-04 00:00:00Z,,22.3,39.1,12.9,58.9
2025-02-04 01:00:00Z,,21.1,32.6,6.2,42.1
2025-02-04 02:00:00Z,,20.3,23.5,4.7,30.8
2025-02-04 03:00:00Z,,20.5,20.0,3.5,25.4
2025-02-04 04:00:00Z,,14.4,20.8,6.8,31.2
2025-02-04 05:00:00Z,,13.9,27.5,10.7,43.8
2025-02-04 06:00:00Z,,14.1,31.7,12.1,50.2
2025-02-04 07:00:00Z,,14.0,38.2,19.5,68.1
2025-02-04 08:00:00Z,,16.5,41.4,32.8,91.6
2025-02-04 09:00:00Z,,20.8,38.9,41.1,102.0
2025-02-04 10:00:00Z,,23.5,37.3,41.0,100.2
2025-02-04 11:00:00Z,,21.3,34.3,32.9,84.8
2025-02-04 12:00:00Z,,21.8,30.9,31.7,79.6
2025-02-04 13:00:00Z,,17.7,31.6,30.7,78.7
2025-02-04 14:00:00Z,,22.7,32.6,29.4,77.8
2025-02-04 15:00:00Z,,15.2,27.3,21.7,60.6
2025-02-04 16:00:00Z,,15.8,31.8,24.9,70.1
2025-02-04 17:00:00Z,,12.2,28.0,20.7,59.8
2025-02-04 18:00:00Z,,18.9,39.6,24.0,76.4
2025-02-04 19:00:00Z,,22.7,40.8,18.3,69.0
2025-02-04 20:00:00Z,,22.4,37.9,13.0,57.8
2025-02-04 21:00:00Z,,20.4,33.5,15.1,56.6
2025-02-04 22:00:00Z,,24.7,29.2,7.4,40.6
2025-02-04 23:00:00Z,,21.9,32.3,8.8,45.8
2025-02-05 00:00:00Z,,20.2,32.1,6.0,41.1
2025-02-05 01:00:00Z,,15.6,26.1,5.6,34.8
2025-02-05 02:00:00Z,,13.1,24.2,7.6,35.9
2025-02-05 03:00:00Z,,9.7,26.2,5.2,34.3
2025-02-05 04:00:00Z,,10.8,31.2,5.2,39.3
2025-02-05 05:00:00Z,,12.8,35.1,10.2,50.8
2025-02-05 06:00:00Z,,14.4,37.6,23.5,73.5
2025-02-05 07:00:00Z,,13.0,43.8,68.5,148.8
2025-02-05 08:00:00Z,,19.9,45.0,38.8,104.5
2025-02-05 09:00:00Z,,19.0,45.3,29.7,91.0
2025-02-05 10:00:00Z,,20.9,44.7,41.9,108.7
2025-02-05 11:00:00Z,,17.9,47.0,40.3,108.7
2025-02-05 12:00:00Z,,19.2,47.1,23.6,83.2
2025-02-05 13:00:00Z,,24.4,52.5,30.8,99.8
2025-02-05 14:00:00Z,,14.3,43.4,26.8,84.5
2025-02-05 15:00:00Z,,20.2,40.1,15.4,63.9
2025-02-05 16:00:00Z,,18.7,41.1,10.1,56.6
2025-02-05 17:00:00Z,,19.2,38.5,2.2,42.0
2025-02-05 18:00:00Z,,11.9,30.9,4.4,37.6
2025-02-05 19:00:00Z,,16.3,32.1,2.9,36.6
2025-02-05 20:00:00Z,,15.0,39.0,2.1,42.2
2025-02-05 21:00:00Z,,17.7,30.7,3.0,35.2
2025-02-05 22:00:00Z,,17.2,29.7,2.3,33.1
2025-02-05 23:00:00Z,,16.0,27.3,1.6,29.8
