,ELYS:PM10,ELYS:PM25,ELYS:NO2,ELYS:NO,ELYS:NOX
,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées
,ELYS,ELYS,ELYS,ELYS,ELYS
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-05-10 11:00:00Z,,,9.1,2.7,13.2
2025-05-10 12:00:00Z,,,9.1,6.2,18.6
2025-05-10 13:00:00Z,,,9.8,4.9,17.4
2025-05-10 14:00:00Z,,,12.7,6.4,22.5
2025-05-10 15:00:00Z,,,10.1,3.0,14.6
2025-05-10 16:00:00Z,,,10.9,3.0,15.6
2025-05-10 17:00:00Z,,,13.3,4.4,20.1
2025-05-10 18:00:00Z,,,9.5,0.8,10.6
2025-05-10 19:00:00Z,,13.3,10.6,1.0,12.2
2025-05-10 20:00:00Z,,12.4,12.9,0.5,13.6
2025-05-10 21:00:00Z,,10.5,14.4,0.2,14.8
2025-05-10 22:00:00Z,,15.8,16.0,0.8,17.4
2025-05-10 23:00:00Z,,6.4,14.6,0.6,15.6
2025-05-11 00:00:00Z,,6.5,13.2,0.6,14.2
2025-05-11 01:00:00Z,,6.6,13.0,0.7,14.0
2025-05-11 02:00:00Z,,9.0,13.0,0.5,13.7
2025-05-11 03:00:00Z,,11.5,10.1,0.7,11.3
2025-05-11 04:00:00Z,,8.7,11.2,0.3,11.8
2025-05-11 05:00:00Z,,10.5,12.3,0.4,13.0
2025-05-11 06:00:00Z,,11.0,9.7,1.1,11.2
2025-05-11 07:00:00Z,,7.1,9.9,2.9,14.4
2025-05-11 08:00:00Z,,9.4,9.2,2.2,12.6
2025-05-11 09:00:00Z,,13.6,9.4,3.6,14.9
2025-05-11 10:00:00Z,,13.6,9.7,2.4,13.4
2025-05-11 11:00:00Z,,8.9,9.4,3.4,14.6
2025-05-11 12:00:00Z,,10.5,10.0,3.3,15.0
2025-05-11 13:00:00Z,,12.1,11.2,4.3,17.8
2025-05-11 14:00:00Z,,12.0,10.9,3.7,16.5
2025-05-11 15:00:00Z,,9.8,11.9,3.6,17.5
2025-05-11 16:00:00Z,,12.9,12.3,4.1,18.5
2025-05-11 17:00:00Z,,9.0,14.9,3.6,20.4
2025-05-11 18:00:00Z,,8.8,23.3,5.7,32.1
2025-05-11 19:00:00Z,,9.0,18.8,4.9,26.3
2025-05-11 20:00:00Z,,9.4,12.2,2.8,16.4
2025-05-11 21:00:00Z,,9.1,22.8,6.2,32.4
2025-05-11 22:00:00Z,,9.7,30.6,6.4,40.5
2025-05-11 23:00:00Z,,6.3,16.9,2.9,21.4
2025-05-12 00:00:00Z,,5.1,7.0,1.3,9.0
2025-05-12 01:00:00Z,,2.9,4.9,0.8,6.1
2025-05-12 02:00:00Z,,4.3,6.3,1.7,8.9
2025-05-12 03:00:00Z,,6.1,5.7,2.9,10.3
2025-05-12 04:00:00Z,,7.2,10.0,4.4,17.0
2025-05-12 05:00:00Z,,7.9,14.7,3.3,19.6
2025-05-12 06:00:00Z,,7.6,21.2,7.2,32.3
2025-05-12 07:00:00Z,,5.6,31.8,12.1,50.4
2025-05-12 08:00:00Z,,13.4,35.3,17.0,61.5
2025-05-12 09:00:00Z,,10.9,23.8,9.4,38.2
2025-05-12 10:00:00Z,,15.7,21.4,11.6,39.3
2025-05-12 11:00:00Z,,7.4,14.4,8.7,27.7
2025-05-12 12:00:00Z,,9.5,15.9,4.3,22.5
2025-05-12 13:00:00Z,,6.7,15.4,4.5,22.2
2025-05-12 14:00:00Z,,8.5,14.9,5.9,24.0
2025-05-12 15:00:00Z,,6.5,15.3,14.7,37.8
2025-05-12 16:00:00Z,,4.5,15.8,9.8,30.8
2025-05-12 17:00:00Z,,9.3,19.7,5.8,28.6
2025-05-12 18:00:00Z,,9.3,22.2,1.7,24.7
2025-05-12 19:00:00Z,,10.9,33.1,1.8,36.0
2025-05-12 20:00:00Z,,10.1,34.7,0.5,35.5
2025-05-12 21:00:00Z,,11.2,43.0,3.1,47.9
2025-05-12 22:00:00Z,,9.1,26.9,1.4,28.9
2025-05-12 23:00:00Z,,6.5,23.2,0.8,24.4
2025-05-13 00:00:00Z,,3.5,24.5,1.1,26.3
2025-05-13 01:00:00Z,,8.9,34.0,3.8,39.8
2025-05-13 02:00:00Z,,9.2,35.6,3.8,41.4
2025-05-13 03:00:00Z,,8.3,36.4,6.6,46.5
2025-05-13 04:00:00Z,,11.3,37.1,11.1,54.2
2025-05-13 05:00:00Z,,17.8,42.6,40.8,105.2
2025-05-13 06:00:00Z,,22.9,44.6,65.5,145.1
2025-05-13 07:00:00Z,,15.5,44.5,27.4,86.6
2025-05-13 08:00:00Z,,16.2,44.4,22.3,78.6
2025-05-13 09:00:00Z,,12.1,39.7,15.3,63.2
2025-05-13 10:00:00Z,,15.2,32.1,9.1,46.1
2025-05-13 11:00:00Z,,9.5,19.8,5.6,28.4
2025-05-13 12:00:00Z,,8.2,22.0,8.2,34.6
2025-05-13 13:00:00Z,,7.0,25.0,12.9,44.9
2025-05-13 14:00:00Z,,12.6,18.7,7.9,30.8
2025-05-13 15:00:00Z,,11.5,20.8,8.0,33.1
2025-05-13 16:00:00Z,,11.2,14.8,0.8,16.0
2025-05-13 17:00:00Z,,7.1,29.1,5.9,38.2
2025-05-13 18:00:00Z,,7.3,34.0,11.0,50.9
2025-05-13 19:00:00Z,,9.3,22.8,5.2,30.8
2025-05-13 20:00:00Z,,14.0,29.4,2.8,33.7
2025-05-13 21:00:00Z,,16.7,33.0,6.0,42.2
2025-05-13 22:00:00Z,,15.5,30.7,5.8,39.6
2025-05-13 23:00:00Z,,10.6,31.4,5.6,40.0
2025-05-14 00:00:00Z,,8.7,31.6,5.3,39.8
2025-05-14 01:00:00Z,,13.3,35.7,5.5,44.3
2025-05-14 02:00:00Z,,15.6,27.7,5.9,36.8
2025-05-14 03:00:00Z,,11.5,28.9,5.9,38.0
2025-05-14 04:00:00Z,,16.8,35.8,5.9,44.8
2025-05-14 05:00:00Z,,12.6,35.6,6.0,44.9
2025-05-14 06:00:00Z,,17.4,42.3,11.7,60.4
2025-05-14 07:00:00Z,,21.9,42.5,21.9,76.0
2025-05-14 08:00:00Z,,24.0,48.0,24.5,85.4
2025-05-14 09:00:00Z,,23.5,48.1,21.8,81.5
2025-05-14 10:00:00Z,,22.5,49.1,23.4,85.0
2025-05-14 11:00:00Z,,16.5,28.4,8.2,40.8
2025-05-14 12:00:00Z,,6.4,13.9,4.2,20.3
2025-05-14 13:00:00Z,,6.3,15.3,3.0,20.0
2025-05-14 14:00:00Z,,12.1,16.6,4.0,22.7
2025-05-14 15:00:00Z,,13.6,12.5,2.9,17.0
2025-05-14 16:00:00Z,,12.5,14.0,2.8,18.4
2025-05-14 17:00:00Z,,14.6,13.4,1.5,15.7
2025-05-14 18:00:00Z,,17.1,13.4,1.0,15.1
2025-05-14 19:00:00Z,,15.7,18.7,2.4,22.3
2025-05-14 20:00:00Z,,15.3,29.9,3.0,34.6
2025-05-14 21:00:00Z,,18.2,21.3,1.9,24.3
2025-05-14 22:00:00Z,,10.1,15.0,3.0,19.7
2025-05-14 23:00:00Z,,9.8,15.9,2.9,20.3
2025-05-15 00:00:00Z,,10.4,15.1,2.2,18.6
2025-05-15 01:00:00Z,,8.1,12.8,1.6,15.2
2025-05-15 02:00:00Z,,8.7,11.6,3.8,17.4
2025-05-15 03:00:00Z,,19.2,9.4,1.1,11.2
2025-05-15 04:00:00Z,,15.4,10.2,1.8,13.0
2025-05-15 05:00:00Z,,10.2,14.7,6.6,24.9
2025-05-15 06:00:00Z,,13.2,17.4,6.4,27.3
2025-05-15 07:00:00Z,,16.4,18.0,7.2,29.0
2025-05-15 08:00:00Z,,11.2,14.5,6.1,23.9
2025-05-15 09:00:00Z,,16.5,17.5,9.6,32.2
2025-05-15 10:00:00Z,,14.9,13.3,7.8,25.2
2025-05-15 11:00:00Z,,16.2,15.1,8.2,27.7
2025-05-15 12:00:00Z,,13.7,12.5,5.6,20.9
2025-05-15 13:00:00Z,,14.8,12.2,7.8,24.2
2025-05-15 14:00:00Z,,15.0,12.3,5.9,21.4
2025-05-15 15:00:00Z,,16.1,13.2,7.0,23.9
2025-05-15 16:00:00Z,,14.1,13.3,5.5,21.7
2025-05-15 17:00:00Z,,15.6,15.5,8.4,28.4
2025-05-15 18:00:00Z,,13.2,15.8,6.9,26.3
2025-05-15 19:00:00Z,,14.0,14.2,4.0,20.3
2025-05-15 20:00:00Z,,18.8,15.9,5.0,23.5
2025-05-15 21:00:00Z,,13.0,18.7,5.5,27.0
2025-05-15 22:00:00Z,,10.8,16.4,5.1,24.3
2025-05-15 23:00:00Z,,16.3,16.5,3.5,21.7
2025-05-16 00:00:00Z,,14.3,13.2,1.9,16.1
2025-05-16 01:00:00Z,,10.9,12.5,4.1,18.8
2025-05-16 02:00:00Z,,9.7,12.1,4.2,18.5
2025-05-16 03:00:00Z,,10.7,9.6,0.8,10.9
2025-05-16 04:00:00Z,,9.5,14.3,5.1,22.1
2025-05-16 05:00:00Z,,8.5,20.0,5.7,28.9
2025-05-16 06:00:00Z,,12.2,24.6,8.9,38.3
2025-05-16 07:00:00Z,,11.6,20.4,6.6,30.5
2025-05-16 08:00:00Z,,9.7,20.5,9.1,34.5
2025-05-16 09:00:00Z,,14.4,19.3,7.7,31.2
2025-05-16 10:00:00Z,,15.1,21.2,15.4,44.8
2025-05-16 11:00:00Z,,13.3,14.7,8.1,27.1
2025-05-16 12:00:00Z,,10.1,11.7,5.2,19.6
2025-05-16 13:00:00Z,,11.1,8.4,2.7,12.5
2025-05-16 14:00:00Z,,11.6,8.0,2.1,11.4
2025-05-16 15:00:00Z,,12.9,12.3,6.1,21.6
2025-05-16 16:00:00Z,,9.6,8.6,2.3,12.1
2025-05-16 17:00:00Z,,12.7,12.5,4.2,19.0
2025-05-16 18:00:00Z,,7.7,14.3,3.8,20.1
2025-05-16 19:00:00Z,,16.1,14.0,4.0,20.1
2025-05-16 20:00:00Z,,11.7,11.3,1.4,13.5
2025-05-16 21:00:00Z,,14.1,13.3,3.5,18.6
2025-05-16 22:00:00Z,,16.7,11.9,2.7,16.1
2025-05-16 23:00:00Z,,14.2,12.9,4.6,19.8
2025-05-17 00:00:00Z,,12.1,11.2,7.2,22.2
2025-05-17 01:00:00Z,,11.5,8.3,1.5,10.6
2025-05-17 02:00:00Z,,8.6,4.9,1.2,6.7
2025-05-17 03:00:00Z,,7.3,7.1,3.5,12.4
2025-05-17 04:00:00Z,,10.0,8.0,3.1,12.8
2025-05-17 05:00:00Z,,8.3,5.0,0.6,5.9
2025-05-17 06:00:00Z,,8.9,8.0,1.2,10.1
2025-05-17 07:00:00Z,,11.9,6.5,0.9,7.9
2025-05-17 08:00:00Z,,11.2,10.2,2.5,13.9
2025-05-17 09:00:00Z,,10.4,10.5,3.6,16.1
2025-05-17 10:00:00Z,,14.2,12.7,13.7,33.6
2025-05-17 11:00:00Z,,14.1,10.8,8.6,24.1
2025-05-17 12:00:00Z,,14.0,7.0,2.1,10.2
2025-05-17 13:00:00Z,,15.4,12.7,5.3,20.7
2025-05-17 14:00:00Z,,15.8,9.9,6.5,19.9
2025-05-17 15:00:00Z,,17.9,8.9,3.0,13.4
2025-05-17 16:00:00Z,,12.6,10.3,4.2,16.7
2025-05-17 17:00:00Z,,11.3,14.3,5.7,23.1
2025-05-17 18:00:00Z,,11.1,12.5,2.3,16.1
2025-05-17 19:00:00Z,,15.8,13.9,1.6,16.4
2025-05-17 20:00:00Z,,16.7,21.6,4.4,28.4
2025-05-17 21:00:00Z,,18.4,23.2,1.9,26.1
2025-05-17 22:00:00Z,,12.4,16.5,2.4,20.1
2025-05-17 23:00:00Z,,14.3,18.0,4.2,24.5
2025-05-18 00:00:00Z,,10.8,20.5,5.6,28.9
2025-05-18 01:00:00Z,,12.5,13.7,2.3,17.3
2025-05-18 02:00:00Z,,8.0,14.1,2.1,17.5
2025-05-18 03:00:00Z,,8.4,11.4,1.1,13.0
2025-05-18 04:00:00Z,,8.4,13.9,3.2,18.9
2025-05-18 05:00:00Z,,10.5,10.3,0.8,11.5
2025-05-18 06:00:00Z,,13.6,11.8,1.0,13.3
2025-05-18 07:00:00Z,,21.4,10.9,2.3,14.3
2025-05-18 08:00:00Z,,18.2,8.1,1.6,10.6
2025-05-18 09:00:00Z,,16.1,7.5,2.8,11.9
2025-05-18 10:00:00Z,,13.5,7.8,3.4,13.0
2025-05-18 11:00:00Z,,17.5,8.1,3.4,13.3
2025-05-18 12:00:00Z,,13.6,7.7,3.6,13.2
2025-05-18 13:00:00Z,,15.3,9.1,7.5,20.6
2025-05-18 14:00:00Z,,15.0,8.7,5.6,17.3
2025-05-18 15:00:00Z,,16.5,6.4,2.0,9.5
2025-05-18 16:00:00Z,,11.3,9.5,3.7,15.3
2025-05-18 17:00:00Z,,11.1,8.3,2.6,12.4
2025-05-18 18:00:00Z,,17.4,7.8,0.9,9.1
2025-05-18 19:00:00Z,,9.9,8.9,0.4,9.6
2025-05-18 20:00:00Z,,14.9,13.3,0.3,13.8
2025-05-18 21:00:00Z,,12.5,11.1,0.5,11.9
2025-05-18 22:00:00Z,,9.2,12.7,1.0,14.1
2025-05-18 23:00:00Z,,10.3,12.0,1.0,13.5
2025-05-19 00:00:00Z,,11.3,13.8,0.5,14.6
2025-05-19 01:00:00Z,,13.8,8.8,1.0,10.4
2025-05-19 02:00:00Z,,11.4,9.1,0.3,9.7
2025-05-19 03:00:00Z,,12.3,13.8,1.6,16.3
2025-05-19 04:00:00Z,,11.1,16.7,0.8,18.0
2025-05-19 05:00:00Z,,11.3,26.1,2.0,29.1
2025-05-19 06:00:00Z,,9.9,34.4,4.2,40.9
2025-05-19 07:00:00Z,,13.7,39.2,10.9,55.9
2025-05-19 08:00:00Z,,14.4,39.6,16.3,64.5
2025-05-19 09:00:00Z,,13.1,29.0,9.1,43.0
2025-05-19 10:00:00Z,,13.7,19.3,7.1,30.1
2025-05-19 11:00:00Z,,12.7,11.7,5.1,19.6
2025-05-19 12:00:00Z,,15.1,10.7,4.4,17.4
2025-05-19 13:00:00Z,,12.6,10.1,4.2,16.7
2025-05-19 14:00:00Z,,10.1,10.8,4.4,17.3
2025-05-19 15:00:00Z,,12.2,11.8,4.6,18.9
2025-05-19 16:00:00Z,,14.7,10.1,2.3,13.5
2025-05-19 17:00:00Z,,9.8,10.0,1.9,12.9
2025-05-19 18:00:00Z,,13.3,12.4,1.7,15.0
2025-05-19 19:00:00Z,,9.1,11.5,1.6,13.9
2025-05-19 20:00:00Z,,8.3,14.2,0.1,14.4
2025-05-19 21:00:00Z,,11.0,21.3,1.1,23.0
2025-05-19 22:00:00Z,,9.3,37.4,4.4,44.0
2025-05-19 23:00:00Z,,16.9,34.4,2.7,38.6
2025-05-20 00:00:00Z,,13.0,19.4,2.0,22.4
2025-05-20 01:00:00Z,,8.5,16.1,2.2,19.5
2025-05-20 02:00:00Z,,7.6,11.7,1.3,13.7
2025-05-20 03:00:00Z,,14.8,14.2,1.9,17.2
2025-05-20 04:00:00Z,,11.1,16.8,0.9,18.1
2025-05-20 05:00:00Z,,15.1,25.1,2.5,29.0
2025-05-20 06:00:00Z,,16.6,33.6,5.0,41.3
2025-05-20 07:00:00Z,,10.8,32.2,7.7,44.0
2025-05-20 08:00:00Z,,10.5,27.1,6.3,36.7
2025-05-20 09:00:00Z,,12.1,31.6,13.2,51.9
2025-05-20 10:00:00Z,,14.8,28.5,13.2,48.7
2025-05-20 11:00:00Z,,12.8,13.9,3.7,19.6
2025-05-20 12:00:00Z,,19.4,9.9,2.7,14.2
2025-05-20 13:00:00Z,,11.4,16.3,7.1,27.2
2025-05-20 14:00:00Z,,11.4,17.9,7.8,29.8
2025-05-20 15:00:00Z,,14.8,14.5,5.3,22.8
2025-05-20 16:00:00Z,,13.3,14.5,4.5,21.3
2025-05-20 17:00:00Z,,14.9,18.8,4.3,25.3
2025-05-20 18:00:00Z,,8.4,19.0,3.5,24.4
2025-05-20 19:00:00Z,,10.2,20.6,2.6,24.5
2025-05-20 20:00:00Z,,11.4,21.3,2.5,25.2
2025-05-20 21:00:00Z,,9.9,15.3,1.4,17.3
2025-05-20 22:00:00Z,,7.1,12.2,1.4,14.3
2025-05-20 23:00:00Z,,5.8,12.6,0.8,13.8
2025-05-21 00:00:00Z,,12.8,9.9,0.3,10.4
2025-05-21 01:00:00Z,,9.0,10.4,1.8,13.3
2025-05-21 02:00:00Z,,11.0,10.7,0.2,11.0
2025-05-21 03:00:00Z,,9.3,13.0,1.6,15.3
2025-05-21 04:00:00Z,,8.4,14.6,1.8,17.4
2025-05-21 05:00:00Z,,6.9,17.7,1.2,19.6
2025-05-21 06:00:00Z,,12.5,25.2,3.1,30.1
2025-05-21 07:00:00Z,,9.9,33.4,4.5,40.3
2025-05-21 08:00:00Z,,17.5,44.5,17.6,71.4
2025-05-21 09:00:00Z,,11.0,24.0,9.1,38.0
2025-05-21 10:00:00Z,,10.6,22.7,5.9,31.7
2025-05-21 11:00:00Z,,9.7,29.9,15.3,53.3
2025-05-21 12:00:00Z,,15.2,40.9,20.4,72.2
2025-05-21 13:00:00Z,,9.8,31.1,10.3,46.8
2025-05-21 14:00:00Z,,13.0,21.4,7.1,32.4
2025-05-21 15:00:00Z,,12.3,22.7,4.2,29.1
2025-05-21 16:00:00Z,,10.9,31.1,8.2,43.7
2025-05-21 17:00:00Z,,11.3,22.9,2.7,27.1
2025-05-21 18:00:00Z,,14.8,43.1,9.6,57.9
2025-05-21 19:00:00Z,,11.7,44.1,6.8,54.5
2025-05-21 20:00:00Z,,9.3,40.4,8.0,52.6
2025-05-21 21:00:00Z,,8.8,30.4,7.0,41.2
2025-05-21 22:00:00Z,,11.4,19.9,8.0,31.9
2025-05-21 23:00:00Z,,8.1,16.4,4.8,23.7
2025-05-22 00:00:00Z,,11.3,14.1,5.3,22.2
2025-05-22 01:00:00Z,,11.6,12.0,5.2,20.1
2025-05-22 02:00:00Z,,12.5,7.8,1.4,10.0
2025-05-22 03:00:00Z,,10.5,7.8,3.0,12.4
2025-05-22 04:00:00Z,,9.2,8.7,2.6,12.8
2025-05-22 05:00:00Z,,17.6,15.1,4.3,21.7
2025-05-22 06:00:00Z,,11.1,22.7,9.3,36.9
2025-05-22 07:00:00Z,,10.9,20.2,10.9,36.9
2025-05-22 08:00:00Z,,10.7,19.1,10.9,35.8
2025-05-22 09:00:00Z,,11.2,14.8,11.0,31.7
2025-05-22 10:00:00Z,,12.9,12.7,11.4,30.1
2025-05-22 11:00:00Z,,17.5,12.4,7.3,23.6
2025-05-22 12:00:00Z,,13.8,11.7,7.6,23.4
2025-05-22 13:00:00Z,,10.6,11.6,9.7,26.5
2025-05-22 14:00:00Z,,8.2,13.9,9.0,27.8
2025-05-22 15:00:00Z,,10.7,15.4,9.1,29.4
2025-05-22 16:00:00Z,,13.3,15.6,9.1,29.5
2025-05-22 17:00:00Z,,12.1,15.7,6.1,24.9
2025-05-22 18:00:00Z,,13.2,16.2,4.6,23.3
2025-05-22 19:00:00Z,,12.4,14.8,2.8,19.2
2025-05-22 20:00:00Z,,8.7,10.7,0.8,11.9
2025-05-22 21:00:00Z,,9.7,10.2,0.8,11.4
2025-05-22 22:00:00Z,,9.5,11.1,0.5,11.9
2025-05-22 23:00:00Z,,9.5,12.0,1.6,14.5
2025-05-23 00:00:00Z,,9.7,9.7,0.2,10.1
2025-05-23 01:00:00Z,,11.6,8.0,1.7,10.8
2025-05-23 02:00:00Z,,9.0,7.5,0.2,7.7
2025-05-23 03:00:00Z,,9.5,9.9,1.9,12.9
2025-05-23 04:00:00Z,,10.1,10.5,2.3,14.1
2025-05-23 05:00:00Z,,8.0,16.7,2.4,20.5
2025-05-23 06:00:00Z,,6.4,16.6,2.3,20.3
2025-05-23 07:00:00Z,,6.7,20.8,7.4,32.1
2025-05-23 08:00:00Z,,8.9,15.5,7.9,27.6
2025-05-23 09:00:00Z,,7.3,10.9,5.2,19.0
2025-05-23 10:00:00Z,,10.1,14.4,10.3,30.3
2025-05-23 11:00:00Z,,9.2,11.4,9.6,26.3
2025-05-23 12:00:00Z,,7.1,11.5,8.4,24.4
2025-05-23 13:00:00Z,,7.3,11.5,8.3,24.1
2025-05-23 14:00:00Z,,10.8,12.8,8.9,26.4
2025-05-23 15:00:00Z,,13.1,14.4,8.7,27.7
2025-05-23 16:00:00Z,,8.0,12.8,6.0,22.0
2025-05-23 17:00:00Z,,8.2,10.7,5.5,19.2
2025-05-23 18:00:00Z,,9.2,13.8,3.9,19.7
2025-05-23 19:00:00Z,,6.4,15.3,5.8,24.2
2025-05-23 20:00:00Z,,10.7,18.2,3.5,23.7
2025-05-23 21:00:00Z,,8.9,21.1,2.2,24.4
2025-05-23 22:00:00Z,,10.9,42.9,2.5,46.8
2025-05-23 23:00:00Z,,10.6,33.1,1.1,34.7
2025-05-24 00:00:00Z,,8.6,30.7,1.3,32.9
2025-05-24 01:00:00Z,,7.3,18.1,1.1,19.9
2025-05-24 02:00:00Z,,8.2,22.0,3.7,27.6
2025-05-24 03:00:00Z,,12.0,28.7,9.5,43.3
2025-05-24 04:00:00Z,,9.1,27.5,3.0,32.1
2025-05-24 05:00:00Z,,9.2,23.9,3.5,29.2
2025-05-24 06:00:00Z,,8.5,30.2,6.2,39.6
2025-05-24 07:00:00Z,,5.8,29.6,5.1,37.3
2025-05-24 08:00:00Z,,16.2,33.1,8.9,46.8
2025-05-24 09:00:00Z,,11.9,28.0,12.7,47.4
2025-05-24 10:00:00Z,,12.4,25.0,9.6,39.8
2025-05-24 11:00:00Z,,9.7,21.6,7.8,33.8
2025-05-24 12:00:00Z,,7.8,15.8,8.0,28.0
2025-05-24 13:00:00Z,,9.9,18.5,8.0,30.8
2025-05-24 14:00:00Z,,8.3,17.0,6.9,28.0
2025-05-24 15:00:00Z,,7.3,14.7,7.0,24.9
2025-05-24 16:00:00Z,,6.8,13.9,10.0,29.4
2025-05-24 17:00:00Z,,6.2,14.9,8.4,27.4
2025-05-24 18:00:00Z,,12.1,17.2,6.5,27.5
2025-05-24 19:00:00Z,,9.3,24.8,7.5,36.4
2025-05-24 20:00:00Z,,9.9,41.6,9.6,56.3
2025-05-24 21:00:00Z,,9.9,28.6,12.9,48.2
2025-05-24 22:00:00Z,,8.0,38.9,16.5,64.3
2025-05-24 23:00:00Z,,10.8,26.2,8.9,39.7
2025-05-25 00:00:00Z,,10.5,19.4,7.7,31.2
2025-05-25 01:00:00Z,,9.3,12.7,3.8,18.4
2025-05-25 02:00:00Z,,9.5,9.4,2.9,14.0
2025-05-25 03:00:00Z,,9.2,7.2,1.5,9.4
2025-05-25 04:00:00Z,,6.2,6.4,2.0,9.5
2025-05-25 05:00:00Z,,4.2,6.1,1.8,8.9
2025-05-25 06:00:00Z,,2.0,5.6,1.3,7.5
2025-05-25 07:00:00Z,,3.5,7.7,3.4,12.9
2025-05-25 08:00:00Z,,3.8,8.8,5.6,17.4
2025-05-25 09:00:00Z,,3.9,9.6,4.2,16.1
2025-05-25 10:00:00Z,,7.1,8.7,6.1,18.0
2025-05-25 11:00:00Z,,4.4,9.1,6.3,18.7
2025-05-25 12:00:00Z,,6.9,6.5,6.6,16.7
2025-05-25 13:00:00Z,,5.0,10.3,7.1,21.2
2025-05-25 14:00:00Z,,7.5,9.7,6.7,20.0
2025-05-25 15:00:00Z,,5.8,9.2,7.5,20.7
2025-05-25 16:00:00Z,,5.4,8.6,5.7,17.2
2025-05-25 17:00:00Z,,5.2,10.6,5.9,19.6
2025-05-25 18:00:00Z,,6.0,10.4,4.6,17.6
2025-05-25 19:00:00Z,,8.7,13.9,6.4,23.6
2025-05-25 20:00:00Z,,10.5,15.7,5.8,24.5
2025-05-25 21:00:00Z,,10.4,18.3,5.2,26.3
2025-05-25 22:00:00Z,,10.3,15.6,6.1,25.0
2025-05-25 23:00:00Z,,8.5,11.2,3.4,16.5
2025-05-26 00:00:00Z,,5.5,8.2,2.8,12.5
2025-05-26 01:00:00Z,,6.0,6.4,2.0,9.6
2025-05-26 02:00:00Z,,10.8,4.9,1.5,7.1
2025-05-26 03:00:00Z,,8.4,4.1,1.3,6.1
2025-05-26 04:00:00Z,,9.4,7.0,2.6,11.0
2025-05-26 05:00:00Z,,8.7,14.5,6.1,23.9
2025-05-26 06:00:00Z,,8.9,18.3,9.6,33.1
2025-05-26 07:00:00Z,,14.0,19.5,12.3,38.3
2025-05-26 08:00:00Z,,8.2,17.1,9.6,31.8
2025-05-26 09:00:00Z,,7.7,12.6,6.9,23.2
2025-05-26 10:00:00Z,,7.5,12.4,8.9,26.0
2025-05-26 11:00:00Z,,7.1,15.3,10.8,31.9
2025-05-26 12:00:00Z,,8.1,15.9,10.9,32.7
2025-05-26 13:00:00Z,,7.2,14.1,8.8,27.6
2025-05-26 14:00:00Z,,11.6,17.0,8.8,30.6
2025-05-26 15:00:00Z,,15.2,17.0,11.7,34.9
2025-05-26 16:00:00Z,,10.8,17.3,9.0,31.3
2025-05-26 17:00:00Z,,7.8,13.4,8.7,26.6
2025-05-26 18:00:00Z,,8.9,15.4,5.7,24.3
2025-05-26 19:00:00Z,,7.0,19.9,8.8,33.4
2025-05-26 20:00:00Z,,5.9,17.0,6.1,26.3
2025-05-26 21:00:00Z,,12.9,27.2,4.3,33.8
2025-05-26 22:00:00Z,,9.7,24.2,3.4,29.3
2025-05-26 23:00:00Z,,11.6,14.7,3.4,19.9
2025-05-27 00:00:00Z,,9.6,8.7,2.1,11.8
2025-05-27 01:00:00Z,,6.7,7.7,2.1,10.9
2025-05-27 02:00:00Z,,8.6,7.0,1.4,9.2
2025-05-27 03:00:00Z,,5.8,6.0,1.1,7.8
2025-05-27 04:00:00Z,,7.5,8.7,2.3,12.3
2025-05-27 05:00:00Z,,5.5,14.7,4.7,21.9
2025-05-27 06:00:00Z,,7.9,26.2,9.8,41.3
2025-05-27 07:00:00Z,,15.0,30.7,13.8,51.9
2025-05-27 08:00:00Z,,9.1,24.5,10.0,39.8
2025-05-27 09:00:00Z,,6.9,23.6,14.3,45.5
2025-05-27 10:00:00Z,,6.5,19.8,9.9,35.0
2025-05-27 11:00:00Z,,8.1,20.3,9.8,35.3
2025-05-27 12:00:00Z,,10.3,17.3,10.0,32.6
2025-05-27 13:00:00Z,,8.8,15.6,9.1,29.6
2025-05-27 14:00:00Z,,9.8,18.5,8.0,30.7
2025-05-27 15:00:00Z,,8.7,20.1,9.4,34.5
2025-05-27 16:00:00Z,,6.6,15.8,7.7,27.6
2025-05-27 17:00:00Z,,9.2,17.9,5.9,26.9
2025-05-27 18:00:00Z,,12.9,21.7,9.5,36.4
2025-05-27 19:00:00Z,,9.3,23.0,6.3,32.8
2025-05-27 20:00:00Z,,10.8,17.2,4.3,23.8
2025-05-27 21:00:00Z,,8.0,15.9,3.8,21.7
2025-05-27 22:00:00Z,,8.8,14.8,4.4,21.5
2025-05-27 23:00:00Z,,8.2,10.3,2.6,14.3
2025-05-28 00:00:00Z,,7.0,5.7,3.3,10.7
2025-05-28 01:00:00Z,,8.3,4.3,1.1,6.0
2025-05-28 02:00:00Z,,8.5,5.8,2.4,9.5
2025-05-28 03:00:00Z,,8.5,4.5,1.5,6.8
2025-05-28 04:00:00Z,,7.2,6.9,3.0,11.6
2025-05-28 05:00:00Z,,5.8,13.2,3.6,18.8
2025-05-28 06:00:00Z,,8.3,25.1,12.1,43.6
2025-05-28 07:00:00Z,,6.2,23.2,11.0,40.0
2025-05-28 08:00:00Z,,8.8,23.7,13.7,44.7
