,A1:CO,A1:PM10,A1:PM25,A1:NO2,A1:NO,A1:NOX
,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis
,A1,A1,A1,A1,A1,A1
,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,CO,PM10,PM25,NO2,NO,NOX
,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-03-21 14:00:00Z,,61.6,13.7,48.2,40.6,110.4
2025-03-21 15:00:00Z,,68.0,17.9,59.0,46.9,130.8
2025-03-21 16:00:00Z,,58.4,12.1,51.2,36.5,107.2
2025-03-21 17:00:00Z,,55.4,14.4,53.0,36.3,108.6
2025-03-21 18:00:00Z,,73.4,17.1,72.3,60.4,164.9
2025-03-21 19:00:00Z,,57.3,15.9,63.7,57.0,151.0
2025-03-21 20:00:00Z,,50.4,17.5,68.0,60.9,161.4
2025-03-21 21:00:00Z,,36.5,18.4,55.8,38.7,115.2
2025-03-21 22:00:00Z,,46.7,17.4,49.2,32.2,98.5
2025-03-21 23:00:00Z,,43.8,12.8,42.4,21.1,74.8
2025-03-22 00:00:00Z,,40.0,16.9,41.1,23.5,77.1
2025-03-22 01:00:00Z,,42.0,18.3,51.6,45.9,122.0
2025-03-22 02:00:00Z,,43.5,15.7,45.7,32.1,94.7
2025-03-22 03:00:00Z,,29.8,14.5,35.0,21.6,68.1
2025-03-22 04:00:00Z,,27.5,13.4,26.3,20.6,57.9
2025-03-22 05:00:00Z,,19.5,9.2,34.9,39.8,95.8
2025-03-22 06:00:00Z,,17.7,14.9,48.4,42.7,113.7
2025-03-22 07:00:00Z,,28.1,14.1,45.2,46.7,116.7
2025-03-22 08:00:00Z,,23.5,10.7,49.1,52.2,129.2
2025-03-22 09:00:00Z,,21.1,8.5,45.1,39.9,106.2
2025-03-22 10:00:00Z,,25.8,7.0,51.5,50.9,129.4
2025-03-22 11:00:00Z,,19.6,5.9,49.0,53.2,130.6
2025-03-22 12:00:00Z,,14.9,5.5,33.4,31.8,82.2
2025-03-22 13:00:00Z,,15.1,4.2,30.6,20.7,62.4
2025-03-22 14:00:00Z,,14.1,2.8,33.0,20.5,64.5
2025-03-22 15:00:00Z,,13.5,4.2,34.5,21.8,67.9
2025-03-22 16:00:00Z,,12.9,8.7,35.0,19.0,64.0
2025-03-22 17:00:00Z,,16.5,8.7,43.1,23.9,79.8
2025-03-22 18:00:00Z,,21.1,9.5,55.6,33.6,107.1
2025-03-22 19:00:00Z,,22.6,11.6,64.2,39.1,124.1
2025-03-22 20:00:00Z,,25.5,18.1,66.1,68.7,171.4
2025-03-22 21:00:00Z,,19.2,15.1,63.3,62.1,158.5
2025-03-22 22:00:00Z,,15.1,10.4,56.0,31.2,103.9
2025-03-22 23:00:00Z,,17.0,12.1,52.6,30.1,98.7
2025-03-23 00:00:00Z,,18.3,6.7,45.9,24.8,83.9
2025-03-23 01:00:00Z,,9.1,6.3,34.6,16.7,60.0
2025-03-23 02:00:00Z,,9.7,8.4,27.2,10.5,43.1
2025-03-23 03:00:00Z,,7.8,5.3,25.9,13.2,46.1
2025-03-23 04:00:00Z,,5.5,4.8,21.7,8.9,35.4
2025-03-23 05:00:00Z,,10.0,5.6,24.6,13.0,44.5
2025-03-23 06:00:00Z,,8.7,3.2,27.2,14.7,49.7
2025-03-23 07:00:00Z,,14.1,2.2,26.5,15.9,50.9
2025-03-23 08:00:00Z,,15.1,4.8,31.7,25.7,71.1
2025-03-23 09:00:00Z,,13.5,4.2,31.0,26.9,72.2
2025-03-23 10:00:00Z,,9.8,7.4,35.9,30.8,83.1
2025-03-23 11:00:00Z,,17.6,7.6,42.1,56.9,129.2
2025-03-23 12:00:00Z,,17.4,6.6,42.8,73.7,155.8
2025-03-23 13:00:00Z,,17.5,5.8,43.6,56.6,130.4
2025-03-23 14:00:00Z,,11.7,4.5,39.2,33.1,89.8
2025-03-23 15:00:00Z,,18.9,12.2,52.9,72.4,164.0
2025-03-23 16:00:00Z,,20.8,10.3,56.0,95.5,202.5
2025-03-23 17:00:00Z,,15.0,7.6,57.9,71.2,167.0
2025-03-23 18:00:00Z,,31.5,7.6,73.5,74.6,187.8
2025-03-23 19:00:00Z,,20.7,10.8,67.5,50.2,144.5
2025-03-23 20:00:00Z,,24.8,9.1,65.6,51.0,143.8
2025-03-23 21:00:00Z,,26.0,9.2,59.8,48.3,133.8
2025-03-23 22:00:00Z,,18.5,12.4,60.1,82.1,185.8
2025-03-23 23:00:00Z,,14.9,10.5,66.7,93.6,210.2
2025-03-24 00:00:00Z,,33.7,10.0,67.8,106.7,231.5
2025-03-24 01:00:00Z,,23.3,10.2,65.3,48.7,140.0
2025-03-24 02:00:00Z,,25.8,15.2,54.9,36.8,111.3
2025-03-24 03:00:00Z,,24.1,16.7,49.4,45.0,118.4
2025-03-24 04:00:00Z,,28.5,17.2,49.3,54.1,132.2
2025-03-24 05:00:00Z,,31.9,19.9,58.1,93.7,201.7
2025-03-24 06:00:00Z,,39.0,18.8,58.8,136.9,268.7
2025-03-24 07:00:00Z,,44.5,22.8,58.6,158.1,301.2
2025-03-24 08:00:00Z,,43.5,18.7,57.1,119.6,240.6
2025-03-24 09:00:00Z,,43.8,21.9,55.4,119.2,238.2
2025-03-24 10:00:00Z,,35.1,12.8,53.4,97.0,202.0
2025-03-24 11:00:00Z,,30.5,8.7,45.7,70.4,153.5
2025-03-24 12:00:00Z,,29.9,9.8,49.2,54.5,132.5
2025-03-24 13:00:00Z,,55.7,21.1,64.5,102.2,222.7
2025-03-24 14:00:00Z,,52.1,16.5,73.9,114.8,249.8
2025-03-24 15:00:00Z,,35.6,13.6,61.1,79.9,184.9
2025-03-24 16:00:00Z,,21.7,11.2,52.3,57.2,141.2
2025-03-24 17:00:00Z,,37.7,16.4,57.0,80.6,180.4
2025-03-24 18:00:00Z,,26.0,13.4,47.2,56.1,134.1
2025-03-24 19:00:00Z,,27.5,14.6,42.0,41.8,106.5
2025-03-24 20:00:00Z,,36.8,23.6,47.5,49.1,122.9
2025-03-24 21:00:00Z,,48.8,38.1,44.3,49.7,120.1
2025-03-24 22:00:00Z,,51.5,39.9,32.1,30.3,79.5
2025-03-24 23:00:00Z,,49.9,37.4,25.4,20.0,55.8
2025-03-25 00:00:00Z,,46.2,38.8,22.8,16.6,48.5
2025-03-25 01:00:00Z,,44.7,38.3,18.1,11.7,36.2
2025-03-25 02:00:00Z,,48.0,37.3,16.2,9.2,30.2
2025-03-25 03:00:00Z,,49.2,38.6,15.2,11.6,33.2
2025-03-25 04:00:00Z,,46.6,39.3,18.1,16.0,42.6
2025-03-25 05:00:00Z,,49.9,41.2,32.6,29.0,77.0
2025-03-25 06:00:00Z,,49.5,35.2,36.5,46.3,107.5
2025-03-25 07:00:00Z,,66.2,43.5,51.7,60.1,143.8
2025-03-25 08:00:00Z,,60.9,41.1,55.5,67.3,158.7
2025-03-25 09:00:00Z,,62.1,37.9,52.5,61.4,146.6
2025-03-25 10:00:00Z,,60.7,35.3,42.9,54.2,125.9
2025-03-25 11:00:00Z,,51.3,35.6,45.2,53.7,127.5
2025-03-25 12:00:00Z,,57.7,28.6,39.8,53.9,122.4
2025-03-25 13:00:00Z,,61.1,32.2,46.9,72.3,157.8
2025-03-25 14:00:00Z,,45.0,28.9,41.2,56.8,128.2
2025-03-25 15:00:00Z,,41.7,26.5,39.0,47.7,112.2
2025-03-25 16:00:00Z,,37.4,22.4,41.2,53.5,123.2
2025-03-25 17:00:00Z,,34.5,25.2,45.2,50.5,122.7
2025-03-25 18:00:00Z,,44.6,28.6,39.1,32.6,89.0
2025-03-25 19:00:00Z,,54.8,33.7,51.2,40.2,112.7
2025-03-25 20:00:00Z,,66.5,42.8,69.2,82.0,194.9
2025-03-25 21:00:00Z,,55.9,37.4,60.2,73.1,172.2
2025-03-25 22:00:00Z,,54.1,44.2,38.6,31.2,86.5
2025-03-25 23:00:00Z,,57.4,39.9,31.1,22.3,65.2
2025-03-26 00:00:00Z,,42.1,30.0,25.4,15.4,49.1
2025-03-26 01:00:00Z,,40.3,28.0,22.2,14.0,43.6
2025-03-26 02:00:00Z,,39.3,26.1,22.0,12.8,41.4
2025-03-26 03:00:00Z,,37.4,26.3,20.8,13.0,40.7
2025-03-26 04:00:00Z,,35.5,28.6,20.7,18.6,49.2
2025-03-26 05:00:00Z,,49.3,27.0,29.5,25.7,68.9
2025-03-26 06:00:00Z,,46.8,32.0,41.5,57.8,130.1
2025-03-26 07:00:00Z,,59.4,30.1,48.1,76.7,165.7
2025-03-26 08:00:00Z,,44.8,29.2,48.0,75.2,163.2
2025-03-26 09:00:00Z,,40.4,26.4,45.2,73.8,158.4
2025-03-26 10:00:00Z,,36.8,17.8,42.1,65.0,141.8
2025-03-26 11:00:00Z,,31.8,14.8,45.9,68.5,150.7
2025-03-26 12:00:00Z,,27.3,17.2,39.0,54.4,122.4
2025-03-26 13:00:00Z,,33.9,18.7,38.3,57.4,125.9
2025-03-26 14:00:00Z,,23.8,12.7,40.4,51.3,119.1
2025-03-26 15:00:00Z,,21.9,13.5,40.5,43.7,107.5
2025-03-26 16:00:00Z,,25.6,15.1,42.1,39.9,103.4
2025-03-26 17:00:00Z,,31.8,15.0,42.9,34.1,95.2
2025-03-26 18:00:00Z,,35.5,20.7,55.6,45.1,124.8
2025-03-26 19:00:00Z,,34.6,18.5,48.3,31.5,96.6
2025-03-26 20:00:00Z,,34.8,18.9,49.1,41.2,112.2
2025-03-26 21:00:00Z,,31.9,16.9,42.6,31.7,91.3
2025-03-26 22:00:00Z,,33.6,21.2,42.8,38.6,101.9
2025-03-26 23:00:00Z,,29.5,21.6,40.1,26.3,80.5
2025-03-27 00:00:00Z,,30.3,19.7,38.5,21.7,71.8
2025-03-27 01:00:00Z,,30.0,16.2,34.3,24.8,72.2
2025-03-27 02:00:00Z,,26.1,16.5,31.9,21.0,64.0
2025-03-27 03:00:00Z,,33.5,24.6,28.2,19.3,57.9
2025-03-27 04:00:00Z,,27.5,17.4,31.2,19.5,60.9
2025-03-27 05:00:00Z,,46.3,23.6,51.2,77.7,170.3
2025-03-27 06:00:00Z,,48.2,26.4,56.6,105.0,217.5
2025-03-27 07:00:00Z,,47.4,27.0,50.7,105.4,212.3
2025-03-27 08:00:00Z,,51.2,27.0,49.1,108.3,215.2
2025-03-27 09:00:00Z,,61.0,24.3,46.4,90.3,184.8
2025-03-27 10:00:00Z,,45.0,20.3,42.5,66.6,144.7
2025-03-27 11:00:00Z,,55.5,20.3,39.8,52.7,120.7
2025-03-27 12:00:00Z,,36.4,19.7,37.9,42.3,102.6
2025-03-27 13:00:00Z,,38.3,20.0,37.9,44.0,105.4
2025-03-27 14:00:00Z,,32.9,16.1,40.5,37.0,97.3
2025-03-27 15:00:00Z,,29.5,18.2,44.7,34.0,96.8
2025-03-27 16:00:00Z,,40.3,21.3,51.6,39.7,112.5
2025-03-27 17:00:00Z,,40.7,22.7,50.5,33.4,101.6
2025-03-27 18:00:00Z,,32.7,21.6,50.2,37.3,107.5
2025-03-27 19:00:00Z,,39.2,24.1,59.8,33.1,110.6
2025-03-27 20:00:00Z,,63.5,,66.3,38.9,126.0
2025-03-27 21:00:00Z,,,,66.6,36.6,122.8
2025-03-27 22:00:00Z,,56.2,37.5,55.5,39.0,115.3
2025-03-27 23:00:00Z,,57.2,34.1,60.1,29.0,104.7
2025-03-28 00:00:00Z,,52.9,32.1,60.6,48.7,135.3
2025-03-28 01:00:00Z,,48.3,33.0,50.5,35.0,104.1
2025-03-28 02:00:00Z,,42.1,33.5,35.6,29.1,80.2
2025-03-28 03:00:00Z,,46.8,33.6,37.7,29.3,82.6
2025-03-28 04:00:00Z,,54.3,32.3,46.3,58.7,136.5
2025-03-28 05:00:00Z,,57.0,31.7,54.1,87.1,187.6
2025-03-28 06:00:00Z,,49.0,30.4,51.5,103.6,210.0
2025-03-28 07:00:00Z,,37.2,13.2,46.1,90.4,184.7
2025-03-28 08:00:00Z,,28.0,8.6,42.8,68.0,147.0
2025-03-28 09:00:00Z,,29.6,9.8,50.5,96.7,198.6
2025-03-28 10:00:00Z,,41.0,18.0,57.1,112.9,230.2
2025-03-28 11:00:00Z,,39.7,14.8,50.9,97.8,200.9
2025-03-28 12:00:00Z,,28.6,13.6,42.8,64.9,142.3
2025-03-28 13:00:00Z,,37.2,16.0,45.6,62.3,141.1
2025-03-28 14:00:00Z,,30.3,13.0,51.7,79.2,173.1
2025-03-28 15:00:00Z,,33.4,13.0,58.5,94.2,202.9
2025-03-28 16:00:00Z,,31.9,13.3,57.8,106.5,221.2
2025-03-28 17:00:00Z,,18.4,13.7,58.6,120.5,243.4
2025-03-28 18:00:00Z,,25.3,15.1,56.8,105.7,218.8
2025-03-28 19:00:00Z,,27.4,9.4,44.1,54.7,127.8
2025-03-28 20:00:00Z,,32.8,18.2,61.6,95.5,208.1
2025-03-28 21:00:00Z,,38.9,23.0,58.0,83.1,185.3
2025-03-28 22:00:00Z,,27.2,11.6,45.5,61.6,139.9
2025-03-28 23:00:00Z,,23.6,10.3,34.1,38.9,93.8
2025-03-29 00:00:00Z,,27.8,7.1,33.2,38.6,92.4
2025-03-29 01:00:00Z,,22.0,7.2,28.0,24.8,65.9
2025-03-29 02:00:00Z,,16.5,8.2,26.1,23.3,61.8
2025-03-29 03:00:00Z,,20.1,4.9,22.5,16.0,47.0
2025-03-29 04:00:00Z,,17.8,5.4,21.3,13.4,41.8
2025-03-29 05:00:00Z,,21.5,9.8,29.9,25.9,69.6
2025-03-29 06:00:00Z,,20.4,11.5,38.4,38.3,97.2
2025-03-29 07:00:00Z,,21.0,11.2,35.9,34.1,88.2
2025-03-29 08:00:00Z,,20.9,8.6,32.7,31.1,80.3
2025-03-29 09:00:00Z,,28.2,7.8,34.4,34.5,87.2
2025-03-29 10:00:00Z,,20.6,7.2,31.7,34.6,84.7
2025-03-29 11:00:00Z,,20.8,8.4,35.4,37.3,92.5
2025-03-29 12:00:00Z,,16.6,7.8,29.1,29.3,74.1
2025-03-29 13:00:00Z,,16.0,7.0,28.5,31.9,77.5
2025-03-29 14:00:00Z,,12.5,4.3,30.8,35.4,85.1
2025-03-29 15:00:00Z,,12.0,9.2,29.8,34.2,82.2
2025-03-29 16:00:00Z,,14.8,8.8,42.1,39.4,103.6
2025-03-29 17:00:00Z,,19.2,8.3,38.4,35.7,91.6
2025-03-29 18:00:00Z,,19.5,10.3,41.8,43.3,108.2
2025-03-29 19:00:00Z,,21.5,11.3,46.4,35.7,101.0
2025-03-29 20:00:00Z,,27.4,16.6,57.4,41.6,121.6
2025-03-29 21:00:00Z,,25.8,16.2,61.2,38.4,119.0
2025-03-29 22:00:00Z,,41.6,22.8,73.6,110.0,242.3
2025-03-29 23:00:00Z,,44.1,26.6,72.0,111.6,242.5
2025-03-30 00:00:00Z,,38.4,26.2,72.3,120.3,257.5
2025-03-30 01:00:00Z,,33.9,21.0,67.3,95.7,213.6
2025-03-30 02:00:00Z,,25.2,15.6,58.7,61.6,153.0
2025-03-30 03:00:00Z,,19.6,10.1,47.1,56.9,133.4
2025-03-30 04:00:00Z,,24.6,16.4,48.3,61.5,143.6
2025-03-30 05:00:00Z,,23.4,9.7,52.6,59.9,144.7
2025-03-30 06:00:00Z,,20.6,5.5,42.3,35.1,96.0
2025-03-30 07:00:00Z,,18.3,3.8,34.7,36.8,91.0
2025-03-30 08:00:00Z,,19.9,10.0,41.9,59.5,133.1
2025-03-30 09:00:00Z,,16.6,10.4,44.4,70.6,152.7
2025-03-30 10:00:00Z,,17.9,8.6,35.5,56.2,121.7
2025-03-30 11:00:00Z,,20.3,8.6,38.2,64.4,136.8
2025-03-30 12:00:00Z,,15.5,7.6,31.8,49.0,106.8
2025-03-30 13:00:00Z,,20.8,7.9,36.8,59.5,128.0
2025-03-30 14:00:00Z,,15.9,7.0,30.0,42.8,95.5
2025-03-30 15:00:00Z,,16.1,8.5,28.6,37.8,86.4
2025-03-30 16:00:00Z,,16.5,9.2,30.3,35.6,84.5
2025-03-30 17:00:00Z,,18.2,8.4,34.7,41.0,97.5
2025-03-30 18:00:00Z,,21.8,6.9,32.2,33.9,84.1
2025-03-30 19:00:00Z,,22.9,15.3,31.8,24.8,69.8
2025-03-30 20:00:00Z,,29.7,14.4,42.1,33.4,93.2
2025-03-30 21:00:00Z,,29.1,12.3,46.7,43.8,113.9
2025-03-30 22:00:00Z,,30.0,19.3,49.6,46.8,121.4
2025-03-30 23:00:00Z,,37.2,21.7,56.3,67.8,160.0
2025-03-31 00:00:00Z,,33.9,13.8,48.9,55.3,133.6
2025-03-31 01:00:00Z,,28.7,15.1,34.9,32.8,85.0
2025-03-31 02:00:00Z,,27.6,9.6,32.9,28.6,76.7
2025-03-31 03:00:00Z,,26.8,13.9,36.0,33.3,87.1
2025-03-31 04:00:00Z,,47.5,12.6,53.4,94.8,198.6
2025-03-31 05:00:00Z,,62.1,17.8,65.6,157.8,307.6
2025-03-31 06:00:00Z,,91.5,19.3,68.8,185.5,353.1
2025-03-31 07:00:00Z,,53.4,16.2,61.3,123.0,249.8
2025-03-31 08:00:00Z,,39.2,11.0,49.1,58.9,139.4
2025-03-31 09:00:00Z,,36.7,14.2,40.4,46.7,112.0
2025-03-31 10:00:00Z,,38.5,12.4,40.8,54.0,123.6
2025-03-31 11:00:00Z,,34.3,13.3,35.7,41.9,99.9
2025-03-31 12:00:00Z,,32.4,10.4,41.7,43.9,109.0
2025-03-31 13:00:00Z,,32.1,10.0,39.3,38.8,98.8
2025-03-31 14:00:00Z,,32.2,9.2,39.9,36.0,95.0
2025-03-31 15:00:00Z,,28.5,14.8,42.1,37.0,98.8
2025-03-31 16:00:00Z,,29.3,10.7,46.6,37.5,104.0
2025-03-31 17:00:00Z,,28.2,8.8,48.1,33.5,99.4
2025-03-31 18:00:00Z,,25.1,11.5,45.0,24.1,81.9
2025-03-31 19:00:00Z,,28.3,17.8,53.8,24.4,91.2
2025-03-31 20:00:00Z,,34.0,13.4,51.8,23.4,87.7
2025-03-31 21:00:00Z,,25.8,14.4,46.0,22.8,80.9
2025-03-31 22:00:00Z,,28.9,11.9,36.8,11.9,55.1
2025-03-31 23:00:00Z,,26.2,12.9,38.9,12.4,58.0
2025-04-01 00:00:00Z,,24.7,12.3,32.2,9.6,46.8
2025-04-01 01:00:00Z,,32.2,10.2,27.7,12.3,46.5
2025-04-01 02:00:00Z,,27.9,14.9,28.6,8.8,42.0
2025-04-01 03:00:00Z,,22.5,17.2,31.1,9.9,46.2
2025-04-01 04:00:00Z,,43.3,15.5,51.8,34.6,104.7
2025-04-01 05:00:00Z,,44.0,16.2,69.7,74.8,184.3
2025-04-01 06:00:00Z,,44.1,14.2,75.1,87.1,208.6
2025-04-01 07:00:00Z,,48.1,16.7,66.5,75.0,181.6
2025-04-01 08:00:00Z,,41.8,15.2,49.6,62.8,145.9
2025-04-01 09:00:00Z,,43.2,8.5,35.3,37.7,93.0
2025-04-01 10:00:00Z,,31.9,12.3,32.5,33.5,83.9
2025-04-01 11:00:00Z,,23.6,9.0,31.7,31.2,79.5
2025-04-01 12:00:00Z,,35.9,7.0,34.6,33.3,85.7
2025-04-01 13:00:00Z,,37.6,8.0,32.3,27.6,74.6
2025-04-01 14:00:00Z,,33.4,5.3,35.8,29.9,81.5
2025-04-01 15:00:00Z,,36.0,6.1,33.0,26.2,73.1
2025-04-01 16:00:00Z,,37.8,7.2,31.1,20.8,62.9
2025-04-01 17:00:00Z,,31.2,6.8,32.8,20.2,63.8
2025-04-01 18:00:00Z,,23.7,3.7,33.7,17.8,61.1
2025-04-01 19:00:00Z,,16.3,5.4,40.5,19.3,70.1
2025-04-01 20:00:00Z,,9.4,6.1,36.8,14.9,59.6
2025-04-01 21:00:00Z,,16.1,5.5,27.9,9.6,42.6
2025-04-01 22:00:00Z,,10.1,6.3,23.0,7.8,34.9
2025-04-01 23:00:00Z,,10.3,4.9,18.2,8.1,30.7
2025-04-02 00:00:00Z,,15.5,4.9,16.7,4.8,24.1
2025-04-02 01:00:00Z,,10.1,5.1,15.4,3.7,21.0
2025-04-02 02:00:00Z,,12.1,6.9,18.4,4.8,25.8
2025-04-02 03:00:00Z,,13.1,5.0,20.1,6.4,30.0
2025-04-02 04:00:00Z,,19.6,10.6,38.6,20.2,69.5
2025-04-02 05:00:00Z,,32.2,11.6,57.3,45.0,126.3
2025-04-02 06:00:00Z,,32.6,12.6,59.2,56.6,146.0
2025-04-02 07:00:00Z,,31.1,9.2,49.4,48.2,123.4
2025-04-02 08:00:00Z,,35.9,8.9,42.5,41.3,106.0
2025-04-02 09:00:00Z,,31.2,7.0,31.8,33.4,83.2
2025-04-02 10:00:00Z,,56.3,7.1,30.4,31.2,78.1
2025-04-02 11:00:00Z,,24.1,8.4,31.1,30.7,78.2
2025-04-02 12:00:00Z,,32.2,9.3,31.2,30.4,77.9
2025-04-02 13:00:00Z,,27.7,6.6,36.1,32.9,86.6
2025-04-02 14:00:00Z,,30.9,6.8,39.6,31.4,87.6
2025-04-02 15:00:00Z,,27.0,5.5,38.2,25.7,77.7
2025-04-02 16:00:00Z,,24.3,6.7,44.4,32.3,93.9
2025-04-02 17:00:00Z,,17.8,7.4,44.5,24.2,81.6
2025-04-02 18:00:00Z,,21.7,7.7,34.1,12.6,53.5
2025-04-02 19:00:00Z,,25.5,7.3,36.5,9.7,51.4
2025-04-02 20:00:00Z,,25.1,14.3,47.5,19.6,77.4
2025-04-02 21:00:00Z,,30.8,18.1,60.1,26.9,101.4
2025-04-02 22:00:00Z,,31.5,21.5,65.0,20.8,96.9
2025-04-02 23:00:00Z,,27.8,11.2,48.3,23.8,84.8
2025-04-03 00:00:00Z,,30.3,17.0,43.5,19.2,72.9
2025-04-03 01:00:00Z,,25.6,11.3,41.9,18.6,70.5
2025-04-03 02:00:00Z,,31.1,15.6,39.8,13.6,60.6
2025-04-03 03:00:00Z,,22.0,16.8,36.9,16.4,61.9
2025-04-03 04:00:00Z,,42.0,16.3,60.3,40.3,122.0
2025-04-03 05:00:00Z,,49.2,18.6,77.4,88.1,212.5
2025-04-03 06:00:00Z,,64.5,19.5,85.5,157.9,327.6
2025-04-03 07:00:00Z,,56.7,15.9,76.4,118.3,257.7
2025-04-03 08:00:00Z,,49.1,13.5,65.5,95.3,211.6
2025-04-03 09:00:00Z,,44.4,11.5,49.5,53.4,131.4
2025-04-03 10:00:00Z,,37.8,6.4,35.1,27.2,76.8
2025-04-03 11:00:00Z,,24.5,4.7,28.2,20.1,58.9
2025-04-03 12:00:00Z,,24.2,4.2,31.1,22.4,65.5
2025-04-03 13:00:00Z,,32.2,3.9,31.0,21.6,64.1
2025-04-03 14:00:00Z,,23.7,4.2,34.9,22.4,69.1
2025-04-03 15:00:00Z,,27.1,2.6,37.5,22.1,71.2
2025-04-03 16:00:00Z,,22.4,5.7,45.0,26.7,86.0
2025-04-03 17:00:00Z,,20.4,9.3,45.7,22.7,80.0
2025-04-03 18:00:00Z,,21.6,6.5,50.2,20.3,81.4
2025-04-03 19:00:00Z,,25.6,6.6,61.5,22.0,94.6
2025-04-03 20:00:00Z,,20.5,8.6,54.9,15.8,79.4
2025-04-03 21:00:00Z,,27.6,9.1,62.4,15.3,85.6
2025-04-03 22:00:00Z,,35.1,8.2,63.4,22.3,97.8
2025-04-03 23:00:00Z,,28.8,11.5,59.9,32.7,109.8
2025-04-04 00:00:00Z,,31.3,9.7,47.7,18.1,75.2
2025-04-04 01:00:00Z,,23.1,9.8,45.7,25.4,84.7
2025-04-04 02:00:00Z,,20.3,11.7,42.4,23.5,78.1
2025-04-04 03:00:00Z,,24.6,8.4,47.9,25.1,86.1
2025-04-04 04:00:00Z,,45.7,14.0,63.4,43.4,129.4
2025-04-04 05:00:00Z,,44.1,13.9,81.1,76.0,198.6
2025-04-04 06:00:00Z,,68.4,13.7,83.4,106.5,246.8
2025-04-04 07:00:00Z,,71.6,18.5,76.7,92.1,219.0
2025-04-04 08:00:00Z,,59.6,15.0,79.0,109.6,247.1
2025-04-04 09:00:00Z,,58.5,14.2,54.5,53.9,137.3
2025-04-04 10:00:00Z,,59.1,11.3,48.7,44.8,116.9
2025-04-04 11:00:00Z,,33.2,11.6,42.9,31.1,90.6
2025-04-04 12:00:00Z,,37.3,9.4,41.9,29.1,86.6
2025-04-04 13:00:00Z,,61.2,10.2,46.8,35.1,100.7
2025-04-04 14:00:00Z,,25.6,8.1,39.2,21.1,71.6
2025-04-04 15:00:00Z,,21.1,4.8,46.2,23.8,82.6
2025-04-04 16:00:00Z,,24.5,3.7,58.5,28.3,101.9
2025-04-04 17:00:00Z,,23.0,7.7,48.8,17.5,75.5
2025-04-04 18:00:00Z,,24.9,9.0,54.2,19.3,83.9
2025-04-04 19:00:00Z,,29.6,10.1,94.1,37.6,151.9
2025-04-04 20:00:00Z,,32.4,17.4,103.2,38.4,162.1
2025-04-04 21:00:00Z,,38.3,16.5,111.3,54.4,194.6
2025-04-04 22:00:00Z,,64.0,41.0,107.3,50.4,184.6
2025-04-04 23:00:00Z,,39.2,19.1,97.8,46.2,168.6
2025-04-05 00:00:00Z,,41.5,10.2,95.4,49.6,171.4
2025-04-05 01:00:00Z,,33.9,18.1,86.3,39.4,146.7
2025-04-05 02:00:00Z,,26.7,14.7,57.1,14.4,79.2
2025-04-05 03:00:00Z,,27.8,14.2,67.4,33.8,119.2
2025-04-05 04:00:00Z,,24.9,11.5,62.0,33.2,112.8
2025-04-05 05:00:00Z,,32.3,13.7,66.6,37.6,124.3
2025-04-05 06:00:00Z,,30.5,11.1,73.0,52.0,152.7
2025-04-05 07:00:00Z,,34.8,14.7,61.0,48.5,135.4
2025-04-05 08:00:00Z,,32.5,13.4,51.9,47.0,124.0
2025-04-05 09:00:00Z,,32.1,11.2,53.7,43.2,119.8
2025-04-05 10:00:00Z,,26.7,9.6,58.1,49.4,133.9
2025-04-05 11:00:00Z,,23.7,8.0,58.0,45.2,127.3
2025-04-05 12:00:00Z,,26.5,12.9,50.0,32.8,100.3
2025-04-05 13:00:00Z,,26.9,8.3,50.8,30.9,98.2
2025-04-05 14:00:00Z,,15.4,8.4,58.5,33.1,109.2
2025-04-05 15:00:00Z,,22.0,8.7,56.5,31.4,104.7
2025-04-05 16:00:00Z,,19.5,7.1,57.8,27.0,99.3
2025-04-05 17:00:00Z,,21.3,6.9,64.8,27.8,107.4
2025-04-05 18:00:00Z,,19.3,9.1,71.2,26.1,111.3
2025-04-05 19:00:00Z,,36.0,16.9,93.1,42.6,158.4
2025-04-05 20:00:00Z,,38.5,18.9,73.4,26.2,113.7
2025-04-05 21:00:00Z,,32.5,13.2,65.8,23.5,101.9
2025-04-05 22:00:00Z,,35.5,14.0,49.3,21.5,82.2
2025-04-05 23:00:00Z,,34.8,15.6,47.7,19.5,77.4
2025-04-06 00:00:00Z,,32.9,12.6,46.0,18.1,73.7
2025-04-06 01:00:00Z,,25.9,13.7,41.0,14.4,63.1
2025-04-06 02:00:00Z,,29.7,11.7,28.5,8.9,42.1
2025-04-06 03:00:00Z,,24.2,10.2,27.1,10.5,43.2
2025-04-06 04:00:00Z,,21.6,11.1,32.2,17.1,58.5
2025-04-06 05:00:00Z,,24.0,9.5,38.0,19.7,68.2
2025-04-06 06:00:00Z,,21.5,8.1,33.6,18.5,61.9
2025-04-06 07:00:00Z,,22.6,9.9,35.3,24.7,73.1
2025-04-06 08:00:00Z,,25.9,9.1,34.1,29.2,78.8
2025-04-06 09:00:00Z,,22.2,5.9,29.8,25.4,68.7
2025-04-06 10:00:00Z,,28.3,5.1,29.9,24.7,67.8
