,A1:CO,A1:PM10,A1:PM25,A1:NO2,A1:NO,A1:NOX
,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis
,A1,A1,A1,A1,A1,A1
,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,CO,PM10,PM25,NO2,NO,NOX
,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-04-25 02:00:00Z,,22.5,12.9,27.1,10.1,42.6
2025-04-25 03:00:00Z,,24.5,11.9,25.3,15.3,49.0
2025-04-25 04:00:00Z,,25.6,14.0,31.3,29.6,76.7
2025-04-25 05:00:00Z,,26.1,17.6,41.3,46.0,111.9
2025-04-25 06:00:00Z,,54.0,22.6,62.0,110.3,231.0
2025-04-25 07:00:00Z,,52.1,21.7,54.1,70.2,161.7
2025-04-25 08:00:00Z,,50.7,24.5,47.4,56.0,133.3
2025-04-25 09:00:00Z,,45.5,24.5,42.5,49.7,118.5
2025-04-25 10:00:00Z,,39.5,20.2,51.3,55.7,136.6
2025-04-25 11:00:00Z,,35.9,18.0,48.3,42.6,113.5
2025-04-25 12:00:00Z,,35.6,16.6,53.9,47.9,127.3
2025-04-25 13:00:00Z,,27.3,17.2,59.3,48.9,134.2
2025-04-25 14:00:00Z,,35.8,16.2,65.5,53.4,147.6
2025-04-25 15:00:00Z,,28.1,15.4,69.0,57.5,157.0
2025-04-25 16:00:00Z,,27.2,16.6,64.3,48.0,137.9
2025-04-25 17:00:00Z,,32.2,19.4,67.5,47.7,140.6
2025-04-25 18:00:00Z,,30.6,17.6,65.8,43.5,132.5
2025-04-25 19:00:00Z,,26.3,15.8,67.6,36.7,123.9
2025-04-25 20:00:00Z,,39.6,22.4,79.3,40.4,141.2
2025-04-25 21:00:00Z,,,,84.1,50.3,161.2
2025-04-25 22:00:00Z,,,,79.0,49.6,155.2
2025-04-25 23:00:00Z,,37.2,23.4,66.0,39.8,127.1
2025-04-26 00:00:00Z,,33.6,23.7,57.6,27.9,100.4
2025-04-26 01:00:00Z,,31.8,20.9,53.5,22.9,88.5
2025-04-26 02:00:00Z,,,,40.0,15.9,64.3
2025-04-26 03:00:00Z,,,,33.9,16.1,58.6
2025-04-26 04:00:00Z,,32.3,22.7,46.5,33.7,98.1
2025-04-26 05:00:00Z,,41.5,27.7,50.1,55.6,135.2
2025-04-26 06:00:00Z,,42.7,27.5,42.4,53.2,124.1
2025-04-26 07:00:00Z,,36.5,26.1,34.4,41.4,97.8
2025-04-26 08:00:00Z,,31.2,25.5,30.7,43.9,98.0
2025-04-26 09:00:00Z,,39.3,21.4,33.6,47.5,106.3
2025-04-26 10:00:00Z,,34.6,21.2,34.9,46.8,106.7
2025-04-26 11:00:00Z,,31.2,17.6,33.3,32.6,83.2
2025-04-26 12:00:00Z,,28.7,10.1,39.7,33.3,90.7
2025-04-26 13:00:00Z,,25.7,12.0,49.0,33.4,100.2
2025-04-26 14:00:00Z,,22.6,9.7,54.7,38.8,114.1
2025-04-26 15:00:00Z,,26.8,9.6,62.8,39.8,123.8
2025-04-26 16:00:00Z,,28.0,9.5,67.3,41.2,130.4
2025-04-26 17:00:00Z,,29.3,16.9,63.5,39.6,124.3
2025-04-26 18:00:00Z,,31.1,13.1,64.1,35.0,117.7
2025-04-26 19:00:00Z,,31.7,23.4,74.6,38.1,132.9
2025-04-26 20:00:00Z,,28.7,20.6,63.6,25.2,102.2
2025-04-26 21:00:00Z,,31.3,20.1,61.1,21.1,93.3
2025-04-26 22:00:00Z,,35.7,22.9,73.1,38.2,131.7
2025-04-26 23:00:00Z,,38.9,20.4,77.5,61.1,171.0
2025-04-27 00:00:00Z,,40.6,24.0,59.9,39.7,120.7
2025-04-27 01:00:00Z,,41.9,29.9,45.7,36.7,101.9
2025-04-27 02:00:00Z,,52.4,34.8,35.6,21.6,68.8
2025-04-27 03:00:00Z,,46.4,35.0,26.6,15.9,51.2
2025-04-27 04:00:00Z,,48.0,34.6,30.1,15.8,54.3
2025-04-27 05:00:00Z,,54.5,39.4,31.7,21.8,65.2
2025-04-27 06:00:00Z,,45.6,38.9,32.2,23.5,68.3
2025-04-27 07:00:00Z,,47.4,41.0,31.4,37.8,88.7
2025-04-27 08:00:00Z,,48.3,38.6,30.4,38.3,89.2
2025-04-27 09:00:00Z,,40.7,27.9,30.6,46.7,102.2
2025-04-27 10:00:00Z,,35.4,26.3,33.4,51.3,111.9
2025-04-27 11:00:00Z,,30.9,15.1,33.6,31.1,81.3
2025-04-27 12:00:00Z,,28.9,12.6,37.1,28.3,80.5
2025-04-27 13:00:00Z,,23.5,10.9,38.3,20.6,69.9
2025-04-27 14:00:00Z,,29.9,12.0,40.2,20.4,71.5
2025-04-27 15:00:00Z,,24.5,10.5,42.1,18.8,70.9
2025-04-27 16:00:00Z,,22.3,11.2,42.5,16.4,67.6
2025-04-27 17:00:00Z,,22.1,11.3,53.8,17.6,80.7
2025-04-27 18:00:00Z,,28.1,15.9,68.7,22.7,103.6
2025-04-27 19:00:00Z,,27.1,14.5,68.0,21.6,101.1
2025-04-27 20:00:00Z,,35.9,19.5,74.2,18.4,102.4
2025-04-27 21:00:00Z,,36.3,21.7,57.8,19.1,87.2
2025-04-27 22:00:00Z,,43.1,27.7,46.1,14.1,67.8
2025-04-27 23:00:00Z,,32.2,24.2,38.1,11.5,55.7
2025-04-28 00:00:00Z,,28.1,17.6,36.1,9.3,50.4
2025-04-28 01:00:00Z,,29.8,24.1,29.2,7.7,41.0
2025-04-28 02:00:00Z,,26.1,18.0,23.6,17.8,50.9
2025-04-28 03:00:00Z,,35.1,23.1,38.4,20.1,69.1
2025-04-28 04:00:00Z,,42.0,21.5,68.7,36.3,124.3
2025-04-28 05:00:00Z,,45.5,24.4,65.1,72.5,176.2
2025-04-28 06:00:00Z,,53.4,27.6,75.3,87.5,209.3
2025-04-28 07:00:00Z,,63.4,27.4,69.3,81.2,193.8
2025-04-28 08:00:00Z,,60.5,24.1,63.3,81.2,187.8
2025-04-28 09:00:00Z,,43.8,19.6,55.5,57.3,143.3
2025-04-28 10:00:00Z,,45.6,17.0,61.0,55.2,145.7
2025-04-28 11:00:00Z,,35.8,13.8,54.5,35.1,108.3
2025-04-28 12:00:00Z,,27.7,12.0,51.0,31.3,98.9
2025-04-28 13:00:00Z,,26.7,11.3,51.4,27.4,93.4
2025-04-28 14:00:00Z,,30.2,8.3,54.9,30.9,102.3
2025-04-28 15:00:00Z,,28.3,8.2,56.1,27.5,98.1
2025-04-28 16:00:00Z,,25.9,7.7,61.5,29.4,106.6
2025-04-28 17:00:00Z,,34.3,7.1,53.6,17.2,80.0
2025-04-28 18:00:00Z,,20.2,6.6,55.6,14.0,77.0
2025-04-28 19:00:00Z,,26.3,8.0,64.7,13.2,84.8
2025-04-28 20:00:00Z,,34.8,12.1,86.1,21.3,118.8
2025-04-28 21:00:00Z,,38.3,11.9,102.7,38.0,160.8
2025-04-28 22:00:00Z,,32.8,15.8,81.9,20.5,113.1
2025-04-28 23:00:00Z,,32.3,13.0,77.1,18.2,104.8
2025-04-29 00:00:00Z,,35.8,14.2,69.9,15.2,93.3
2025-04-29 01:00:00Z,,27.9,10.9,64.2,11.3,81.5
2025-04-29 02:00:00Z,,30.2,13.1,54.8,11.2,71.9
2025-04-29 03:00:00Z,,29.5,12.2,62.1,18.3,90.1
2025-04-29 04:00:00Z,,31.5,11.2,80.5,33.4,131.8
2025-04-29 05:00:00Z,,45.4,22.4,95.0,76.6,212.0
2025-04-29 06:00:00Z,,52.2,21.4,89.3,76.4,206.5
2025-04-29 07:00:00Z,,53.8,21.3,75.8,79.2,197.3
2025-04-29 08:00:00Z,,51.1,17.7,73.6,71.3,182.8
2025-04-29 09:00:00Z,,54.1,17.0,72.3,61.0,165.9
2025-04-29 10:00:00Z,,54.3,13.5,66.3,43.1,132.2
2025-04-29 11:00:00Z,,43.7,11.1,62.5,39.2,122.8
2025-04-29 12:00:00Z,,37.9,8.7,49.0,21.8,82.4
2025-04-29 13:00:00Z,,36.8,8.4,46.0,19.3,75.6
2025-04-29 14:00:00Z,,32.3,9.4,55.1,24.0,91.9
2025-04-29 15:00:00Z,,36.8,8.8,56.9,21.0,88.9
2025-04-29 16:00:00Z,,29.9,7.4,64.4,22.7,99.3
2025-04-29 17:00:00Z,,26.0,7.6,58.7,17.9,86.1
2025-04-29 18:00:00Z,,24.2,9.3,72.6,22.6,107.1
2025-04-29 19:00:00Z,,24.1,9.9,87.4,20.8,119.3
2025-04-29 20:00:00Z,,32.4,11.0,104.7,26.9,145.8
2025-04-29 21:00:00Z,,34.3,11.6,113.8,39.3,174.2
2025-04-29 22:00:00Z,,40.0,18.0,124.6,71.3,233.9
2025-04-29 23:00:00Z,,65.5,32.4,119.1,57.0,206.5
2025-04-30 00:00:00Z,,50.4,24.7,113.4,49.8,189.8
2025-04-30 01:00:00Z,,37.7,17.2,92.8,30.8,140.0
2025-04-30 02:00:00Z,,35.8,16.8,64.7,21.4,97.5
2025-04-30 03:00:00Z,,34.2,19.3,70.1,22.6,104.6
2025-04-30 04:00:00Z,,36.8,19.8,80.9,34.8,134.2
2025-04-30 05:00:00Z,,36.9,20.4,88.2,53.0,169.4
2025-04-30 06:00:00Z,,48.2,17.8,82.6,57.1,170.2
2025-04-30 07:00:00Z,,,19.0,83.9,86.6,216.8
2025-04-30 08:00:00Z,,,15.6,86.2,80.0,208.7
2025-04-30 09:00:00Z,,,14.3,86.1,75.1,201.2
2025-04-30 10:00:00Z,,,17.6,81.5,52.3,161.6
2025-04-30 11:00:00Z,,37.1,4.8,69.8,32.6,119.6
2025-04-30 12:00:00Z,,31.2,7.8,67.3,28.6,111.4
2025-04-30 13:00:00Z,,26.5,9.8,64.5,32.5,114.1
2025-04-30 14:00:00Z,,28.9,9.8,63.4,26.3,103.4
2025-04-30 15:00:00Z,,29.4,8.8,62.8,22.7,97.9
2025-04-30 16:00:00Z,,31.9,9.6,79.3,28.5,122.9
2025-04-30 17:00:00Z,,24.0,8.3,64.2,19.0,93.0
2025-04-30 18:00:00Z,,18.3,6.1,67.4,20.2,98.5
2025-04-30 19:00:00Z,,24.8,9.3,78.6,19.5,107.8
2025-04-30 20:00:00Z,,34.0,17.6,103.0,31.9,152.3
2025-04-30 21:00:00Z,,55.7,24.5,134.9,77.0,253.1
2025-04-30 22:00:00Z,,48.2,19.7,121.4,42.3,185.9
2025-04-30 23:00:00Z,,44.9,26.2,115.4,41.4,178.8
2025-05-01 00:00:00Z,,43.4,22.5,101.5,27.9,144.1
2025-05-01 01:00:00Z,,35.7,15.9,98.5,24.1,135.4
2025-05-01 02:00:00Z,,28.6,17.1,67.7,10.7,84.4
2025-05-01 03:00:00Z,,25.2,15.5,61.9,9.4,76.3
2025-05-01 04:00:00Z,,23.5,8.9,77.7,14.1,99.2
2025-05-01 05:00:00Z,,31.0,15.8,68.3,18.5,97.0
2025-05-01 06:00:00Z,,27.7,15.6,67.6,31.2,115.2
2025-05-01 07:00:00Z,,32.8,15.9,59.5,34.2,111.5
2025-05-01 08:00:00Z,,39.0,13.6,51.5,28.0,94.3
2025-05-01 09:00:00Z,,28.5,11.0,34.2,15.1,57.3
2025-05-01 10:00:00Z,,27.8,9.6,34.7,17.4,61.4
2025-05-01 11:00:00Z,,20.9,7.7,41.9,23.5,77.9
2025-05-01 12:00:00Z,,28.1,7.2,40.0,20.4,71.2
2025-05-01 13:00:00Z,,28.6,7.9,35.3,17.3,61.9
2025-05-01 14:00:00Z,,26.2,5.8,40.2,24.1,77.1
2025-05-01 15:00:00Z,,28.1,5.5,38.1,16.5,63.4
2025-05-01 16:00:00Z,,22.4,4.0,37.0,11.9,55.2
2025-05-01 17:00:00Z,,25.4,9.2,37.0,11.8,55.1
2025-05-01 18:00:00Z,,19.4,10.7,45.6,14.8,68.3
2025-05-01 19:00:00Z,,28.7,16.4,65.3,38.0,123.7
2025-05-01 20:00:00Z,,34.0,15.7,81.6,68.3,186.3
2025-05-01 21:00:00Z,,26.6,14.0,81.5,28.1,124.5
2025-05-01 22:00:00Z,,31.5,15.6,89.6,41.5,153.2
2025-05-01 23:00:00Z,,33.9,16.2,82.5,26.9,123.8
2025-05-02 00:00:00Z,,34.6,17.2,81.5,28.6,125.5
2025-05-02 01:00:00Z,,26.8,16.8,67.9,33.8,119.6
2025-05-02 02:00:00Z,,29.6,16.1,58.3,20.5,89.8
2025-05-02 03:00:00Z,,35.0,15.9,58.6,32.2,108.0
2025-05-02 04:00:00Z,,52.7,26.7,67.5,85.8,199.0
2025-05-02 05:00:00Z,,,23.5,72.3,116.3,250.6
2025-05-02 06:00:00Z,,,18.3,84.4,163.3,334.7
2025-05-02 07:00:00Z,,,19.3,69.7,93.3,212.8
2025-05-02 08:00:00Z,,,15.5,55.1,59.6,146.3
2025-05-02 09:00:00Z,,41.2,7.1,57.4,76.2,174.1
2025-05-02 10:00:00Z,,37.2,10.7,54.4,51.6,133.4
2025-05-02 11:00:00Z,,42.4,10.0,52.8,31.3,100.8
2025-05-02 12:00:00Z,,29.0,13.4,51.2,28.8,95.3
2025-05-02 13:00:00Z,,30.4,8.3,56.1,30.2,102.4
2025-05-02 14:00:00Z,,26.6,7.5,61.1,26.2,101.3
2025-05-02 15:00:00Z,,28.2,7.4,65.1,28.1,108.1
2025-05-02 16:00:00Z,,28.8,7.3,90.4,45.0,159.4
2025-05-02 17:00:00Z,,33.0,10.6,82.3,35.9,137.4
2025-05-02 18:00:00Z,,30.2,8.1,88.7,34.2,141.1
2025-05-02 19:00:00Z,,37.9,10.0,99.1,35.0,152.7
2025-05-02 20:00:00Z,,42.0,17.5,111.9,42.3,176.8
2025-05-02 21:00:00Z,,42.1,15.6,109.7,49.1,185.0
2025-05-02 22:00:00Z,,53.2,22.7,95.2,50.8,173.1
2025-05-02 23:00:00Z,,43.1,11.3,67.0,43.2,133.1
2025-05-03 00:00:00Z,,,30.4,64.2,37.1,121.0
2025-05-03 01:00:00Z,,47.5,29.3,45.1,13.8,66.2
2025-05-03 02:00:00Z,,38.1,17.3,51.6,10.9,68.2
2025-05-03 03:00:00Z,,37.3,17.8,55.4,15.2,78.6
2025-05-03 04:00:00Z,,45.1,25.9,56.9,18.3,84.8
2025-05-03 05:00:00Z,,45.8,22.5,58.2,23.5,94.3
2025-05-03 06:00:00Z,,53.3,34.7,58.4,28.7,102.2
2025-05-03 07:00:00Z,,53.2,30.8,61.3,37.4,118.6
2025-05-03 08:00:00Z,,49.4,29.8,65.5,62.9,161.9
2025-05-03 09:00:00Z,,63.0,17.2,56.9,81.5,181.9
2025-05-03 10:00:00Z,,51.2,13.6,41.6,53.2,123.1
2025-05-03 11:00:00Z,,47.5,14.9,45.5,52.2,125.6
2025-05-03 12:00:00Z,,53.4,14.6,51.6,71.4,161.0
2025-05-03 13:00:00Z,,56.1,14.8,51.7,65.2,151.7
2025-05-03 14:00:00Z,,55.1,21.8,47.3,34.6,100.4
2025-05-03 15:00:00Z,,46.6,20.0,57.4,36.5,113.3
2025-05-03 16:00:00Z,,40.1,21.0,62.3,41.5,126.0
2025-05-03 17:00:00Z,,46.4,31.3,62.2,44.4,130.3
2025-05-03 18:00:00Z,,49.8,30.6,68.1,46.5,139.4
2025-05-03 19:00:00Z,,41.8,27.6,62.3,43.5,129.1
2025-05-03 20:00:00Z,,32.1,21.9,37.8,18.6,66.2
2025-05-03 21:00:00Z,,27.7,23.7,43.4,20.0,74.0
2025-05-03 22:00:00Z,,35.5,24.0,54.4,28.4,97.8
2025-05-03 23:00:00Z,,52.7,36.1,56.0,38.4,114.8
2025-05-04 00:00:00Z,,32.0,14.7,28.7,12.9,48.5
2025-05-04 01:00:00Z,,32.5,12.7,24.2,10.9,40.9
2025-05-04 02:00:00Z,,29.3,15.0,18.1,8.0,30.3
2025-05-04 03:00:00Z,,29.5,13.1,15.1,6.7,25.3
2025-05-04 04:00:00Z,,22.6,9.4,16.0,7.8,27.9
2025-05-04 05:00:00Z,,23.2,6.9,21.0,11.2,38.0
2025-05-04 06:00:00Z,,14.7,7.5,22.2,12.2,40.9
2025-05-04 07:00:00Z,,20.1,7.2,22.8,14.4,44.4
2025-05-04 08:00:00Z,,,5.9,20.3,14.5,42.6
2025-05-04 09:00:00Z,,,6.9,22.4,16.6,47.8
2025-05-04 10:00:00Z,,,7.5,24.7,17.9,52.1
2025-05-04 11:00:00Z,,,8.9,24.6,17.1,50.9
2025-05-04 12:00:00Z,,,7.8,26.5,21.2,59.0
2025-05-04 13:00:00Z,,,5.4,27.3,21.2,59.4
2025-05-04 14:00:00Z,,,5.9,27.8,18.3,55.8
2025-05-04 15:00:00Z,,,5.3,26.1,19.5,56.0
2025-05-04 16:00:00Z,,,5.7,28.5,22.2,62.5
2025-05-04 17:00:00Z,,,4.5,26.3,16.9,52.3
2025-05-04 18:00:00Z,,,8.6,28.2,17.4,54.8
2025-05-04 19:00:00Z,,,8.7,32.2,19.3,61.9
2025-05-04 20:00:00Z,,,6.2,36.2,18.8,65.1
2025-05-04 21:00:00Z,,23.5,6.2,30.0,15.5,53.8
2025-05-04 22:00:00Z,,22.3,8.7,22.0,9.8,37.0
2025-05-04 23:00:00Z,,24.4,6.4,18.9,7.7,30.6
2025-05-05 00:00:00Z,,15.5,6.3,14.4,5.9,23.4
2025-05-05 01:00:00Z,,17.1,6.6,11.3,3.4,16.6
2025-05-05 02:00:00Z,,11.9,5.5,13.6,4.2,19.8
2025-05-05 03:00:00Z,,16.3,4.6,17.7,9.6,32.3
2025-05-05 04:00:00Z,,18.4,4.8,32.6,25.8,72.2
2025-05-05 05:00:00Z,,26.5,8.9,45.6,50.9,123.4
2025-05-05 06:00:00Z,,20.2,6.3,43.5,63.3,140.5
2025-05-05 07:00:00Z,,42.9,6.8,33.9,50.2,110.9
2025-05-05 08:00:00Z,,49.3,12.0,30.9,44.8,99.7
2025-05-05 09:00:00Z,,37.6,7.6,30.4,53.1,111.9
2025-05-05 10:00:00Z,,30.4,6.7,29.2,35.3,83.3
2025-05-05 11:00:00Z,,36.1,9.8,30.1,35.0,83.7
2025-05-05 12:00:00Z,,38.1,9.5,31.3,36.1,86.6
2025-05-05 13:00:00Z,,41.6,6.9,35.8,35.0,89.4
2025-05-05 14:00:00Z,,34.0,5.0,36.4,31.4,84.4
2025-05-05 15:00:00Z,,31.5,11.6,37.9,33.2,88.8
2025-05-05 16:00:00Z,,30.2,10.1,38.7,32.9,88.8
2025-05-05 17:00:00Z,,31.2,8.2,31.4,25.3,70.3
2025-05-05 18:00:00Z,,26.9,7.0,34.8,24.0,71.6
2025-05-05 19:00:00Z,,25.1,9.8,39.8,22.6,74.3
2025-05-05 20:00:00Z,,24.8,9.9,48.9,29.3,93.8
2025-05-05 21:00:00Z,,22.3,12.2,52.1,29.9,97.8
2025-05-05 22:00:00Z,,24.5,11.1,50.3,25.7,89.6
2025-05-05 23:00:00Z,,27.1,9.0,37.1,18.7,65.8
2025-05-06 00:00:00Z,,24.4,8.2,24.8,11.5,42.2
2025-05-06 01:00:00Z,,23.5,6.9,17.1,8.4,29.9
2025-05-06 02:00:00Z,,26.4,8.0,16.2,5.8,25.2
2025-05-06 03:00:00Z,,22.5,6.8,22.5,11.3,39.8
2025-05-06 04:00:00Z,,28.7,6.2,34.9,28.8,79.2
2025-05-06 05:00:00Z,,23.5,5.3,46.1,51.6,125.3
2025-05-06 06:00:00Z,,22.7,7.3,43.7,54.6,127.3
2025-05-06 07:00:00Z,,32.3,9.6,41.1,49.8,117.4
2025-05-06 08:00:00Z,,45.4,9.7,37.5,52.0,117.2
2025-05-06 09:00:00Z,,38.7,8.4,35.2,54.7,119.1
2025-05-06 10:00:00Z,,40.7,6.3,32.5,40.6,94.6
2025-05-06 11:00:00Z,,38.6,10.6,30.0,33.2,81.0
2025-05-06 12:00:00Z,,57.6,12.0,39.4,41.0,101.8
2025-05-06 13:00:00Z,,38.4,9.1,35.9,35.2,88.8
2025-05-06 14:00:00Z,,49.3,6.3,40.5,33.3,91.5
2025-05-06 15:00:00Z,,43.6,21.8,39.3,30.0,85.0
2025-05-06 16:00:00Z,,35.3,14.7,44.3,31.0,91.6
2025-05-06 17:00:00Z,,29.2,9.7,38.5,22.8,73.5
2025-05-06 18:00:00Z,,32.7,10.2,38.7,21.3,71.3
2025-05-06 19:00:00Z,,34.1,9.1,41.7,20.4,72.9
2025-05-06 20:00:00Z,,35.3,8.3,53.4,23.5,89.2
2025-05-06 21:00:00Z,,36.5,11.7,51.6,24.9,89.0
2025-05-06 22:00:00Z,,33.7,11.4,35.9,19.4,65.4
2025-05-06 23:00:00Z,,20.9,8.6,31.5,16.3,55.8
2025-05-07 00:00:00Z,,17.1,6.7,21.7,9.4,36.0
2025-05-07 01:00:00Z,,20.1,9.0,17.8,6.5,27.8
2025-05-07 02:00:00Z,,19.1,12.4,17.7,6.4,27.7
2025-05-07 03:00:00Z,,24.6,11.3,25.1,12.3,44.5
2025-05-07 04:00:00Z,,25.7,9.8,32.5,22.1,66.5
2025-05-07 05:00:00Z,,22.3,12.5,43.0,44.6,112.6
2025-05-07 06:00:00Z,,25.1,12.7,46.2,54.3,127.7
2025-05-07 07:00:00Z,,28.0,12.8,35.7,40.9,97.0
2025-05-07 08:00:00Z,,33.6,13.4,41.9,47.3,113.8
2025-05-07 09:00:00Z,,28.5,12.6,42.0,45.1,111.1
2025-05-07 10:00:00Z,,40.7,14.2,40.2,49.8,114.8
2025-05-07 11:00:00Z,,40.6,9.7,39.6,48.5,113.6
2025-05-07 12:00:00Z,,37.7,11.2,35.2,33.9,87.1
2025-05-07 13:00:00Z,,,,37.2,42.8,102.7
2025-05-07 14:00:00Z,,,10.0,42.6,41.9,106.8
2025-05-07 15:00:00Z,,30.9,11.1,46.1,36.3,101.6
2025-05-07 16:00:00Z,,30.4,10.3,51.4,42.2,116.0
2025-05-07 17:00:00Z,,36.5,12.1,56.4,35.7,111.1
2025-05-07 18:00:00Z,,38.8,13.6,44.4,30.3,90.7
2025-05-07 19:00:00Z,,35.6,13.6,48.6,31.8,97.3
2025-05-07 20:00:00Z,,35.8,16.2,40.4,26.6,81.1
2025-05-07 21:00:00Z,,33.8,15.6,45.5,21.0,77.7
2025-05-07 22:00:00Z,,40.1,13.4,50.0,28.6,93.9
2025-05-07 23:00:00Z,,36.4,13.7,35.6,15.3,59.0
2025-05-08 00:00:00Z,,33.9,16.6,28.5,12.4,47.4
2025-05-08 01:00:00Z,,32.8,16.0,28.1,9.6,42.8
2025-05-08 02:00:00Z,,31.8,14.1,27.2,7.8,39.1
2025-05-08 03:00:00Z,,34.6,13.7,26.7,8.3,39.4
2025-05-08 04:00:00Z,,30.0,15.1,32.4,13.4,52.9
2025-05-08 05:00:00Z,,37.0,12.3,36.3,23.5,72.4
2025-05-08 06:00:00Z,,38.9,17.3,39.1,37.3,96.3
2025-05-08 07:00:00Z,,35.1,18.8,29.6,27.0,71.0
2025-05-08 08:00:00Z,,35.2,16.0,24.3,23.2,59.8
2025-05-08 09:00:00Z,,41.5,14.1,29.7,31.5,77.9
2025-05-08 10:00:00Z,,42.8,15.4,33.6,34.8,86.9
2025-05-08 11:00:00Z,,51.8,11.7,33.1,25.4,72.2
2025-05-08 12:00:00Z,,37.4,8.9,40.3,30.7,87.2
2025-05-08 13:00:00Z,,24.7,7.4,44.1,28.6,88.0
2025-05-08 14:00:00Z,,30.8,6.1,40.5,26.1,80.6
2025-05-08 15:00:00Z,,27.5,8.4,41.9,28.0,84.8
2025-05-08 16:00:00Z,,22.6,10.5,44.8,24.7,82.7
2025-05-08 17:00:00Z,,23.2,8.5,44.9,21.8,78.3
2025-05-08 18:00:00Z,,22.4,8.9,49.0,20.5,80.4
2025-05-08 19:00:00Z,,31.5,10.3,63.9,27.0,105.3
2025-05-08 20:00:00Z,,29.3,11.8,72.9,26.3,113.3
2025-05-08 21:00:00Z,,31.7,15.7,61.0,20.8,92.8
2025-05-08 22:00:00Z,,37.2,13.5,54.0,18.6,82.6
2025-05-08 23:00:00Z,,62.5,15.1,31.6,12.2,50.4
2025-05-09 00:00:00Z,,32.9,13.2,25.0,7.8,37.0
2025-05-09 01:00:00Z,,30.9,11.3,23.1,5.8,32.0
2025-05-09 02:00:00Z,,25.5,10.4,22.2,7.1,33.1
2025-05-09 03:00:00Z,,28.6,9.6,33.3,12.4,52.2
2025-05-09 04:00:00Z,,34.9,8.4,54.9,30.9,102.2
2025-05-09 05:00:00Z,,34.0,13.9,65.0,45.9,135.3
2025-05-09 06:00:00Z,,43.5,10.7,73.9,71.0,182.5
2025-05-09 07:00:00Z,,42.3,13.0,60.7,53.1,142.1
2025-05-09 08:00:00Z,,42.9,9.9,48.8,42.9,114.6
2025-05-09 09:00:00Z,,44.2,10.0,46.6,43.5,113.3
2025-05-09 10:00:00Z,,42.9,10.0,53.4,38.7,112.6
2025-05-09 11:00:00Z,,32.6,10.4,49.1,34.4,101.9
2025-05-09 12:00:00Z,,40.6,7.7,50.7,30.4,97.3
2025-05-09 13:00:00Z,,34.4,6.9,54.3,29.4,99.4
2025-05-09 14:00:00Z,,36.0,8.5,57.3,32.5,107.0
2025-05-09 15:00:00Z,,29.8,10.4,54.5,27.0,96.0
2025-05-09 16:00:00Z,,26.1,10.2,59.1,29.6,104.5
2025-05-09 17:00:00Z,,33.4,9.3,61.4,32.0,110.5
2025-05-09 18:00:00Z,,25.5,12.1,63.6,27.9,106.5
2025-05-09 19:00:00Z,,29.4,10.9,70.4,27.2,112.2
2025-05-09 20:00:00Z,,32.0,9.8,73.7,21.8,107.1
2025-05-09 21:00:00Z,,28.7,14.3,82.8,27.6,125.3
2025-05-09 22:00:00Z,,37.2,14.9,86.4,37.5,143.9
2025-05-09 23:00:00Z,,28.7,12.8,76.0,22.9,111.1
2025-05-10 00:00:00Z,,29.6,15.2,73.3,24.0,110.1
2025-05-10 01:00:00Z,,29.7,12.7,60.0,16.2,84.8
2025-05-10 02:00:00Z,,28.1,12.7,63.2,15.5,87.0
2025-05-10 03:00:00Z,,23.8,9.1,56.9,15.6,80.8
2025-05-10 04:00:00Z,,33.2,14.0,79.5,41.9,143.7
2025-05-10 05:00:00Z,,31.0,10.6,79.3,44.2,147.1
2025-05-10 06:00:00Z,,31.0,11.0,71.1,46.4,142.4
2025-05-10 07:00:00Z,,25.3,10.7,56.8,39.3,117.1
2025-05-10 08:00:00Z,,32.8,10.6,50.5,36.6,106.6
2025-05-10 09:00:00Z,,27.6,13.0,29.5,17.3,56.0
2025-05-10 10:00:00Z,,40.0,11.8,31.8,17.3,58.3
2025-05-10 11:00:00Z,,31.8,9.7,39.0,20.7,70.7
2025-05-10 12:00:00Z,,36.6,7.4,45.2,24.5,82.8
2025-05-10 13:00:00Z,,24.4,6.9,34.5,19.2,63.9
2025-05-10 14:00:00Z,,32.4,8.3,43.1,22.9,78.2
2025-05-10 15:00:00Z,,21.7,6.0,34.0,15.4,57.5
2025-05-10 16:00:00Z,,21.3,6.6,46.7,21.5,79.7
2025-05-10 17:00:00Z,,23.3,7.3,59.9,28.1,103.0
2025-05-10 18:00:00Z,,25.2,9.2,75.1,45.6,145.1
2025-05-10 19:00:00Z,,18.7,12.3,77.0,37.5,134.4
2025-05-10 20:00:00Z,,29.7,12.0,76.9,24.6,114.6
2025-05-10 21:00:00Z,,32.0,12.4,89.2,42.3,153.9
2025-05-10 22:00:00Z,,36.3,19.9,89.4,59.6,180.8
2025-05-10 23:00:00Z,,24.5,11.6,73.0,38.2,131.5
2025-05-11 00:00:00Z,,27.5,11.8,52.0,14.7,74.6
