,BP_EST:PM10,BP_EST:PM25,BP_EST:NO2,BP_EST:NO,BP_EST:NOX
,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est
,BP_EST,BP_EST,BP_EST,BP_EST,BP_EST
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-05-14 05:00:00Z,38.3,18.1,38.3,34.4,90.9
2025-05-14 06:00:00Z,36.7,16.4,32.7,17.0,58.6
2025-05-14 07:00:00Z,33.7,22.0,37.5,25.2,76.2
2025-05-14 08:00:00Z,47.8,18.0,55.5,58.5,145.2
2025-05-14 09:00:00Z,44.9,20.5,55.1,44.7,123.3
2025-05-14 10:00:00Z,44.2,15.1,51.2,37.1,106.3
2025-05-14 11:00:00Z,35.8,14.9,54.9,51.8,135.0
2025-05-14 12:00:00Z,23.3,11.8,44.8,37.4,102.5
2025-05-14 13:00:00Z,49.5,10.0,53.2,37.2,109.4
2025-05-14 14:00:00Z,32.8,10.0,56.4,41.2,119.3
2025-05-14 15:00:00Z,28.3,7.1,58.3,45.5,129.0
2025-05-14 16:00:00Z,33.0,9.8,57.0,30.6,103.2
2025-05-14 17:00:00Z,30.6,9.9,56.7,34.1,108.9
2025-05-14 18:00:00Z,38.9,12.4,60.7,25.7,100.0
2025-05-14 19:00:00Z,37.1,13.6,66.4,19.4,96.1
2025-05-14 20:00:00Z,30.1,19.8,41.8,7.2,52.9
2025-05-14 21:00:00Z,39.4,17.4,52.2,11.0,69.1
2025-05-14 22:00:00Z,43.7,7.7,47.5,16.5,72.8
2025-05-14 23:00:00Z,30.2,11.4,31.4,10.0,46.8
2025-05-15 00:00:00Z,18.2,10.3,15.9,5.7,24.6
2025-05-15 01:00:00Z,22.4,8.1,15.2,5.0,22.7
2025-05-15 02:00:00Z,21.6,11.2,18.2,6.5,28.1
2025-05-15 03:00:00Z,17.7,11.5,17.9,7.5,29.3
2025-05-15 04:00:00Z,24.9,13.0,20.7,11.0,37.5
2025-05-15 05:00:00Z,30.2,11.8,35.7,28.4,79.3
2025-05-15 06:00:00Z,35.2,13.7,41.6,33.2,92.2
2025-05-15 07:00:00Z,49.9,14.8,49.2,53.5,131.3
2025-05-15 08:00:00Z,45.7,14.7,49.0,48.0,122.6
2025-05-15 09:00:00Z,42.3,13.8,30.3,30.6,77.2
2025-05-15 10:00:00Z,49.1,11.1,39.8,40.5,101.9
2025-05-15 11:00:00Z,43.6,13.6,38.8,36.3,94.5
2025-05-15 12:00:00Z,59.1,15.6,36.0,33.7,87.6
2025-05-15 13:00:00Z,39.9,12.1,22.6,21.1,54.9
2025-05-15 14:00:00Z,48.0,14.9,27.8,28.1,70.8
2025-05-15 15:00:00Z,43.8,10.1,27.6,27.4,69.6
2025-05-15 16:00:00Z,44.8,8.1,24.1,19.7,54.2
2025-05-15 17:00:00Z,37.2,14.4,35.6,26.8,76.4
2025-05-15 18:00:00Z,32.3,12.4,29.8,17.1,56.1
2025-05-15 19:00:00Z,34.7,11.9,34.1,18.7,62.8
2025-05-15 20:00:00Z,30.8,12.2,23.1,9.4,37.6
2025-05-15 21:00:00Z,27.6,12.9,19.3,6.6,29.3
2025-05-15 22:00:00Z,29.2,16.0,18.3,8.2,30.9
2025-05-15 23:00:00Z,29.3,10.6,15.1,6.1,24.4
2025-05-16 00:00:00Z,33.6,10.1,14.6,5.7,23.3
2025-05-16 01:00:00Z,31.2,6.9,17.5,6.3,27.2
2025-05-16 02:00:00Z,31.3,3.9,22.5,7.6,34.1
2025-05-16 03:00:00Z,33.3,16.2,22.4,9.7,37.3
2025-05-16 04:00:00Z,26.9,4.8,27.7,10.3,43.3
2025-05-16 05:00:00Z,30.0,9.3,37.1,19.7,67.3
2025-05-16 06:00:00Z,41.2,12.1,54.4,77.7,173.5
2025-05-16 07:00:00Z,45.6,13.0,52.4,73.3,164.8
2025-05-16 08:00:00Z,39.6,10.3,41.5,56.3,127.9
2025-05-16 09:00:00Z,64.0,9.2,37.9,48.7,112.5
2025-05-16 10:00:00Z,38.9,7.4,37.2,43.0,103.1
2025-05-16 11:00:00Z,33.3,11.3,38.9,45.3,108.4
2025-05-16 12:00:00Z,39.2,10.8,34.8,31.7,83.3
2025-05-16 13:00:00Z,37.9,7.9,31.9,30.6,78.7
2025-05-16 14:00:00Z,30.1,7.8,32.7,31.4,80.9
2025-05-16 15:00:00Z,24.8,6.6,29.4,25.0,67.6
2025-05-16 16:00:00Z,24.5,5.3,36.6,36.0,91.7
2025-05-16 17:00:00Z,23.6,7.0,25.1,15.6,49.0
2025-05-16 18:00:00Z,32.7,6.9,28.8,20.6,60.4
2025-05-16 19:00:00Z,35.7,6.8,31.9,18.8,60.7
2025-05-16 20:00:00Z,37.6,13.0,51.1,29.0,95.5
2025-05-16 21:00:00Z,31.2,14.9,31.5,11.5,49.3
2025-05-16 22:00:00Z,35.6,12.0,32.2,18.3,60.2
2025-05-16 23:00:00Z,26.3,11.1,27.6,10.8,44.1
2025-05-17 00:00:00Z,23.3,8.8,17.4,5.3,25.4
2025-05-17 01:00:00Z,21.7,13.7,13.1,3.9,19.1
2025-05-17 02:00:00Z,22.0,9.6,18.2,6.9,28.8
2025-05-17 03:00:00Z,22.9,10.0,23.1,9.4,37.4
2025-05-17 04:00:00Z,23.5,7.9,22.5,11.5,40.1
2025-05-17 05:00:00Z,19.6,13.3,35.4,18.2,63.3
2025-05-17 06:00:00Z,22.9,11.4,44.6,28.4,88.1
2025-05-17 07:00:00Z,25.1,8.9,36.3,21.7,69.6
2025-05-17 08:00:00Z,28.2,8.1,34.0,19.7,64.3
2025-05-17 09:00:00Z,28.1,16.2,31.6,28.9,75.8
2025-05-17 10:00:00Z,31.1,13.1,43.2,45.0,112.2
2025-05-17 11:00:00Z,31.8,12.9,40.0,46.5,111.4
2025-05-17 12:00:00Z,33.1,10.4,36.6,40.6,99.0
2025-05-17 13:00:00Z,30.5,10.9,35.1,37.2,92.0
2025-05-17 14:00:00Z,31.5,12.7,41.5,42.7,107.0
2025-05-17 15:00:00Z,27.9,11.8,42.1,43.8,109.3
2025-05-17 16:00:00Z,26.9,10.7,35.1,31.8,83.9
2025-05-17 17:00:00Z,25.7,8.0,29.9,21.9,63.5
2025-05-17 18:00:00Z,30.0,8.7,59.3,48.9,134.3
2025-05-17 19:00:00Z,27.2,8.4,23.3,11.8,41.3
2025-05-17 20:00:00Z,28.1,8.6,31.0,10.2,46.5
2025-05-17 21:00:00Z,24.3,12.0,42.3,10.8,58.9
2025-05-17 22:00:00Z,32.0,16.1,55.6,27.0,97.0
2025-05-17 23:00:00Z,30.4,11.7,50.5,30.3,96.8
2025-05-18 00:00:00Z,21.3,10.2,31.5,12.6,50.8
2025-05-18 01:00:00Z,20.2,9.6,24.1,6.4,33.9
2025-05-18 02:00:00Z,22.7,7.3,19.4,5.8,28.2
2025-05-18 03:00:00Z,19.5,4.1,19.8,4.5,26.6
2025-05-18 04:00:00Z,21.1,6.3,27.5,7.6,39.0
2025-05-18 05:00:00Z,20.2,8.5,28.7,12.2,47.4
2025-05-18 06:00:00Z,22.3,8.8,26.5,17.5,53.4
2025-05-18 07:00:00Z,15.1,8.2,25.2,19.7,55.4
2025-05-18 08:00:00Z,26.4,12.1,26.2,17.6,53.2
2025-05-18 09:00:00Z,24.1,10.6,18.6,14.9,41.4
2025-05-18 10:00:00Z,25.1,13.1,24.0,23.2,59.6
2025-05-18 11:00:00Z,28.0,10.2,25.9,27.5,68.0
2025-05-18 12:00:00Z,28.6,10.8,29.1,32.1,78.3
2025-05-18 13:00:00Z,25.0,10.3,29.5,32.6,79.4
2025-05-18 14:00:00Z,30.3,12.7,39.4,40.1,101.0
2025-05-18 15:00:00Z,27.5,9.5,30.5,33.0,81.3
2025-05-18 16:00:00Z,27.1,10.4,27.3,25.1,66.0
2025-05-18 17:00:00Z,31.5,7.2,29.9,28.2,73.1
2025-05-18 18:00:00Z,28.6,11.5,53.4,47.0,125.5
2025-05-18 19:00:00Z,24.8,15.9,55.4,43.4,122.0
2025-05-18 20:00:00Z,28.7,10.3,54.4,43.3,120.7
2025-05-18 21:00:00Z,31.8,16.3,35.5,25.5,74.6
2025-05-18 22:00:00Z,27.7,15.2,34.2,23.0,69.4
2025-05-18 23:00:00Z,25.8,11.2,31.2,17.2,57.5
2025-05-19 00:00:00Z,27.1,8.9,24.9,13.0,44.8
2025-05-19 01:00:00Z,21.3,11.9,21.0,11.1,38.0
2025-05-19 02:00:00Z,20.7,9.4,34.5,13.9,55.9
2025-05-19 03:00:00Z,27.0,11.5,36.2,20.1,67.0
2025-05-19 04:00:00Z,31.0,13.1,59.1,53.1,140.6
2025-05-19 05:00:00Z,25.1,12.2,64.2,60.7,157.3
2025-05-19 06:00:00Z,32.3,21.0,70.7,104.1,230.3
2025-05-19 07:00:00Z,33.8,11.1,59.3,94.1,203.5
2025-05-19 08:00:00Z,37.3,13.9,53.8,99.8,206.8
2025-05-19 09:00:00Z,,14.5,52.1,67.0,154.9
2025-05-19 10:00:00Z,33.0,12.6,46.0,55.3,130.8
2025-05-19 11:00:00Z,23.2,7.7,51.1,57.8,139.6
2025-05-19 12:00:00Z,27.6,8.4,48.9,50.3,126.1
2025-05-19 13:00:00Z,31.8,14.2,47.8,42.5,112.9
2025-05-19 14:00:00Z,25.8,9.7,51.9,57.5,139.8
2025-05-19 15:00:00Z,28.0,10.2,50.5,53.4,132.3
2025-05-19 16:00:00Z,39.7,9.1,45.8,36.3,101.5
2025-05-19 17:00:00Z,22.0,8.3,52.1,38.7,111.4
2025-05-19 18:00:00Z,26.4,10.4,60.5,40.8,122.9
2025-05-19 19:00:00Z,35.4,10.4,64.9,39.3,125.1
2025-05-19 20:00:00Z,28.8,12.6,72.3,28.4,115.8
2025-05-19 21:00:00Z,29.4,11.2,79.9,26.1,120.0
2025-05-19 22:00:00Z,31.5,15.9,90.7,37.6,148.3
2025-05-19 23:00:00Z,33.2,9.9,79.8,27.3,121.5
2025-05-20 00:00:00Z,26.8,15.4,52.6,17.5,79.6
2025-05-20 01:00:00Z,17.4,7.3,30.8,7.7,42.9
2025-05-20 02:00:00Z,17.2,10.9,19.8,6.2,28.9
2025-05-20 03:00:00Z,15.5,7.6,24.1,8.3,37.1
2025-05-20 04:00:00Z,23.8,10.5,26.4,12.4,45.3
2025-05-20 05:00:00Z,27.2,12.6,36.5,21.3,69.9
2025-05-20 06:00:00Z,30.2,11.5,48.9,39.5,109.2
2025-05-20 07:00:00Z,,9.1,47.3,40.1,110.2
2025-05-20 08:00:00Z,,11.6,45.5,42.6,109.9
2025-05-20 09:00:00Z,,9.6,45.2,44.8,113.4
2025-05-20 10:00:00Z,,6.1,47.9,43.0,113.7
2025-05-20 11:00:00Z,,6.7,50.5,44.0,117.9
2025-05-20 12:00:00Z,,5.7,49.6,38.1,108.1
2025-05-20 13:00:00Z,22.9,6.3,46.8,38.0,105.0
2025-05-20 14:00:00Z,30.9,,42.0,35.6,96.5
2025-05-20 15:00:00Z,26.7,,32.3,21.2,64.6
2025-05-20 16:00:00Z,22.5,,46.8,35.5,101.2
2025-05-20 17:00:00Z,22.1,,42.3,20.2,73.2
2025-05-20 18:00:00Z,27.4,15.2,46.3,23.7,82.5
2025-05-20 19:00:00Z,19.1,16.0,29.8,7.7,41.5
2025-05-20 20:00:00Z,25.1,11.3,51.8,14.8,74.5
2025-05-20 21:00:00Z,33.8,8.6,43.6,14.1,65.1
2025-05-20 22:00:00Z,29.6,8.5,40.6,15.9,64.9
2025-05-20 23:00:00Z,29.2,8.9,49.9,18.0,77.5
2025-05-21 00:00:00Z,24.5,9.7,31.7,6.7,41.9
2025-05-21 01:00:00Z,19.5,12.2,26.7,8.1,39.2
2025-05-21 02:00:00Z,20.5,8.3,30.7,10.8,47.3
2025-05-21 03:00:00Z,14.3,6.1,22.8,9.9,38.0
2025-05-21 04:00:00Z,17.8,10.8,32.5,14.9,55.3
2025-05-21 05:00:00Z,20.9,7.6,42.7,25.4,81.7
2025-05-21 06:00:00Z,39.2,6.5,65.3,59.8,157.0
2025-05-21 07:00:00Z,51.7,15.3,75.1,83.8,203.5
2025-05-21 08:00:00Z,40.5,10.9,69.6,87.1,203.1
2025-05-21 09:00:00Z,36.9,6.9,52.1,46.4,123.2
2025-05-21 10:00:00Z,28.0,7.2,51.8,52.2,132.0
2025-05-21 11:00:00Z,24.3,4.5,24.9,15.5,48.6
2025-05-21 12:00:00Z,38.1,5.3,44.7,45.2,114.1
2025-05-21 13:00:00Z,28.2,4.6,60.2,60.8,153.4
2025-05-21 14:00:00Z,25.9,6.8,63.2,66.2,164.7
2025-05-21 15:00:00Z,29.8,9.4,76.4,97.1,225.2
2025-05-21 16:00:00Z,14.0,4.6,48.2,51.1,126.6
2025-05-21 17:00:00Z,17.6,7.1,76.3,96.4,224.2
2025-05-21 18:00:00Z,20.7,14.5,74.7,81.6,199.8
2025-05-21 19:00:00Z,21.6,14.3,71.6,61.9,166.5
2025-05-21 20:00:00Z,13.1,12.1,52.9,20.2,83.9
2025-05-21 21:00:00Z,16.7,10.8,35.9,10.4,51.7
2025-05-21 22:00:00Z,11.4,9.1,21.7,7.3,32.8
2025-05-21 23:00:00Z,9.3,6.1,12.2,3.7,17.9
2025-05-22 00:00:00Z,17.5,8.8,13.7,5.3,21.8
2025-05-22 01:00:00Z,22.9,14.9,12.7,5.6,21.3
2025-05-22 02:00:00Z,24.2,13.5,9.3,5.0,16.8
2025-05-22 03:00:00Z,24.5,8.0,12.1,8.4,24.9
2025-05-22 04:00:00Z,21.7,5.7,16.6,13.8,37.7
2025-05-22 05:00:00Z,23.5,9.6,21.8,20.8,53.7
2025-05-22 06:00:00Z,23.5,12.5,21.3,19.5,51.1
2025-05-22 07:00:00Z,45.5,12.3,20.7,20.7,52.3
2025-05-22 08:00:00Z,28.9,12.8,29.5,30.1,75.6
2025-05-22 09:00:00Z,32.3,10.7,19.1,18.2,46.9
2025-05-22 10:00:00Z,32.4,7.7,27.6,34.0,79.7
2025-05-22 11:00:00Z,32.5,8.5,17.7,21.4,50.6
2025-05-22 12:00:00Z,25.9,9.0,18.9,21.6,52.4
2025-05-22 13:00:00Z,26.8,16.4,21.5,30.2,70.2
2025-05-22 14:00:00Z,31.1,7.5,15.2,16.5,40.1
2025-05-22 15:00:00Z,28.1,8.4,17.7,17.2,43.2
2025-05-22 16:00:00Z,21.2,5.5,21.6,20.1,52.8
2025-05-22 17:00:00Z,28.5,4.8,15.4,11.8,33.2
2025-05-22 18:00:00Z,26.4,7.5,25.9,17.1,51.4
2025-05-22 19:00:00Z,21.6,6.9,25.0,15.4,48.1
2025-05-22 20:00:00Z,27.3,7.8,34.2,11.5,51.7
2025-05-22 21:00:00Z,34.9,9.5,29.1,7.4,40.5
2025-05-22 22:00:00Z,26.1,10.2,21.4,3.9,27.4
2025-05-22 23:00:00Z,22.0,6.8,17.8,3.6,23.4
2025-05-23 00:00:00Z,19.1,8.0,14.7,3.5,20.0
2025-05-23 01:00:00Z,19.0,7.2,14.7,3.1,19.4
2025-05-23 02:00:00Z,13.9,7.8,17.5,5.1,25.4
2025-05-23 03:00:00Z,13.7,5.6,24.8,9.3,39.0
2025-05-23 04:00:00Z,17.6,8.5,45.0,21.3,77.5
2025-05-23 05:00:00Z,23.4,8.1,37.6,14.8,60.3
2025-05-23 06:00:00Z,33.0,10.8,59.8,84.8,189.9
2025-05-23 07:00:00Z,33.1,12.9,57.3,85.5,188.3
2025-05-23 08:00:00Z,56.1,7.8,43.4,55.3,128.1
2025-05-23 09:00:00Z,24.3,6.6,34.9,46.1,104.2
2025-05-23 10:00:00Z,26.8,9.0,29.7,42.0,93.8
2025-05-23 11:00:00Z,20.0,10.3,35.0,54.1,117.9
2025-05-23 12:00:00Z,26.7,6.7,39.1,48.2,113.0
2025-05-23 13:00:00Z,23.0,6.4,26.0,30.4,72.7
2025-05-23 14:00:00Z,27.5,5.3,31.5,39.7,92.1
2025-05-23 15:00:00Z,16.0,4.8,27.9,32.7,78.1
2025-05-23 16:00:00Z,18.8,3.0,22.2,18.4,50.4
2025-05-23 17:00:00Z,20.2,8.6,20.6,20.8,52.5
2025-05-23 18:00:00Z,17.7,5.9,10.4,8.3,23.2
2025-05-23 19:00:00Z,28.8,5.9,25.2,13.3,45.7
2025-05-23 20:00:00Z,28.9,9.3,69.5,50.9,147.4
2025-05-23 21:00:00Z,36.7,13.2,86.1,65.5,186.5
2025-05-23 22:00:00Z,22.9,9.1,65.2,15.4,88.8
2025-05-23 23:00:00Z,33.9,12.9,72.3,13.0,92.2
2025-05-24 00:00:00Z,19.5,10.5,68.5,12.7,87.9
2025-05-24 01:00:00Z,22.6,8.8,64.8,21.5,97.8
2025-05-24 02:00:00Z,22.1,6.9,56.5,16.3,81.4
2025-05-24 03:00:00Z,22.5,9.1,59.9,23.0,95.2
2025-05-24 04:00:00Z,27.4,16.6,65.6,59.6,157.0
2025-05-24 05:00:00Z,31.7,11.3,70.3,97.5,219.8
2025-05-24 06:00:00Z,32.5,10.2,63.2,97.0,211.9
2025-05-24 07:00:00Z,30.6,11.5,67.1,90.7,206.2
2025-05-24 08:00:00Z,36.2,13.1,64.0,76.9,181.9
2025-05-24 09:00:00Z,29.5,9.5,43.5,37.0,100.1
2025-05-24 10:00:00Z,25.0,6.5,28.5,25.3,67.3
2025-05-24 11:00:00Z,25.4,7.2,24.9,19.1,54.2
2025-05-24 12:00:00Z,33.5,6.9,44.9,48.3,118.9
2025-05-24 13:00:00Z,28.3,4.5,41.4,44.5,109.7
2025-05-24 14:00:00Z,27.2,6.6,17.8,17.2,44.1
2025-05-24 15:00:00Z,35.0,3.7,18.0,15.5,41.7
2025-05-24 16:00:00Z,26.9,3.6,19.6,16.6,44.9
2025-05-24 17:00:00Z,25.3,5.3,21.9,15.9,46.1
2025-05-24 18:00:00Z,19.1,5.6,23.3,19.5,53.1
2025-05-24 19:00:00Z,18.3,4.2,22.6,15.9,46.9
2025-05-24 20:00:00Z,17.6,6.4,31.5,12.6,50.7
2025-05-24 21:00:00Z,25.2,10.6,25.4,9.3,39.7
2025-05-24 22:00:00Z,21.3,8.3,33.7,19.3,63.3
2025-05-24 23:00:00Z,24.7,6.8,48.0,35.6,102.6
2025-05-25 00:00:00Z,15.8,10.6,28.8,15.9,53.2
2025-05-25 01:00:00Z,18.7,7.0,20.7,10.2,36.1
2025-05-25 02:00:00Z,11.3,6.9,11.7,8.9,25.2
2025-05-25 03:00:00Z,9.5,5.8,14.8,16.1,39.1
2025-05-25 04:00:00Z,11.9,5.6,24.5,16.2,49.3
2025-05-25 05:00:00Z,8.7,4.5,25.4,21.6,57.9
2025-05-25 06:00:00Z,20.1,9.0,25.3,19.7,56.2
2025-05-25 07:00:00Z,15.4,8.2,23.8,24.6,61.2
2025-05-25 08:00:00Z,13.5,5.5,20.7,23.8,57.1
2025-05-25 09:00:00Z,15.0,4.0,18.1,19.8,48.0
2025-05-25 10:00:00Z,12.2,1.4,11.9,15.0,34.2
2025-05-25 11:00:00Z,15.9,1.7,14.1,20.1,44.9
2025-05-25 12:00:00Z,25.2,5.0,20.7,34.4,73.5
2025-05-25 13:00:00Z,14.8,5.8,19.8,29.3,64.8
2025-05-25 14:00:00Z,26.1,3.4,9.4,16.3,34.4
2025-05-25 15:00:00Z,32.7,4.4,4.0,4.2,10.4
2025-05-25 16:00:00Z,21.9,5.8,4.0,4.2,10.5
2025-05-25 17:00:00Z,21.3,4.0,4.7,3.3,9.9
2025-05-25 18:00:00Z,19.4,3.8,5.5,4.3,12.0
2025-05-25 19:00:00Z,21.7,4.0,5.6,3.5,11.0
2025-05-25 20:00:00Z,23.1,6.8,6.6,3.4,11.8
2025-05-25 21:00:00Z,14.8,9.3,7.4,3.6,12.8
2025-05-25 22:00:00Z,23.3,7.8,7.3,3.9,13.4
2025-05-25 23:00:00Z,18.0,6.9,5.6,3.8,11.4
2025-05-26 00:00:00Z,17.1,5.9,4.9,3.6,10.3
2025-05-26 01:00:00Z,15.9,4.0,3.9,3.0,8.6
2025-05-26 02:00:00Z,16.9,5.3,11.8,5.7,20.5
2025-05-26 03:00:00Z,17.2,5.0,7.4,5.7,16.0
2025-05-26 04:00:00Z,21.5,4.0,7.0,5.6,15.5
2025-05-26 05:00:00Z,19.3,2.2,7.9,5.7,16.7
2025-05-26 06:00:00Z,24.2,4.3,13.7,13.6,34.5
2025-05-26 07:00:00Z,26.5,7.1,14.2,15.8,38.4
2025-05-26 08:00:00Z,24.5,5.3,8.9,8.0,21.1
2025-05-26 09:00:00Z,28.0,7.6,11.6,11.2,28.8
2025-05-26 10:00:00Z,31.5,6.3,13.9,15.5,37.6
2025-05-26 11:00:00Z,25.1,5.0,13.8,13.8,34.9
2025-05-26 12:00:00Z,22.3,3.6,12.7,11.9,30.9
2025-05-26 13:00:00Z,43.4,8.1,28.3,29.2,73.0
2025-05-26 14:00:00Z,31.2,6.5,16.7,14.4,38.8
2025-05-26 15:00:00Z,21.0,8.6,29.7,29.3,74.7
2025-05-26 16:00:00Z,23.9,7.5,12.9,9.7,27.5
2025-05-26 17:00:00Z,24.3,7.1,15.8,14.3,37.7
2025-05-26 18:00:00Z,31.3,5.5,10.8,7.8,22.7
2025-05-26 19:00:00Z,31.1,4.9,10.5,7.4,21.8
2025-05-26 20:00:00Z,23.9,2.4,11.7,6.7,21.9
2025-05-26 21:00:00Z,22.8,2.3,31.2,16.0,55.7
2025-05-26 22:00:00Z,28.5,8.2,36.6,14.2,58.4
2025-05-26 23:00:00Z,21.3,13.9,33.0,12.5,52.1
2025-05-27 00:00:00Z,19.5,8.5,12.9,7.2,23.8
2025-05-27 01:00:00Z,13.0,4.5,16.9,10.7,33.1
2025-05-27 02:00:00Z,15.6,3.4,26.8,14.9,49.6
2025-05-27 03:00:00Z,18.6,5.0,27.5,17.5,54.4
2025-05-27 04:00:00Z,24.3,4.8,40.0,28.4,83.5
2025-05-27 05:00:00Z,28.1,3.9,49.3,50.6,126.8
2025-05-27 06:00:00Z,32.1,10.8,49.0,66.7,151.1
2025-05-27 07:00:00Z,24.5,8.3,35.3,28.6,79.3
2025-05-27 08:00:00Z,30.0,8.4,29.7,23.6,65.8
2025-05-27 09:00:00Z,31.7,8.0,32.9,44.6,101.3
2025-05-27 10:00:00Z,21.3,6.1,31.3,44.4,99.3
2025-05-27 11:00:00Z,63.5,7.7,29.4,38.7,88.8
2025-05-27 12:00:00Z,38.7,7.5,28.1,31.6,76.5
2025-05-27 13:00:00Z,41.7,5.9,25.3,30.4,71.8
2025-05-27 14:00:00Z,34.3,6.5,22.8,22.2,56.7
2025-05-27 15:00:00Z,27.1,5.9,25.1,24.0,61.8
2025-05-27 16:00:00Z,21.2,4.1,27.6,32.9,77.8
2025-05-27 17:00:00Z,35.6,9.4,37.0,49.7,113.3
2025-05-27 18:00:00Z,29.2,8.8,35.4,43.9,102.7
2025-05-27 19:00:00Z,20.3,6.4,37.2,35.1,92.5
2025-05-27 20:00:00Z,33.3,8.0,24.5,14.1,45.8
2025-05-27 21:00:00Z,26.5,6.5,13.2,5.9,22.2
2025-05-27 22:00:00Z,18.7,5.3,14.8,4.8,22.2
2025-05-27 23:00:00Z,21.1,4.9,12.6,4.2,18.8
2025-05-28 00:00:00Z,33.2,5.4,3.9,3.4,9.0
2025-05-28 01:00:00Z,15.1,8.0,3.9,3.5,9.3
2025-05-28 02:00:00Z,12.3,5.3,4.6,3.8,10.3
2025-05-28 03:00:00Z,13.7,4.0,6.8,4.8,14.1
2025-05-28 04:00:00Z,17.8,5.6,25.2,17.0,50.7
2025-05-28 05:00:00Z,19.8,5.4,48.4,47.2,120.8
2025-05-28 06:00:00Z,10.6,4.7,49.3,57.4,137.2
2025-05-28 07:00:00Z,14.2,8.8,34.4,33.6,85.9
2025-05-28 08:00:00Z,15.8,4.9,31.2,57.8,119.9
2025-05-28 09:00:00Z,22.5,4.2,15.1,24.9,53.3
2025-05-28 10:00:00Z,14.7,2.7,14.2,21.1,46.6
2025-05-28 11:00:00Z,13.1,0.0,18.3,24.3,55.5
2025-05-28 12:00:00Z,13.7,-0.8,16.1,25.2,54.8
2025-05-28 13:00:00Z,25.5,3.3,6.8,8.6,20.1
2025-05-28 14:00:00Z,22.5,3.1,7.4,10.4,23.3
2025-05-28 15:00:00Z,29.4,4.9,5.0,4.2,11.3
2025-05-28 16:00:00Z,24.1,5.8,6.0,5.8,15.0
2025-05-28 17:00:00Z,27.0,8.1,7.7,7.9,19.8
2025-05-28 18:00:00Z,26.3,8.8,9.0,7.7,20.7
2025-05-28 19:00:00Z,24.5,6.4,8.2,6.5,18.3
2025-05-28 20:00:00Z,19.9,7.5,7.9,4.9,15.3
2025-05-28 21:00:00Z,15.4,7.8,10.3,5.7,19.1
2025-05-28 22:00:00Z,21.1,6.2,13.9,6.7,24.1
2025-05-28 23:00:00Z,17.5,9.5,11.2,4.6,18.2
2025-05-29 00:00:00Z,14.9,7.5,10.0,4.3,16.7
2025-05-29 01:00:00Z,23.8,10.7,10.6,4.6,17.6
2025-05-29 02:00:00Z,21.4,7.3,12.4,6.5,22.2
2025-05-29 03:00:00Z,22.2,9.5,32.9,20.1,63.7
2025-05-29 04:00:00Z,28.2,9.3,52.7,39.2,112.8
2025-05-29 05:00:00Z,24.4,10.7,55.9,50.8,133.8
2025-05-29 06:00:00Z,21.1,14.2,46.4,41.1,109.3
2025-05-29 07:00:00Z,35.7,9.9,40.3,38.7,99.6
2025-05-29 08:00:00Z,25.6,6.9,37.7,40.3,99.5
2025-05-29 09:00:00Z,23.9,7.6,20.4,23.6,56.6
2025-05-29 10:00:00Z,21.9,8.6,15.7,20.3,46.8
2025-05-29 11:00:00Z,20.1,4.9,15.6,17.9,43.1
2025-05-29 12:00:00Z,23.3,4.2,19.0,22.4,53.3
2025-05-29 13:00:00Z,26.7,5.3,21.1,23.7,57.4
2025-05-29 14:00:00Z,21.8,8.1,16.3,16.0,40.8
2025-05-29 15:00:00Z,24.5,6.1,27.0,29.2,71.7
2025-05-29 16:00:00Z,21.1,1.5,23.2,24.4,60.8
2025-05-29 17:00:00Z,22.9,1.3,17.3,15.4,40.9
2025-05-29 18:00:00Z,20.6,5.3,26.4,23.1,61.7
2025-05-29 19:00:00Z,22.0,5.5,21.3,12.8,40.9
2025-05-29 20:00:00Z,22.1,6.2,24.5,14.7,47.0
2025-05-29 21:00:00Z,12.6,5.1,17.1,8.8,30.6
2025-05-29 22:00:00Z,9.6,4.0,9.8,3.3,14.8
2025-05-29 23:00:00Z,11.4,1.9,13.1,8.3,25.9
2025-05-30 00:00:00Z,13.6,1.8,13.2,8.9,26.9
2025-05-30 01:00:00Z,15.5,5.6,27.9,20.0,58.6
2025-05-30 02:00:00Z,16.8,6.7,35.5,36.8,91.9
2025-05-30 03:00:00Z,10.1,9.2,33.7,44.7,102.3
2025-05-30 04:00:00Z,25.6,10.4,42.4,90.0,180.2
2025-05-30 05:00:00Z,29.8,16.8,49.4,140.6,265.1
2025-05-30 06:00:00Z,32.7,18.5,51.1,145.5,274.2
2025-05-30 07:00:00Z,32.3,15.6,50.1,108.1,215.8
2025-05-30 08:00:00Z,31.4,11.0,45.8,85.3,176.5
2025-05-30 09:00:00Z,29.6,7.2,39.6,66.5,141.6
2025-05-30 10:00:00Z,25.3,8.4,43.2,60.1,135.4
2025-05-30 11:00:00Z,22.2,7.3,37.3,49.1,112.6
2025-05-30 12:00:00Z,21.1,5.4,33.9,35.7,88.6
2025-05-30 13:00:00Z,26.4,7.6,39.2,41.7,103.1
