,BP_EST:PM10,BP_EST:PM25,BP_EST:NO2,BP_EST:NO,BP_EST:NOX
,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est
,BP_EST,BP_EST,BP_EST,BP_EST,BP_EST
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-08-01 20:00:00Z,16.0,6.3,5.7,5.3,13.7
2025-08-01 21:00:00Z,16.9,5.1,5.9,4.1,12.1
2025-08-01 22:00:00Z,14.3,7.9,7.2,4.4,13.9
2025-08-01 23:00:00Z,13.9,6.0,5.9,4.5,12.7
2025-08-02 00:00:00Z,14.2,8.3,12.4,7.7,24.2
2025-08-02 01:00:00Z,9.8,6.4,12.0,6.9,22.4
2025-08-02 02:00:00Z,15.6,3.4,12.9,7.0,23.5
2025-08-02 03:00:00Z,12.8,2.6,10.0,6.2,19.4
2025-08-02 04:00:00Z,11.3,5.4,8.8,7.7,20.6
2025-08-02 05:00:00Z,17.6,5.0,9.1,7.4,20.4
2025-08-02 06:00:00Z,14.4,7.6,9.9,7.4,21.3
2025-08-02 07:00:00Z,13.7,7.5,8.2,6.9,18.7
2025-08-02 08:00:00Z,17.7,5.2,9.5,10.3,25.1
2025-08-02 09:00:00Z,15.7,3.4,7.1,10.2,22.7
2025-08-02 10:00:00Z,16.6,2.5,6.5,9.1,20.4
2025-08-02 11:00:00Z,12.9,2.7,6.0,8.3,18.7
2025-08-02 12:00:00Z,13.3,4.9,8.6,10.0,24.0
2025-08-02 13:00:00Z,10.3,4.8,10.2,11.8,28.3
2025-08-02 14:00:00Z,8.1,2.6,5.7,7.6,17.5
2025-08-02 15:00:00Z,13.4,1.1,7.8,11.2,24.9
2025-08-02 16:00:00Z,13.0,4.0,6.4,12.6,23.8
2025-08-02 17:00:00Z,15.3,4.7,27.6,20.2,58.9
2025-08-02 18:00:00Z,17.4,4.8,20.6,12.4,39.6
2025-08-02 19:00:00Z,14.2,5.2,31.9,21.3,64.6
2025-08-02 20:00:00Z,23.1,6.3,39.0,30.4,85.6
2025-08-02 21:00:00Z,16.7,5.9,43.1,29.2,87.8
2025-08-02 22:00:00Z,18.8,12.4,44.5,29.8,90.2
2025-08-02 23:00:00Z,17.6,8.2,45.3,39.9,106.5
2025-08-03 00:00:00Z,17.1,4.5,35.9,20.4,67.1
2025-08-03 01:00:00Z,18.4,7.1,39.7,20.1,70.5
2025-08-03 02:00:00Z,15.9,7.3,25.6,9.0,39.3
2025-08-03 03:00:00Z,13.8,4.0,15.6,11.7,33.5
2025-08-03 04:00:00Z,13.7,4.8,12.8,9.4,27.1
2025-08-03 05:00:00Z,11.9,3.8,11.9,8.0,24.0
2025-08-03 06:00:00Z,14.4,9.0,12.6,8.1,25.1
2025-08-03 07:00:00Z,12.0,5.4,16.1,12.4,35.2
2025-08-03 08:00:00Z,9.9,2.3,9.2,10.7,25.6
2025-08-03 09:00:00Z,13.7,4.2,7.5,10.8,23.9
2025-08-03 10:00:00Z,10.7,4.6,5.7,8.3,18.4
2025-08-03 11:00:00Z,6.4,5.1,5.6,7.8,17.4
2025-08-03 12:00:00Z,11.1,3.2,5.3,7.3,16.4
2025-08-03 13:00:00Z,8.3,0.6,7.9,9.8,22.8
2025-08-03 14:00:00Z,11.5,1.9,11.6,15.3,35.2
2025-08-03 15:00:00Z,9.7,4.0,11.7,14.2,33.3
2025-08-03 16:00:00Z,10.5,2.4,7.3,9.6,22.1
2025-08-03 17:00:00Z,13.5,6.2,2.4,4.4,9.2
2025-08-03 18:00:00Z,15.0,8.0,3.7,3.9,9.7
2025-08-03 19:00:00Z,19.1,10.4,3.6,4.4,10.3
2025-08-03 20:00:00Z,12.3,5.6,2.5,3.3,7.5
2025-08-03 21:00:00Z,12.9,1.6,4.4,4.3,11.0
2025-08-03 22:00:00Z,13.0,3.3,4.5,4.7,11.6
2025-08-03 23:00:00Z,11.1,4.1,1.4,3.5,6.7
2025-08-04 00:00:00Z,7.7,2.8,0.5,3.8,6.4
2025-08-04 01:00:00Z,3.7,1.1,0.8,3.9,7.0
2025-08-04 02:00:00Z,10.7,0.9,1.1,4.6,8.0
2025-08-04 03:00:00Z,8.1,0.9,0.5,3.9,6.4
2025-08-04 04:00:00Z,7.4,,3.7,8.6,16.9
2025-08-04 05:00:00Z,6.1,2.8,7.9,9.3,22.1
2025-08-04 06:00:00Z,11.0,8.5,13.9,21.1,46.2
2025-08-04 07:00:00Z,9.5,5.1,11.8,13.4,32.3
2025-08-04 08:00:00Z,9.1,2.9,11.9,20.3,43.0
2025-08-04 09:00:00Z,11.2,4.8,6.7,11.7,24.4
2025-08-04 10:00:00Z,15.1,6.9,15.6,27.5,57.7
2025-08-04 11:00:00Z,15.5,5.9,11.4,24.0,48.2
2025-08-04 12:00:00Z,11.9,3.9,4.4,9.4,18.8
2025-08-04 13:00:00Z,15.2,3.5,9.8,16.2,34.7
2025-08-04 14:00:00Z,20.9,3.7,14.1,22.3,48.0
2025-08-04 15:00:00Z,13.4,3.2,9.4,15.2,32.8
2025-08-04 16:00:00Z,15.9,2.8,24.5,32.1,73.7
2025-08-04 17:00:00Z,12.7,3.4,12.9,16.4,37.1
2025-08-04 18:00:00Z,16.6,5.8,11.1,8.1,23.9
2025-08-04 19:00:00Z,12.7,3.6,18.3,11.3,36.0
2025-08-04 20:00:00Z,17.4,1.3,32.6,12.8,52.3
2025-08-04 21:00:00Z,20.3,4.5,35.8,15.4,58.7
2025-08-04 22:00:00Z,17.0,7.9,14.7,7.1,25.3
2025-08-04 23:00:00Z,17.9,5.4,10.5,5.0,18.1
2025-08-05 00:00:00Z,12.5,7.4,5.1,3.6,10.6
2025-08-05 01:00:00Z,12.0,6.3,4.6,4.4,11.3
2025-08-05 02:00:00Z,11.4,2.8,5.9,6.4,16.0
2025-08-05 03:00:00Z,8.6,2.1,2.0,3.8,7.8
2025-08-05 04:00:00Z,7.0,1.1,1.2,4.0,7.3
2025-08-05 05:00:00Z,14.3,3.0,3.3,5.1,11.1
2025-08-05 06:00:00Z,11.4,4.2,6.4,5.3,14.6
2025-08-05 07:00:00Z,19.7,4.5,7.8,5.8,16.7
2025-08-05 08:00:00Z,23.2,4.2,11.1,13.0,31.0
2025-08-05 09:00:00Z,18.1,8.3,5.8,8.2,18.3
2025-08-05 10:00:00Z,23.9,5.2,5.2,7.3,16.4
2025-08-05 11:00:00Z,17.9,3.6,4.1,7.3,15.3
2025-08-05 12:00:00Z,18.1,4.3,2.3,7.4,12.8
2025-08-05 13:00:00Z,17.0,7.3,3.5,6.3,13.3
2025-08-05 14:00:00Z,21.1,7.3,2.4,4.4,9.0
2025-08-05 15:00:00Z,17.2,9.8,4.1,7.6,15.7
2025-08-05 16:00:00Z,19.2,9.1,2.1,4.6,9.2
2025-08-05 17:00:00Z,21.4,7.1,3.8,6.4,13.7
2025-08-05 18:00:00Z,15.8,4.2,4.2,6.0,13.5
2025-08-05 19:00:00Z,14.1,6.9,4.6,4.3,11.0
2025-08-05 20:00:00Z,18.7,10.0,10.8,6.3,20.4
2025-08-05 21:00:00Z,21.1,8.1,11.5,8.4,24.3
2025-08-05 22:00:00Z,23.6,6.6,6.0,5.0,13.5
2025-08-05 23:00:00Z,18.7,3.9,12.1,6.4,22.0
2025-08-06 00:00:00Z,22.3,3.6,12.2,5.9,21.2
2025-08-06 01:00:00Z,21.0,4.9,12.6,7.9,24.7
2025-08-06 02:00:00Z,20.3,5.6,15.9,9.9,31.1
2025-08-06 03:00:00Z,25.2,5.8,15.2,14.9,38.1
2025-08-06 04:00:00Z,26.7,5.3,31.7,33.8,83.5
2025-08-06 05:00:00Z,24.3,15.1,48.7,54.6,132.4
2025-08-06 06:00:00Z,33.7,9.8,59.1,101.7,215.0
2025-08-06 07:00:00Z,32.4,12.4,59.8,93.4,203.0
2025-08-06 08:00:00Z,33.9,9.8,47.9,77.7,167.0
2025-08-06 09:00:00Z,30.0,5.1,42.0,54.3,125.3
2025-08-06 10:00:00Z,26.8,5.8,33.3,36.7,89.6
2025-08-06 11:00:00Z,16.4,5.1,30.0,40.4,91.9
2025-08-06 12:00:00Z,21.9,4.9,26.7,29.6,72.0
2025-08-06 13:00:00Z,19.0,3.5,32.0,38.3,90.9
2025-08-06 14:00:00Z,18.6,2.2,28.6,31.3,76.5
2025-08-06 15:00:00Z,21.2,5.2,31.0,26.2,71.0
2025-08-06 16:00:00Z,19.8,6.1,34.0,32.6,83.9
2025-08-06 17:00:00Z,18.6,6.7,43.0,37.3,100.1
2025-08-06 18:00:00Z,18.0,5.8,44.7,37.0,101.3
2025-08-06 19:00:00Z,24.9,5.6,56.2,37.7,114.1
2025-08-06 20:00:00Z,28.9,7.2,64.7,41.2,128.1
2025-08-06 21:00:00Z,26.5,8.4,59.9,33.5,111.3
2025-08-06 22:00:00Z,23.9,8.4,55.8,27.4,97.7
2025-08-06 23:00:00Z,19.8,7.1,50.2,23.3,85.9
2025-08-07 00:00:00Z,16.0,4.1,37.6,13.5,58.2
2025-08-07 01:00:00Z,19.7,6.3,47.8,21.9,81.6
2025-08-07 02:00:00Z,19.8,8.5,47.6,21.3,80.2
2025-08-07 03:00:00Z,15.4,7.4,47.2,17.7,74.3
2025-08-07 04:00:00Z,22.2,7.7,55.3,41.8,119.2
2025-08-07 05:00:00Z,24.9,7.8,61.7,67.3,164.9
2025-08-07 06:00:00Z,31.9,11.6,65.9,105.6,227.5
2025-08-07 07:00:00Z,31.2,11.2,65.4,96.9,214.8
2025-08-07 08:00:00Z,43.2,13.0,64.3,80.4,188.2
2025-08-07 09:00:00Z,40.5,9.1,54.5,61.8,149.2
2025-08-07 10:00:00Z,27.8,9.1,28.3,22.3,62.6
2025-08-07 11:00:00Z,23.8,8.0,34.8,32.4,84.5
2025-08-07 12:00:00Z,21.7,10.0,35.1,30.5,81.9
2025-08-07 13:00:00Z,19.0,5.9,38.9,34.0,91.0
2025-08-07 14:00:00Z,22.1,2.0,33.6,24.6,71.2
2025-08-07 15:00:00Z,19.7,3.8,37.2,28.1,80.2
2025-08-07 16:00:00Z,19.0,4.8,33.3,26.9,74.4
2025-08-07 17:00:00Z,21.8,6.2,20.9,15.2,44.1
2025-08-07 18:00:00Z,17.7,8.7,16.5,11.3,33.8
2025-08-07 19:00:00Z,24.0,9.3,32.8,12.6,52.1
2025-08-07 20:00:00Z,27.2,6.1,53.8,11.4,71.2
2025-08-07 21:00:00Z,33.6,20.1,93.7,41.4,157.2
2025-08-07 22:00:00Z,33.6,11.9,83.6,36.0,138.9
2025-08-07 23:00:00Z,36.4,15.7,81.6,55.1,166.2
2025-08-08 00:00:00Z,30.3,20.6,70.2,43.5,136.9
2025-08-08 01:00:00Z,33.6,4.6,59.9,22.4,94.3
2025-08-08 02:00:00Z,28.6,10.5,58.2,25.6,97.3
2025-08-08 03:00:00Z,31.2,9.4,44.4,28.1,87.5
2025-08-08 04:00:00Z,32.3,15.2,49.9,21.5,82.8
2025-08-08 05:00:00Z,35.1,12.0,34.1,19.1,63.4
2025-08-08 06:00:00Z,39.7,15.9,43.3,31.9,92.3
2025-08-08 07:00:00Z,34.7,12.1,29.5,15.4,52.9
2025-08-08 08:00:00Z,27.0,8.2,28.0,24.8,65.9
2025-08-08 09:00:00Z,22.5,7.9,21.4,19.0,50.6
2025-08-08 10:00:00Z,22.7,6.1,20.4,22.4,54.8
2025-08-08 11:00:00Z,27.6,5.9,21.6,21.2,54.1
2025-08-08 12:00:00Z,25.0,8.0,23.0,22.6,57.6
2025-08-08 13:00:00Z,25.8,7.0,12.7,8.7,26.2
2025-08-08 14:00:00Z,21.9,10.1,8.7,8.9,22.3
2025-08-08 15:00:00Z,14.8,8.6,10.8,10.1,26.4
2025-08-08 16:00:00Z,22.5,4.3,7.7,7.3,18.7
2025-08-08 17:00:00Z,15.6,2.4,6.5,5.8,15.3
2025-08-08 18:00:00Z,18.5,6.9,7.5,6.0,16.7
2025-08-08 19:00:00Z,20.0,7.5,17.5,8.3,30.3
2025-08-08 20:00:00Z,22.2,13.8,23.9,8.1,36.3
2025-08-08 21:00:00Z,30.9,9.4,29.0,14.7,51.5
2025-08-08 22:00:00Z,27.4,11.9,29.2,15.9,53.5
2025-08-08 23:00:00Z,29.5,8.6,24.1,10.0,39.3
2025-08-09 00:00:00Z,29.5,7.8,24.5,9.8,39.5
2025-08-09 01:00:00Z,27.3,7.3,15.0,5.7,23.8
2025-08-09 02:00:00Z,25.3,8.9,14.1,6.5,24.0
2025-08-09 03:00:00Z,20.1,10.3,10.0,5.7,18.7
2025-08-09 04:00:00Z,25.1,12.6,13.6,8.9,27.5
2025-08-09 05:00:00Z,18.9,7.9,16.3,8.8,29.9
2025-08-09 06:00:00Z,17.2,6.1,19.6,8.5,32.5
2025-08-09 07:00:00Z,22.1,6.3,25.7,19.0,54.9
2025-08-09 08:00:00Z,28.4,14.5,24.4,19.6,54.4
2025-08-09 09:00:00Z,23.8,11.3,13.5,10.4,29.4
2025-08-09 10:00:00Z,20.4,11.5,13.7,12.3,32.4
2025-08-09 11:00:00Z,24.5,9.1,11.8,10.7,28.1
2025-08-09 12:00:00Z,18.7,8.0,5.4,5.7,14.1
2025-08-09 13:00:00Z,23.3,6.9,5.8,6.1,15.0
2025-08-09 14:00:00Z,23.3,9.7,6.3,6.0,15.5
2025-08-09 15:00:00Z,24.3,9.5,6.9,5.8,15.6
2025-08-09 16:00:00Z,25.8,12.2,3.9,3.8,9.8
2025-08-09 17:00:00Z,29.5,13.3,5.5,4.5,12.4
2025-08-09 18:00:00Z,23.7,12.6,5.3,4.4,12.1
2025-08-09 19:00:00Z,16.4,10.6,8.1,5.4,16.3
2025-08-09 20:00:00Z,21.1,5.5,8.2,6.1,17.6
2025-08-09 21:00:00Z,29.6,1.9,6.8,5.2,14.6
2025-08-09 22:00:00Z,19.4,3.7,10.2,6.1,19.3
2025-08-09 23:00:00Z,16.8,1.2,14.9,6.5,24.9
2025-08-10 00:00:00Z,16.7,0.7,16.3,7.5,27.5
2025-08-10 01:00:00Z,16.5,5.1,11.0,5.6,19.5
2025-08-10 02:00:00Z,13.0,3.9,16.9,6.0,25.9
2025-08-10 03:00:00Z,18.5,3.4,15.4,7.1,26.2
2025-08-10 04:00:00Z,18.1,6.8,20.1,8.2,33.0
2025-08-10 05:00:00Z,15.6,4.4,17.8,8.8,31.2
2025-08-10 06:00:00Z,18.7,3.8,31.4,19.6,61.4
2025-08-10 07:00:00Z,17.8,3.2,20.8,14.0,42.1
2025-08-10 08:00:00Z,20.7,2.4,17.6,15.2,40.9
2025-08-10 09:00:00Z,20.2,2.8,24.2,22.0,58.0
2025-08-10 10:00:00Z,19.1,2.8,17.6,17.2,43.9
2025-08-10 11:00:00Z,21.5,2.4,19.8,16.7,45.3
2025-08-10 12:00:00Z,23.2,4.4,21.0,16.4,46.1
2025-08-10 13:00:00Z,20.4,8.1,24.0,19.9,54.5
2025-08-10 14:00:00Z,22.9,5.7,26.2,18.0,53.8
2025-08-10 15:00:00Z,21.7,4.3,27.2,18.0,54.7
2025-08-10 16:00:00Z,19.0,6.4,29.6,18.2,57.5
2025-08-10 17:00:00Z,16.2,2.7,32.5,22.0,66.2
2025-08-10 18:00:00Z,17.0,4.7,39.1,21.3,71.8
2025-08-10 19:00:00Z,20.8,9.3,46.6,22.7,81.5
2025-08-10 20:00:00Z,22.1,8.3,71.7,33.7,123.4
2025-08-10 21:00:00Z,28.6,7.6,70.3,38.9,130.0
2025-08-10 22:00:00Z,22.6,11.7,60.4,24.0,97.3
2025-08-10 23:00:00Z,26.2,9.6,46.5,17.6,73.5
2025-08-11 00:00:00Z,23.4,16.4,30.6,14.0,52.1
2025-08-11 01:00:00Z,20.9,16.1,23.4,11.8,41.6
2025-08-11 02:00:00Z,23.0,12.0,32.6,12.8,52.3
2025-08-11 03:00:00Z,27.5,14.3,33.3,15.5,57.0
2025-08-11 04:00:00Z,27.2,16.2,41.1,22.5,75.6
2025-08-11 05:00:00Z,21.8,18.8,53.0,32.5,102.9
2025-08-11 06:00:00Z,33.3,14.7,54.7,41.5,118.4
2025-08-11 07:00:00Z,37.6,18.9,57.4,59.6,148.7
2025-08-11 08:00:00Z,34.4,13.3,42.7,41.7,106.5
2025-08-11 09:00:00Z,36.7,20.0,41.9,38.7,101.3
2025-08-11 10:00:00Z,40.6,16.0,38.8,32.4,88.4
2025-08-11 11:00:00Z,33.7,12.5,30.7,20.9,62.7
2025-08-11 12:00:00Z,27.2,13.1,32.7,22.6,67.3
2025-08-11 13:00:00Z,25.2,12.4,33.8,22.1,67.7
2025-08-11 14:00:00Z,20.7,8.9,36.2,22.1,70.0
2025-08-11 15:00:00Z,23.9,9.8,44.5,27.7,87.0
2025-08-11 16:00:00Z,23.7,9.7,48.7,25.1,87.2
2025-08-11 17:00:00Z,21.6,9.1,38.7,18.9,67.7
2025-08-11 18:00:00Z,26.8,8.2,47.9,20.5,79.3
2025-08-11 19:00:00Z,31.5,14.4,70.5,29.5,115.7
2025-08-11 20:00:00Z,36.4,15.4,76.7,22.2,110.9
2025-08-11 21:00:00Z,34.7,15.7,77.5,22.9,112.3
2025-08-11 22:00:00Z,32.5,12.4,56.4,15.5,80.1
2025-08-11 23:00:00Z,24.3,10.9,41.8,13.8,62.8
2025-08-12 00:00:00Z,26.4,12.7,29.8,7.5,41.3
2025-08-12 01:00:00Z,25.3,11.7,33.3,9.9,48.5
2025-08-12 02:00:00Z,23.8,10.0,40.4,9.8,55.4
2025-08-12 03:00:00Z,23.1,7.7,47.0,15.5,70.7
2025-08-12 04:00:00Z,30.1,17.5,63.6,34.5,116.4
2025-08-12 05:00:00Z,34.7,16.2,86.9,80.4,210.1
2025-08-12 06:00:00Z,36.9,16.9,80.4,73.5,193.0
2025-08-12 07:00:00Z,36.2,15.3,69.0,66.0,170.2
2025-08-12 08:00:00Z,46.9,17.4,62.7,53.1,144.1
2025-08-12 09:00:00Z,44.4,10.8,58.3,44.0,125.8
2025-08-12 10:00:00Z,53.2,16.4,66.8,44.5,135.1
2025-08-12 11:00:00Z,44.6,14.5,45.3,23.6,81.5
2025-08-12 12:00:00Z,34.2,9.4,14.7,9.7,29.6
2025-08-12 13:00:00Z,27.9,8.9,13.8,10.5,29.8
2025-08-12 14:00:00Z,24.9,8.4,13.7,10.1,29.4
2025-08-12 15:00:00Z,24.5,8.3,11.0,8.5,24.8
2025-08-12 16:00:00Z,21.4,5.7,6.9,6.0,16.4
2025-08-12 17:00:00Z,28.8,8.8,11.7,9.0,25.8
2025-08-12 18:00:00Z,27.7,7.3,15.1,8.4,28.1
2025-08-12 19:00:00Z,31.9,6.4,24.6,8.5,38.0
2025-08-12 20:00:00Z,32.0,11.9,27.4,9.3,41.3
2025-08-12 21:00:00Z,29.9,11.2,29.6,8.9,43.3
2025-08-12 22:00:00Z,42.0,14.6,78.4,33.7,130.1
2025-08-12 23:00:00Z,44.4,18.5,85.8,58.1,174.8
2025-08-13 00:00:00Z,40.4,15.7,69.5,15.0,92.5
2025-08-13 01:00:00Z,39.6,13.0,49.3,8.6,62.4
2025-08-13 02:00:00Z,43.6,17.3,34.3,7.9,46.3
2025-08-13 03:00:00Z,43.7,20.2,54.3,20.1,84.9
2025-08-13 04:00:00Z,40.2,18.1,58.5,28.5,102.1
2025-08-13 05:00:00Z,47.2,18.0,77.3,59.4,168.4
2025-08-13 06:00:00Z,54.4,21.4,79.6,79.8,201.9
2025-08-13 07:00:00Z,47.3,21.9,70.8,62.3,166.3
2025-08-13 08:00:00Z,55.0,15.4,74.2,64.0,172.3
2025-08-13 09:00:00Z,48.4,15.3,63.5,43.9,130.6
2025-08-13 10:00:00Z,48.8,17.1,64.3,30.8,111.4
2025-08-13 11:00:00Z,51.3,18.9,71.6,41.2,134.7
2025-08-13 12:00:00Z,42.8,12.1,53.4,28.8,97.5
2025-08-13 13:00:00Z,40.4,12.2,48.0,26.6,88.7
2025-08-13 14:00:00Z,39.2,12.3,27.9,14.1,49.5
2025-08-13 15:00:00Z,50.2,16.7,43.6,12.5,62.7
2025-08-13 16:00:00Z,51.6,16.9,60.8,18.0,88.5
2025-08-13 17:00:00Z,44.0,16.5,49.2,10.7,65.6
2025-08-13 18:00:00Z,45.4,14.1,27.2,4.5,34.0
2025-08-13 19:00:00Z,44.3,13.6,28.7,14.4,50.9
2025-08-13 20:00:00Z,35.5,18.6,49.8,22.7,84.6
2025-08-13 21:00:00Z,33.6,19.9,56.8,34.6,109.7
2025-08-13 22:00:00Z,27.5,13.0,43.9,19.4,73.6
2025-08-13 23:00:00Z,25.7,10.2,36.8,11.5,54.4
2025-08-14 00:00:00Z,24.7,15.3,27.4,8.1,39.8
2025-08-14 01:00:00Z,24.2,11.3,31.8,11.9,49.9
2025-08-14 02:00:00Z,30.4,12.5,48.1,29.2,92.9
2025-08-14 03:00:00Z,30.3,10.7,41.7,26.0,81.5
2025-08-14 04:00:00Z,24.7,18.3,47.8,41.5,111.4
2025-08-14 05:00:00Z,31.6,14.7,51.2,64.2,149.6
2025-08-14 06:00:00Z,30.5,15.7,50.6,67.7,154.3
2025-08-14 07:00:00Z,40.8,19.1,33.1,15.3,56.4
2025-08-14 08:00:00Z,46.8,19.9,28.0,15.7,52.1
2025-08-14 09:00:00Z,48.7,14.6,38.7,27.1,80.2
2025-08-14 10:00:00Z,44.9,14.2,31.8,18.6,60.2
2025-08-14 11:00:00Z,43.5,16.9,25.5,10.5,41.5
2025-08-14 12:00:00Z,46.6,18.3,25.2,10.8,41.8
2025-08-14 13:00:00Z,39.4,17.3,15.7,5.7,24.4
2025-08-14 14:00:00Z,39.3,18.7,12.4,4.7,19.6
2025-08-14 15:00:00Z,36.2,18.2,14.7,5.9,23.7
2025-08-14 16:00:00Z,38.1,21.2,18.3,7.7,30.0
2025-08-14 17:00:00Z,35.0,17.7,17.9,7.4,29.2
2025-08-14 18:00:00Z,33.5,21.5,8.1,4.3,14.6
2025-08-14 19:00:00Z,38.0,17.9,27.2,10.4,43.0
2025-08-14 20:00:00Z,38.8,21.5,19.6,7.3,30.8
2025-08-14 21:00:00Z,25.1,10.2,12.8,5.8,21.8
2025-08-14 22:00:00Z,19.8,7.9,16.8,9.4,31.2
2025-08-14 23:00:00Z,13.3,5.9,11.0,6.9,21.7
2025-08-15 00:00:00Z,9.5,3.7,11.5,6.1,21.0
2025-08-15 01:00:00Z,8.7,1.3,11.6,6.7,21.9
2025-08-15 02:00:00Z,9.0,0.9,7.3,4.7,14.6
2025-08-15 03:00:00Z,7.2,2.3,10.6,6.6,20.6
2025-08-15 04:00:00Z,8.1,2.1,8.6,5.6,17.1
2025-08-15 05:00:00Z,10.8,2.0,10.8,6.3,20.8
2025-08-15 06:00:00Z,10.9,2.5,16.1,9.5,30.7
2025-08-15 07:00:00Z,13.7,2.2,18.4,16.0,42.7
2025-08-15 08:00:00Z,12.8,4.6,15.8,14.2,37.8
2025-08-15 09:00:00Z,19.1,4.8,16.0,13.6,37.3
2025-08-15 10:00:00Z,18.0,7.4,25.0,20.4,56.3
2025-08-15 11:00:00Z,23.0,7.7,16.0,10.9,32.7
2025-08-15 12:00:00Z,20.7,8.3,15.4,11.2,32.6
2025-08-15 13:00:00Z,16.4,5.6,15.2,11.8,33.2
2025-08-15 14:00:00Z,9.2,3.8,10.4,8.4,23.3
2025-08-15 15:00:00Z,8.5,2.8,13.2,10.0,28.5
2025-08-15 16:00:00Z,10.8,1.8,14.3,9.3,28.6
2025-08-15 17:00:00Z,12.2,6.7,17.6,10.1,33.0
2025-08-15 18:00:00Z,22.1,7.7,32.4,13.5,53.0
2025-08-15 19:00:00Z,17.9,12.5,42.4,12.5,61.7
2025-08-15 20:00:00Z,28.1,18.0,65.9,20.8,97.8
2025-08-15 21:00:00Z,26.7,14.7,73.7,25.4,112.7
2025-08-15 22:00:00Z,24.1,10.3,69.8,21.9,103.3
2025-08-15 23:00:00Z,23.9,9.9,41.9,15.5,65.6
2025-08-16 00:00:00Z,20.4,9.6,23.5,10.3,39.4
2025-08-16 01:00:00Z,17.6,5.7,25.6,13.0,45.5
2025-08-16 02:00:00Z,21.3,6.1,22.6,12.8,42.3
2025-08-16 03:00:00Z,16.5,12.1,25.7,10.8,42.3
2025-08-16 04:00:00Z,20.3,8.2,25.9,13.9,47.3
2025-08-16 05:00:00Z,22.8,7.1,30.6,16.5,55.8
2025-08-16 06:00:00Z,21.2,13.1,20.8,10.1,36.2
2025-08-16 07:00:00Z,28.1,19.4,16.8,11.1,33.8
2025-08-16 08:00:00Z,38.0,23.1,20.7,15.0,43.6
2025-08-16 09:00:00Z,36.5,24.7,16.5,10.6,32.7
2025-08-16 10:00:00Z,29.7,20.5,17.9,13.3,38.3
2025-08-16 11:00:00Z,31.0,15.7,18.4,14.1,40.0
2025-08-16 12:00:00Z,26.5,13.9,19.3,14.0,40.8
2025-08-16 13:00:00Z,35.4,14.3,16.9,10.6,33.1
2025-08-16 14:00:00Z,24.8,8.0,22.2,13.4,42.7
2025-08-16 15:00:00Z,25.4,6.8,23.4,17.2,49.8
2025-08-16 16:00:00Z,22.7,8.2,23.6,15.5,47.3
2025-08-16 17:00:00Z,21.3,7.4,23.5,12.0,41.8
2025-08-16 18:00:00Z,29.3,10.1,24.9,11.1,41.9
2025-08-16 19:00:00Z,28.8,12.8,32.0,12.8,51.6
2025-08-16 20:00:00Z,23.0,13.4,32.4,14.1,54.0
2025-08-16 21:00:00Z,25.0,10.4,32.2,15.2,55.5
2025-08-16 22:00:00Z,23.2,12.9,30.7,14.5,52.9
2025-08-16 23:00:00Z,18.4,9.0,26.4,11.2,43.4
2025-08-17 00:00:00Z,22.7,8.3,24.6,10.9,41.3
2025-08-17 01:00:00Z,20.0,11.5,23.3,10.2,38.9
2025-08-17 02:00:00Z,19.9,9.9,24.2,8.7,37.6
2025-08-17 03:00:00Z,21.3,11.6,21.1,9.0,34.9
2025-08-17 04:00:00Z,19.8,10.7,23.6,12.7,43.1
2025-08-17 05:00:00Z,19.6,8.0,22.9,8.9,36.5
2025-08-17 06:00:00Z,20.5,10.3,26.5,14.5,48.8
2025-08-17 07:00:00Z,25.7,7.7,25.2,18.1,53.2
2025-08-17 08:00:00Z,18.2,11.5,15.6,14.5,37.8
2025-08-17 09:00:00Z,21.4,9.3,13.3,12.3,32.3
2025-08-17 10:00:00Z,22.2,9.5,15.3,15.1,38.0
2025-08-17 11:00:00Z,22.4,11.5,16.0,15.3,39.6
2025-08-17 12:00:00Z,18.7,7.4,20.1,17.2,46.5
2025-08-17 13:00:00Z,21.4,5.1,22.9,19.2,52.3
2025-08-17 14:00:00Z,18.6,6.1,22.8,16.7,48.4
2025-08-17 15:00:00Z,18.4,2.2,21.8,17.5,48.8
2025-08-17 16:00:00Z,18.1,0.8,24.5,19.7,54.7
2025-08-17 17:00:00Z,16.4,6.0,25.0,15.7,49.0
2025-08-17 18:00:00Z,18.7,5.6,36.2,22.2,70.2
2025-08-17 19:00:00Z,22.0,6.2,49.0,26.5,89.7
2025-08-17 20:00:00Z,18.5,8.5,49.9,27.8,92.5
2025-08-17 21:00:00Z,26.6,10.6,47.1,27.6,89.3
2025-08-17 22:00:00Z,25.2,10.8,42.6,17.8,69.8
2025-08-17 23:00:00Z,22.9,7.3,32.9,14.4,55.0
2025-08-18 00:00:00Z,23.7,8.2,23.2,12.2,41.8
2025-08-18 01:00:00Z,21.3,8.7,15.6,8.7,28.9
2025-08-18 02:00:00Z,16.8,7.4,17.4,10.9,34.1
2025-08-18 03:00:00Z,20.2,7.4,16.4,11.6,34.1
2025-08-18 04:00:00Z,21.3,4.8,27.4,21.7,60.6
